#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1094    -3.77374     -3.7773 9.15738e-05
        1095    -3.77369     -3.7773 9.15496e-05
        1096    -3.77364    -3.77729  9.1527e-05
        1097    -3.77359    -3.77729 9.15058e-05
        1098    -3.77384    -3.77729 9.14763e-05
        1099    -3.77365    -3.77728 9.14531e-05
        1100    -3.77345    -3.77728 9.14363e-05
        1101    -3.77356    -3.77728 9.14157e-05
        1102    -3.77352    -3.77727 9.13964e-05
        1103    -3.77363    -3.77727 9.13731e-05
        1104    -3.77344    -3.77727 9.13561e-05
        1105    -3.77326    -3.77726 9.13453e-05
        1106    -3.77323    -3.77726 9.13355e-05
        1107    -3.77335    -3.77726 9.13212e-05
        1108    -3.77333    -3.77725 9.13076e-05
        1109     -3.7733    -3.77725 9.12946e-05
        1110    -3.77329    -3.77724 9.12822e-05
        1111    -3.77312    -3.77724 9.12755e-05
        1112    -3.77341    -3.77724 9.12585e-05
        1113     -3.7734    -3.77723 9.12416e-05
        1114    -3.77324    -3.77723   9.123e-05
        1115    -3.77324    -3.77723 9.12182e-05
        1116    -3.77355    -3.77722  9.1196e-05
        1117    -3.77356    -3.77722 9.11734e-05
        1118    -3.77342    -3.77722 9.11553e-05
        1119    -3.77358    -3.77721 9.11316e-05
        1120    -3.77391    -3.77721 9.10981e-05
        1121    -3.77393    -3.77721 9.10638e-05
        1122    -3.77396    -3.77721 9.10286e-05
        1123    -3.77399     -3.7772 9.09925e-05
        1124    -3.77418     -3.7772 9.09512e-05
        1125    -3.77422     -3.7772 9.09088e-05
        1126    -3.77397    -3.77719 9.08733e-05
        1127    -3.77387    -3.77719 9.08406e-05
        1128    -3.77377    -3.77719 9.08107e-05
        1129    -3.77398    -3.77719 9.07748e-05
        1130    -3.77419    -3.77718 9.07331e-05
        1131    -3.77426    -3.77718 9.06898e-05
        1132    -3.77448    -3.77718 9.06411e-05
        1133     -3.7744    -3.77718 9.05944e-05
        1134    -3.77432    -3.77717 9.05495e-05
        1135     -3.7744    -3.77717 9.05027e-05
        1136    -3.77463    -3.77717 9.04507e-05
        1137    -3.77471    -3.77717 9.03969e-05
        1138    -3.77464    -3.77716 9.03446e-05
        1139    -3.77443    -3.77716 9.02973e-05
        1140    -3.77436    -3.77716 9.02515e-05
        1141    -3.77475    -3.77716  9.0197e-05
        1142    -3.77499    -3.77715  9.0138e-05
        1143    -3.77508    -3.77715 9.00774e-05
        1144    -3.77562    -3.77715 9.00086e-05
        1145    -3.77586    -3.77715 8.99371e-05
        1146    -3.77565    -3.77715 8.98682e-05
        1147    -3.77619    -3.77715 8.97937e-05
        1148    -3.77627    -3.77715 8.97187e-05
        1149    -3.77591    -3.77715 8.96472e-05
        1150    -3.77614    -3.77715 8.95735e-05
        1151    -3.77637    -3.77714 8.94982e-05
        1152    -3.77645    -3.77714 8.94225e-05
        1153    -3.77653    -3.77714 8.93466e-05
        1154    -3.77675    -3.77714 8.92698e-05
        1155    -3.77697    -3.77714 8.91926e-05
        1156    -3.77674    -3.77714 8.91161e-05
        1157    -3.77681    -3.77714 8.90396e-05
        1158    -3.77657    -3.77714 8.89641e-05
        1159    -3.77663    -3.77714 8.88884e-05
        1160    -3.77669    -3.77714 8.88126e-05
        1161    -3.77704    -3.77714 8.87362e-05
        1162    -3.77724    -3.77714 8.86599e-05
        1163    -3.77729    -3.77714 8.85837e-05
        1164    -3.77718    -3.77714 8.85076e-05
        1165    -3.77752    -3.77714 8.84323e-05
        1166    -3.77771    -3.77714 8.83578e-05
        1167    -3.77774    -3.77714 8.82836e-05
        1168    -3.77762    -3.77714 8.82089e-05
        1169    -3.77765    -3.77714 8.81345e-05
        1170    -3.77752    -3.77714 8.80598e-05
        1171    -3.77754    -3.77714 8.79852e-05
        1172    -3.77771    -3.77714 8.79115e-05
        1173    -3.77772    -3.77715 8.78379e-05
        1174    -3.77758    -3.77715 8.77639e-05
        1175    -3.77774    -3.77715 8.76906e-05
        1176    -3.77789    -3.77715 8.76184e-05
        1177     -3.7779    -3.77715 8.75462e-05
        1178     -3.7779    -3.77715 8.74742e-05
        1179    -3.77789    -3.77715 8.74023e-05
        1180    -3.77804    -3.77715 8.73315e-05
        1181    -3.77803    -3.77715 8.72607e-05
        1182    -3.77802    -3.77715 8.71899e-05
        1183     -3.7777    -3.77715 8.71175e-05
        1184    -3.77769    -3.77715 8.70451e-05
        1185    -3.77752    -3.77715 8.69722e-05
        1186     -3.7778    -3.77715 8.69006e-05
        1187    -3.77809    -3.77715 8.68309e-05
        1188    -3.77806    -3.77715 8.67612e-05
        1189    -3.77819    -3.77716 8.66927e-05
        1190    -3.77802    -3.77716 8.66228e-05
        1191    -3.77784    -3.77716  8.6552e-05
        1192    -3.77781    -3.77716 8.64811e-05
        1193    -3.77808    -3.77716 8.64121e-05
        1194     -3.7782    -3.77716 8.63441e-05
        1195    -3.77832    -3.77716 8.62773e-05
        1196    -3.77799    -3.77716  8.6208e-05
        1197    -3.77765    -3.77716 8.61369e-05
        1198    -3.77761    -3.77716 8.60659e-05
        1199    -3.77758    -3.77716 8.59948e-05
        1200     -3.7777    -3.77716 8.59243e-05
        1201    -3.77781    -3.77716 8.58544e-05
        1202    -3.77778    -3.77716 8.57845e-05
        1203    -3.77789    -3.77716 8.57154e-05
        1204     -3.7774    -3.77716 8.56444e-05
        1205    -3.77737    -3.77716 8.55735e-05
        1206    -3.77718    -3.77716 8.55025e-05
        1207    -3.77714    -3.77716 8.54317e-05
        1208    -3.77711    -3.77716  8.5361e-05
        1209    -3.77707    -3.77716 8.52904e-05
        1210    -3.77689    -3.77716 8.52202e-05
        1211    -3.77671    -3.77716 8.51507e-05
        1212    -3.77653    -3.77716 8.50821e-05
        1213     -3.7765    -3.77716 8.50137e-05
        1214    -3.77647    -3.77716 8.49456e-05
        1215    -3.77644    -3.77716 8.48777e-05
        1216    -3.77657    -3.77716 8.48093e-05
        1217      -3.777    -3.77716 8.47397e-05
        1218    -3.77699    -3.77716 8.46703e-05
        1219    -3.77682    -3.77716 8.46013e-05
        1220     -3.7768    -3.77716 8.45324e-05
        1221    -3.77695    -3.77716 8.44634e-05
        1222    -3.77694    -3.77716 8.43945e-05
        1223    -3.77709    -3.77716 8.43255e-05
        1224    -3.77709    -3.77716 8.42566e-05
        1225    -3.77769    -3.77716  8.4189e-05
        1226    -3.77755    -3.77716 8.41209e-05
        1227    -3.77726    -3.77716 8.40524e-05
        1228    -3.77713    -3.77716 8.39839e-05
        1229    -3.77714    -3.77716 8.39156e-05
        1230    -3.77702    -3.77716 8.38474e-05
        1231    -3.77689    -3.77716 8.37796e-05
        1232    -3.77677    -3.77716 8.37122e-05
        1233    -3.77711    -3.77716 8.36443e-05
        1234      -3.777    -3.77716 8.35766e-05
        1235    -3.77674    -3.77716 8.35096e-05
        1236    -3.77679    -3.77716 8.34426e-05
        1237    -3.77669    -3.77716  8.3376e-05
        1238    -3.77705    -3.77716 8.33087e-05
        1239    -3.77696    -3.77716 8.32416e-05
        1240    -3.77717    -3.77716 8.31745e-05
        1241    -3.77754    -3.77716  8.3108e-05
        1242    -3.77761    -3.77716 8.30419e-05
        1243    -3.77768    -3.77716 8.29762e-05
        1244    -3.77775    -3.77716 8.29108e-05
        1245    -3.77783    -3.77716  8.2846e-05
        1246    -3.77791    -3.77716 8.27817e-05
        1247    -3.77784    -3.77716 8.27171e-05
        1248    -3.77792    -3.77716 8.26531e-05
        1249    -3.77831    -3.77716  8.2592e-05
        1250    -3.77825    -3.77716 8.25305e-05
        1251    -3.77834    -3.77716 8.24699e-05
        1252    -3.77888    -3.77717 8.24154e-05
        1253    -3.77882    -3.77717 8.23601e-05
        1254    -3.77921    -3.77717 8.23106e-05
        1255    -3.77915    -3.77717 8.22601e-05
        1256    -3.77923    -3.77717  8.2211e-05
        1257    -3.77917    -3.77717  8.2161e-05
        1258    -3.77911    -3.77718   8.211e-05
        1259    -3.77919    -3.77718 8.20604e-05
        1260    -3.77912    -3.77718 8.20099e-05
        1261    -3.77951    -3.77718 8.19656e-05
        1262    -3.77944    -3.77718 8.19202e-05
        1263    -3.77951    -3.77718 8.18761e-05
        1264    -3.77944    -3.77719 8.18308e-05
        1265    -3.77906    -3.77719 8.17794e-05
        1266    -3.77928    -3.77719 8.17315e-05
        1267    -3.77934    -3.77719 8.16847e-05
        1268    -3.77955    -3.77719 8.16415e-05
        1269    -3.77946    -3.77719 8.15967e-05
        1270    -3.77967     -3.7772 8.15557e-05
        1271    -3.77956     -3.7772 8.15128e-05
        1272    -3.77931     -3.7772 8.14656e-05
        1273    -3.77935     -3.7772 8.14192e-05
        1274    -3.77939     -3.7772 8.13734e-05
        1275    -3.77957     -3.7772 8.13308e-05
        1276    -3.77945    -3.77721 8.12862e-05
        1277    -3.77948    -3.77721 8.12419e-05
        1278     -3.7798    -3.77721 8.12036e-05
        1279    -3.77981    -3.77721 8.11656e-05
        1280    -3.77967    -3.77721 8.11249e-05
        1281    -3.77953    -3.77722 8.10817e-05
        1282    -3.77938    -3.77722  8.1036e-05
        1283    -3.77937    -3.77722 8.09902e-05
        1284    -3.77967    -3.77722 8.09496e-05
        1285    -3.77965    -3.77722 8.09087e-05
        1286    -3.77949    -3.77723 8.08649e-05
        1287    -3.77947    -3.77723 8.08208e-05
        1288    -3.77929    -3.77723 8.07739e-05
        1289    -3.77926    -3.77723 8.07266e-05
        1290    -3.77923    -3.77723 8.06788e-05
        1291    -3.77919    -3.77723 8.06306e-05
        1292    -3.77914    -3.77723 8.05817e-05
        1293    -3.77925    -3.77724 8.05344e-05
        1294    -3.77935    -3.77724 8.04887e-05
        1295    -3.77929    -3.77724 8.04422e-05
        1296    -3.77939    -3.77724 8.03972e-05
        1297    -3.77947    -3.77724 8.03536e-05
        1298    -3.77926    -3.77724 8.03067e-05
        1299    -3.77874    -3.77725 8.02531e-05
        1300    -3.77866    -3.77725 8.01988e-05
        1301    -3.77859    -3.77725 8.01437e-05
        1302    -3.77851    -3.77725  8.0088e-05
        1303    -3.77828    -3.77725 8.00305e-05
        1304    -3.77819    -3.77725 7.99724e-05
        1305    -3.77826    -3.77725 7.99148e-05
        1306    -3.77832    -3.77725 7.98578e-05
        1307    -3.77822    -3.77725 7.98001e-05
        1308    -3.77843    -3.77725 7.97442e-05
        1309    -3.77818    -3.77725 7.96864e-05
        1310    -3.77823    -3.77725 7.96291e-05
        1311    -3.77798    -3.77726 7.95703e-05
        1312    -3.77772    -3.77726 7.95105e-05
        1313    -3.77746    -3.77726 7.94501e-05
        1314    -3.77735    -3.77726 7.93896e-05
        1315    -3.77709    -3.77726 7.93294e-05
        1316    -3.77668    -3.77726 7.92703e-05
        1317    -3.77671    -3.77725 7.92112e-05
        1318     -3.7766    -3.77725 7.91526e-05
        1319    -3.77648    -3.77725 7.90948e-05
        1320    -3.77651    -3.77725 7.90369e-05
        1321    -3.77654    -3.77725 7.89789e-05
        1322    -3.77657    -3.77725 7.89208e-05
        1323    -3.77645    -3.77725 7.88635e-05
        1324    -3.77618    -3.77725 7.88081e-05
        1325    -3.77605    -3.77725 7.87538e-05
        1326    -3.77623    -3.77725 7.86982e-05
        1327     -3.7755    -3.77725 7.86499e-05
        1328    -3.77537    -3.77725 7.86034e-05
        1329     -3.7754    -3.77724 7.85565e-05
        1330    -3.77512    -3.77724 7.85137e-05
        1331    -3.77469    -3.77724 7.84782e-05
        1332    -3.77472    -3.77724 7.84422e-05
        1333    -3.77474    -3.77724 7.84057e-05
        1334    -3.77477    -3.77724 7.83688e-05
        1335    -3.77464    -3.77723 7.83342e-05
        1336    -3.77467    -3.77723 7.82991e-05
        1337    -3.77439    -3.77723 7.82693e-05
        1338    -3.77427    -3.77723 7.82421e-05
        1339     -3.7743    -3.77723 7.82142e-05
        1340    -3.77418    -3.77722 7.81888e-05
        1341    -3.77406    -3.77722 7.81661e-05
        1342    -3.77379    -3.77722 7.81495e-05
        1343    -3.77338    -3.77722 7.81437e-05
        1344    -3.77326    -3.77721 7.81409e-05
        1345    -3.77315    -3.77721 7.81412e-05
        1346    -3.77304    -3.77721 7.81444e-05
        1347    -3.77309     -3.7772 7.81462e-05
        1348    -3.77298     -3.7772 7.81509e-05
        1349    -3.77273     -3.7772 7.81631e-05
        1350    -3.77294    -3.77719 7.81688e-05
        1351    -3.77315    -3.77719 7.81684e-05
        1352    -3.77291    -3.77719 7.81748e-05
        1353    -3.77297    -3.77718 7.81791e-05
        1354    -3.77289    -3.77718 7.81858e-05
        1355    -3.77296    -3.77718 7.81901e-05
        1356    -3.77273    -3.77717 7.82011e-05
        1357    -3.77251    -3.77717 7.82189e-05
        1358     -3.7726    -3.77717 7.82338e-05
        1359    -3.77254    -3.77716 7.82504e-05
        1360    -3.77248    -3.77716 7.82686e-05
        1361    -3.77258    -3.77716 7.82835e-05
        1362    -3.77253    -3.77715 7.82997e-05
        1363    -3.77264    -3.77715 7.83122e-05
        1364    -3.77261    -3.77715 7.83257e-05
        1365    -3.77273    -3.77714 7.83353e-05
        1366     -3.7727    -3.77714 7.83455e-05
        1367    -3.77268    -3.77714 7.83561e-05
        1368    -3.77282    -3.77713 7.83624e-05
        1369    -3.77281    -3.77713 7.83688e-05
        1370    -3.77251    -3.77713 7.83843e-05
        1371    -3.77236    -3.77712 7.84044e-05
        1372    -3.77237    -3.77712 7.84239e-05
        1373    -3.77223    -3.77712 7.84476e-05
        1374    -3.77225    -3.77711 7.84704e-05
        1375    -3.77228    -3.77711 7.84921e-05
        1376    -3.77231    -3.77711 7.85125e-05
        1377    -3.77235     -3.7771 7.85314e-05
        1378     -3.7724     -3.7771 7.85488e-05
        1379    -3.77214     -3.7771  7.8574e-05
        1380    -3.77205    -3.77709 7.86022e-05
        1381    -3.77211    -3.77709  7.8628e-05
        1382    -3.77218    -3.77709 7.86514e-05
        1383    -3.77301    -3.77708 7.86499e-05
        1384    -3.77293    -3.77708 7.86501e-05
        1385    -3.77347    -3.77708 7.86365e-05
        1386    -3.77356    -3.77707 7.86207e-05
        1387    -3.77396    -3.77707 7.85961e-05
        1388     -3.7739    -3.77707 7.85727e-05
        1389    -3.77386    -3.77707 7.85501e-05
        1390    -3.77396    -3.77707 7.85254e-05
        1391    -3.77408    -3.77706 7.84983e-05
        1392    -3.77404    -3.77706 7.84719e-05
        1393    -3.77401    -3.77706  7.8446e-05
        1394    -3.77414    -3.77706 7.84177e-05
        1395    -3.77457    -3.77706 7.83817e-05
        1396     -3.7747    -3.77705 7.83437e-05
        1397    -3.77499    -3.77705 7.83015e-05
        1398    -3.77513    -3.77705 7.82575e-05
        1399    -3.77497    -3.77705 7.82157e-05
        1400    -3.77482    -3.77705 7.81761e-05
        1401    -3.77527    -3.77705 7.81306e-05
        1402    -3.77542    -3.77705 7.80835e-05
        1403    -3.77557    -3.77704 7.80349e-05
        1404    -3.77542    -3.77704 7.79878e-05
        1405    -3.77573    -3.77704 7.79379e-05
        1406    -3.77574    -3.77704  7.7888e-05
        1407     -3.7762    -3.77704 7.78349e-05
        1408    -3.77651    -3.77704 7.77806e-05
        1409    -3.77682    -3.77704 7.77255e-05
        1410    -3.77683    -3.77704 7.76705e-05
        1411    -3.77699    -3.77704 7.76155e-05
        1412     -3.7773    -3.77704 7.75608e-05
        1413    -3.77761    -3.77704 7.75069e-05
        1414    -3.77777    -3.77704 7.74538e-05
        1415    -3.77778    -3.77704 7.74008e-05
        1416    -3.77793    -3.77704 7.73487e-05
        1417    -3.77808    -3.77704 7.72976e-05
        1418    -3.77808    -3.77704 7.72466e-05
        1419    -3.77838    -3.77704 7.71979e-05
        1420    -3.77868    -3.77705 7.71522e-05
        1421    -3.77927    -3.77705 7.71138e-05
        1422    -3.77971    -3.77705 7.70824e-05
        1423       -3.78    -3.77705  7.7056e-05
        1424    -3.78028    -3.77705 7.70352e-05
        1425     -3.7807    -3.77706 7.70238e-05
        1426    -3.78067    -3.77706 7.70115e-05
        1427    -3.78064    -3.77706 7.69984e-05
        1428    -3.78135    -3.77706  7.7003e-05
        1429    -3.78115    -3.77707 7.70023e-05
        1430    -3.78095    -3.77707 7.69963e-05
        1431    -3.78134    -3.77707 7.70003e-05
        1432    -3.78158    -3.77708 7.70109e-05
        1433    -3.78151    -3.77708 7.70192e-05
        1434    -3.78143    -3.77708 7.70252e-05
        1435    -3.78165    -3.77709 7.70372e-05
        1436    -3.78201    -3.77709 7.70598e-05
        1437    -3.78221    -3.77709 7.70886e-05
        1438    -3.78226     -3.7771 7.71186e-05
        1439    -3.78184     -3.7771 7.71355e-05
        1440    -3.78172     -3.7771 7.71488e-05
        1441     -3.7816    -3.77711 7.71583e-05
        1442    -3.78146    -3.77711  7.7164e-05
        1443    -3.78148    -3.77711 7.71699e-05
        1444    -3.78148    -3.77711 7.71757e-05
        1445    -3.78163    -3.77712 7.71855e-05
        1446    -3.78223    -3.77712  7.7213e-05
        1447    -3.78251    -3.77712 7.72495e-05
        1448    -3.78249    -3.77713 7.72851e-05
        1449    -3.78232    -3.77713 7.73147e-05
        1450    -3.78199    -3.77714 7.73338e-05
        1451    -3.78195    -3.77714 7.73517e-05
        1452    -3.78221    -3.77714 7.73772e-05
        1453    -3.78262    -3.77715 7.74157e-05
        1454    -3.78242    -3.77715 7.74473e-05
        1455    -3.78206    -3.77715 7.74676e-05
        1456    -3.78185    -3.77716 7.74817e-05
        1457    -3.78164    -3.77716 7.74896e-05
        1458    -3.78173    -3.77716 7.74997e-05
        1459    -3.78166    -3.77717 7.75078e-05
        1460    -3.78159    -3.77717 7.75139e-05
        1461    -3.78152    -3.77717 7.75179e-05
        1462    -3.78114    -3.77717 7.75123e-05
        1463    -3.78121    -3.77718 7.75085e-05
        1464    -3.78114    -3.77718 7.75028e-05
        1465    -3.78091    -3.77718 7.74917e-05
        1466    -3.78068    -3.77718 7.74756e-05
        1467    -3.78075    -3.77719 7.74609e-05
        1468    -3.78067    -3.77719 7.74446e-05
        1469    -3.78045    -3.77719 7.74236e-05
        1470    -3.78022    -3.77719 7.73983e-05
        1471    -3.78014     -3.7772 7.73716e-05
        1472    -3.78037     -3.7772 7.73491e-05
        1473    -3.78015     -3.7772 7.73225e-05
        1474    -3.78038     -3.7772 7.73001e-05
        1475    -3.78016     -3.7772 7.72736e-05
        1476    -3.78009    -3.77721  7.7246e-05
        1477    -3.78003    -3.77721 7.72173e-05
        1478    -3.78027    -3.77721 7.71928e-05
        1479    -3.78006    -3.77721 7.71646e-05
        1480     -3.7797    -3.77721 7.71308e-05
        1481     -3.7798    -3.77722 7.70985e-05
        1482    -3.77975    -3.77722 7.70654e-05
        1483    -3.77955    -3.77722 7.70295e-05
        1484    -3.77936    -3.77722 7.69911e-05
        1485    -3.77947    -3.77722 7.69542e-05
        1486    -3.77944    -3.77722 7.69169e-05
        1487    -3.77971    -3.77722 7.68833e-05
        1488    -3.77983    -3.77723 7.68516e-05
        1489    -3.77981    -3.77723 7.68195e-05
        1490    -3.77964    -3.77723  7.6785e-05
        1491    -3.77992    -3.77723 7.67547e-05
        1492    -3.77991    -3.77723 7.67243e-05
        1493    -3.77975    -3.77724 7.66915e-05
        1494    -3.77945    -3.77724 7.66544e-05
        1495    -3.77929    -3.77724 7.66155e-05
        1496      -3.779    -3.77724 7.65733e-05
        1497      -3.779    -3.77724 7.65312e-05
        1498    -3.77931    -3.77724 7.64926e-05
        1499    -3.77902    -3.77724 7.64508e-05
        1500    -3.77904    -3.77724 7.64093e-05
        1501    -3.77906    -3.77725  7.6368e-05
        1502    -3.77924    -3.77725 7.63286e-05
        1503    -3.77926    -3.77725 7.62896e-05
        1504    -3.77929    -3.77725 7.62509e-05
        1505    -3.77932    -3.77725 7.62126e-05
        1506     -3.7795    -3.77725 7.61766e-05
        1507    -3.77953    -3.77725 7.61411e-05
        1508    -3.77942    -3.77726 7.61041e-05
        1509    -3.77991    -3.77726 7.60741e-05
        1510    -3.78025    -3.77726 7.60495e-05
        1511    -3.77969    -3.77726 7.60162e-05
        1512    -3.77974    -3.77726 7.59836e-05
        1513    -3.77993    -3.77726 7.59538e-05
        1514    -3.77997    -3.77727 7.59247e-05
        1515    -3.78032    -3.77727 7.59014e-05
        1516    -3.78022    -3.77727 7.58763e-05
        1517    -3.78057    -3.77727 7.58574e-05
        1518    -3.78076    -3.77727 7.58423e-05
        1519    -3.78081    -3.77728 7.58281e-05
        1520    -3.78086    -3.77728 7.58148e-05
        1521    -3.78106    -3.77728 7.58057e-05
        1522     -3.7808    -3.77728 7.57911e-05
        1523     -3.7807    -3.77729 7.57745e-05
        1524    -3.78089    -3.77729 7.57617e-05
        1525    -3.78079    -3.77729 7.57467e-05
        1526    -3.78083    -3.77729 7.57325e-05
        1527    -3.78102     -3.7773 7.57224e-05
        1528    -3.78091     -3.7773 7.57098e-05
        1529    -3.78096     -3.7773 7.56981e-05
        1530    -3.78099     -3.7773 7.56871e-05
        1531    -3.78118    -3.77731 7.56801e-05
        1532    -3.78107    -3.77731 7.56706e-05
        1533    -3.78126    -3.77731 7.56651e-05
        1534    -3.78114    -3.77731 7.56569e-05
        1535    -3.78117    -3.77732 7.56493e-05
        1536    -3.78105    -3.77732 7.56392e-05
        1537    -3.78093    -3.77732 7.56264e-05
        1538    -3.78111    -3.77732 7.56173e-05
        1539    -3.78113    -3.77732 7.56087e-05
        1540    -3.78131    -3.77733 7.56038e-05
        1541    -3.78133    -3.77733 7.55993e-05
        1542     -3.7815    -3.77733 7.55986e-05
        1543    -3.78167    -3.77734 7.56018e-05
        1544    -3.78168    -3.77734 7.56053e-05
        1545      -3.782    -3.77734 7.56165e-05
        1546    -3.78231    -3.77734 7.56359e-05
        1547    -3.78247    -3.77735 7.56597e-05
        1548    -3.78278    -3.77735 7.56922e-05
        1549    -3.78279    -3.77735 7.57246e-05
        1550    -3.78279    -3.77736  7.5757e-05
        1551    -3.78279    -3.77736  7.5789e-05
        1552    -3.78264    -3.77737 7.58164e-05
        1553    -3.78218    -3.77737  7.5831e-05
        1554    -3.78233    -3.77737 7.58492e-05
        1555    -3.78232    -3.77737 7.58671e-05
        1556    -3.78231    -3.77738 7.58845e-05
        1557    -3.78244    -3.77738 7.59055e-05
        1558    -3.78258    -3.77738   7.593e-05
        1559    -3.78271    -3.77739 7.59582e-05
        1560    -3.78269    -3.77739 7.59856e-05
        1561    -3.78267    -3.77739 7.60121e-05
        1562     -3.7828     -3.7774 7.60421e-05
        1563    -3.78292     -3.7774 7.60755e-05
        1564    -3.78274    -3.77741 7.61033e-05
        1565    -3.78271    -3.77741 7.61301e-05
        1566    -3.78237    -3.77741 7.61475e-05
        1567    -3.78219    -3.77741 7.61599e-05
        1568      -3.782    -3.77742 7.61675e-05
        1569    -3.78181    -3.77742 7.61704e-05
        1570    -3.78162    -3.77742 7.61689e-05
        1571    -3.78173    -3.77743 7.61697e-05
        1572    -3.78138    -3.77743 7.61629e-05
        1573    -3.78134    -3.77743  7.6155e-05
        1574     -3.7816    -3.77743 7.61526e-05
        1575    -3.78125    -3.77744 7.61427e-05
        1576    -3.78105    -3.77744 7.61289e-05
        1577    -3.78085    -3.77744 7.61113e-05
        1578     -3.7811    -3.77744 7.60984e-05
        1579     -3.7809    -3.77744 7.60817e-05
        1580     -3.7807    -3.77745 7.60614e-05
        1581     -3.7805    -3.77745 7.60377e-05
        1582     -3.7806    -3.77745 7.60157e-05
        1583    -3.78085    -3.77745  7.5998e-05
        1584     -3.7805    -3.77745 7.59743e-05
        1585     -3.7803    -3.77746 7.59476e-05
        1586     -3.7804    -3.77746 7.59224e-05
        1587     -3.7802    -3.77746 7.58942e-05
        1588    -3.78046    -3.77746 7.58699e-05
        1589    -3.78041    -3.77746 7.58449e-05
        1590    -3.78022    -3.77747  7.5817e-05
        1591    -3.78018    -3.77747 7.57884e-05
        1592    -3.78044    -3.77747 7.57638e-05
        1593     -3.7801    -3.77747 7.57341e-05
        1594    -3.77976    -3.77747 7.57002e-05
        1595    -3.77972    -3.77747 7.56659e-05
        1596    -3.77984    -3.77748  7.5633e-05
        1597     -3.7792    -3.77748 7.55934e-05
        1598    -3.77918    -3.77748 7.55536e-05
        1599    -3.77915    -3.77748 7.55135e-05
        1600    -3.77928    -3.77748 7.54747e-05
        1601    -3.77925    -3.77748 7.54357e-05
        1602    -3.77908    -3.77748 7.53952e-05
        1603    -3.77937    -3.77748 7.53574e-05
        1604    -3.77936    -3.77748 7.53195e-05
        1605     -3.7795    -3.77749  7.5283e-05
        1606    -3.77934    -3.77749 7.52449e-05
        1607    -3.77933    -3.77749 7.52069e-05
        1608    -3.77887    -3.77749  7.5165e-05
        1609    -3.77887    -3.77749 7.51232e-05
        1610    -3.77888    -3.77749 7.50815e-05
        1611    -3.77858    -3.77749 7.50379e-05
        1612    -3.77843    -3.77749 7.49937e-05
        1613    -3.77799    -3.77749 7.49478e-05
        1614    -3.77784    -3.77749 7.49017e-05
        1615    -3.77816    -3.77749 7.48564e-05
        1616    -3.77847    -3.77749 7.48126e-05
        1617    -3.77819    -3.77749 7.47675e-05
        1618     -3.7782    -3.77749 7.47226e-05
        1619    -3.77807    -3.77749 7.46773e-05
        1620    -3.77839    -3.77749 7.46332e-05
        1621    -3.77811     -3.7775 7.45881e-05
        1622    -3.77813     -3.7775 7.45432e-05
        1623    -3.77785     -3.7775 7.44976e-05
        1624    -3.77787     -3.7775  7.4452e-05
        1625    -3.77759     -3.7775 7.44063e-05
        1626    -3.77747     -3.7775 7.43605e-05
        1627    -3.77749     -3.7775 7.43148e-05
        1628    -3.77752     -3.7775 7.42691e-05
        1629    -3.77739     -3.7775 7.42236e-05
        1630    -3.77742     -3.7775 7.41781e-05
        1631    -3.77729     -3.7775 7.41327e-05
        1632    -3.77717     -3.7775 7.40875e-05
        1633    -3.77719     -3.7775 7.40424e-05
        1634    -3.77721     -3.7775 7.39973e-05
        1635    -3.77663    -3.77749 7.39539e-05
        1636    -3.77681    -3.77749 7.39099e-05
        1637    -3.77668    -3.77749 7.38664e-05
        1638     -3.7767    -3.77749 7.38229e-05
        1639    -3.77672    -3.77749 7.37794e-05
        1640    -3.77674    -3.77749 7.37358e-05
        1641    -3.77691    -3.77749 7.36917e-05
        1642    -3.77662    -3.77749 7.36488e-05
        1643    -3.77649    -3.77749 7.36065e-05
        1644    -3.77635    -3.77749  7.3565e-05
        1645    -3.77636    -3.77749 7.35235e-05
        1646    -3.77637    -3.77749 7.34819e-05
        1647    -3.77638    -3.77749 7.34404e-05
        1648    -3.77639    -3.77749 7.33989e-05
        1649    -3.77669    -3.77749 7.33559e-05
        1650    -3.77655    -3.77749 7.33137e-05
        1651    -3.77655    -3.77749 7.32715e-05
        1652     -3.7767    -3.77749 7.32287e-05
        1653    -3.77609    -3.77748 7.31893e-05
        1654    -3.77639    -3.77748  7.3148e-05
        1655    -3.77623    -3.77748 7.31077e-05
        1656    -3.77653    -3.77748 7.30659e-05
        1657    -3.77667    -3.77748 7.30234e-05
        1658     -3.7765    -3.77748 7.29818e-05
        1659    -3.77664    -3.77748 7.29395e-05
        1660    -3.77677    -3.77748 7.28968e-05
        1661    -3.77691    -3.77748 7.28538e-05
        1662    -3.77689    -3.77748 7.28108e-05
        1663    -3.77747    -3.77748  7.2767e-05
        1664    -3.77714    -3.77748 7.27236e-05
        1665    -3.77696    -3.77748 7.26806e-05
        1666    -3.77724    -3.77748 7.26371e-05
        1667    -3.77736    -3.77748 7.25936e-05
        1668    -3.77778    -3.77748 7.25503e-05
        1669    -3.77789    -3.77748 7.25072e-05
        1670    -3.77786    -3.77748 7.24641e-05
        1671    -3.77721    -3.77748  7.2421e-05
        1672    -3.77702    -3.77748 7.23782e-05
        1673    -3.77683    -3.77748 7.23359e-05
        1674    -3.77678    -3.77748 7.22939e-05
        1675    -3.77704    -3.77748 7.22513e-05
