#     BLOCK:   ACTUAL_KE:    KE_AVE:      ERROR:
        2516     1.66476     1.66914   0.0018119
        2517     1.66368     1.66914  0.00181118
        2518     1.66259     1.66914  0.00181047
        2519     1.66149     1.66914  0.00180975
        2520      1.6604     1.66913  0.00180903
        2521     1.65931     1.66913  0.00180832
        2522     1.65821     1.66913  0.00180761
        2523     1.65712     1.66912   0.0018069
        2524     1.65603     1.66912  0.00180619
        2525     1.65494     1.66911  0.00180548
        2526     1.65385      1.6691  0.00180478
        2527     1.65276      1.6691  0.00180408
        2528     1.65167     1.66909  0.00180338
        2529     1.65058     1.66908  0.00180268
        2530     1.64949     1.66908  0.00180198
        2531     1.64841     1.66907  0.00180129
        2532     1.64732     1.66906   0.0018006
        2533     1.64623     1.66905  0.00179991
        2534     1.64514     1.66904  0.00179922
        2535     1.64405     1.66903  0.00179854
        2536     1.64296     1.66902  0.00179786
        2537     1.64186     1.66901  0.00179718
        2538     1.64077       1.669  0.00179651
        2539     1.63966     1.66899  0.00179584
        2540     1.63856     1.66897  0.00179517
        2541     1.63744     1.66896  0.00179451
        2542     1.63633     1.66895  0.00179385
        2543      1.6352     1.66894  0.00179319
        2544     1.63407     1.66892  0.00179254
        2545     1.63293     1.66891  0.00179189
        2546     1.63178     1.66889  0.00179125
        2547     1.63063     1.66888  0.00179061
        2548     1.62947     1.66886  0.00178997
        2549      1.6283     1.66885  0.00178934
        2550     1.62712     1.66883  0.00178871
        2551     1.62593     1.66881  0.00178809
        2552     1.62474      1.6688  0.00178747
        2553     1.62354     1.66878  0.00178686
        2554     1.62233     1.66876  0.00178625
        2555     1.62111     1.66874  0.00178565
        2556     1.61989     1.66872  0.00178506
        2557     1.61866      1.6687  0.00178447
        2558     1.61743     1.66868  0.00178388
        2559     1.61619     1.66866   0.0017833
        2560     1.61495     1.66864  0.00178273
        2561     1.61371     1.66862  0.00178216
        2562     1.61246      1.6686   0.0017816
        2563     1.61122     1.66858  0.00178105
        2564     1.60998     1.66855   0.0017805
        2565     1.60874     1.66853  0.00177996
        2566      1.6075     1.66851  0.00177942
        2567     1.60627     1.66848  0.00177889
        2568     1.60504     1.66846  0.00177837
        2569     1.60382     1.66843  0.00177786
        2570     1.60261     1.66841  0.00177735
        2571     1.60141     1.66838  0.00177685
        2572     1.60023     1.66835  0.00177636
        2573     1.59905     1.66833  0.00177587
        2574     1.59789      1.6683  0.00177539
        2575     1.59675     1.66827  0.00177492
        2576     1.59563     1.66824  0.00177446
        2577     1.59452     1.66822    0.001774
        2578     1.59343     1.66819  0.00177355
        2579     1.59237     1.66816   0.0017731
        2580     1.59133     1.66813  0.00177266
        2581     1.59031      1.6681  0.00177223
        2582     1.58932     1.66807  0.00177181
        2583     1.58836     1.66804  0.00177139
        2584     1.58742       1.668  0.00177098
        2585     1.58651     1.66797  0.00177058
        2586     1.58563     1.66794  0.00177018
        2587     1.58478     1.66791  0.00176979
        2588     1.58396     1.66788   0.0017694
        2589     1.58317     1.66784  0.00176902
        2590     1.58241     1.66781  0.00176864
        2591     1.58169     1.66778  0.00176827
        2592     1.58099     1.66774  0.00176791
        2593     1.58033     1.66771  0.00176755
        2594      1.5797     1.66768  0.00176719
        2595      1.5791     1.66764  0.00176684
        2596     1.57854     1.66761  0.00176649
        2597       1.578     1.66757  0.00176615
        2598      1.5775     1.66754  0.00176581
        2599     1.57704      1.6675  0.00176547
        2600      1.5766     1.66747  0.00176514
        2601      1.5762     1.66743  0.00176481
        2602     1.57583      1.6674  0.00176448
        2603     1.57549     1.66736  0.00176416
        2604     1.57519     1.66733  0.00176384
        2605     1.57492     1.66729  0.00176352
        2606     1.57468     1.66726   0.0017632
        2607     1.57447     1.66722  0.00176288
        2608      1.5743     1.66719  0.00176257
        2609     1.57415     1.66715  0.00176225
        2610     1.57404     1.66711  0.00176194
        2611     1.57395     1.66708  0.00176162
        2612      1.5739     1.66704  0.00176131
        2613     1.57387     1.66701    0.001761
        2614     1.57388     1.66697  0.00176068
        2615     1.57391     1.66694  0.00176037
        2616     1.57397      1.6669  0.00176006
        2617     1.57406     1.66686  0.00175974
        2618     1.57417     1.66683  0.00175942
        2619     1.57431     1.66679  0.00175911
        2620     1.57448     1.66676  0.00175879
        2621     1.57467     1.66672  0.00175847
        2622     1.57488     1.66669  0.00175815
        2623     1.57511     1.66665  0.00175782
        2624     1.57537     1.66662   0.0017575
        2625     1.57565     1.66658  0.00175717
        2626     1.57594     1.66655  0.00175684
        2627     1.57625     1.66652  0.00175651
        2628     1.57658     1.66648  0.00175617
        2629     1.57692     1.66645  0.00175583
        2630     1.57728     1.66641  0.00175549
        2631     1.57765     1.66638  0.00175515
        2632     1.57803     1.66635   0.0017548
        2633     1.57842     1.66631  0.00175446
        2634     1.57882     1.66628   0.0017541
        2635     1.57922     1.66625  0.00175375
        2636     1.57963     1.66621  0.00175339
        2637     1.58005     1.66618  0.00175303
        2638     1.58047     1.66615  0.00175267
        2639     1.58089     1.66612   0.0017523
        2640     1.58132     1.66608  0.00175193
        2641     1.58174     1.66605  0.00175156
        2642     1.58217     1.66602  0.00175118
        2643     1.58259     1.66599  0.00175081
        2644     1.58301     1.66596  0.00175043
        2645     1.58343     1.66593  0.00175004
        2646     1.58385      1.6659  0.00174966
        2647     1.58426     1.66586  0.00174927
        2648     1.58468     1.66583  0.00174887
        2649     1.58509      1.6658  0.00174848
        2650     1.58549     1.66577  0.00174808
        2651      1.5859     1.66574  0.00174768
        2652     1.58631     1.66571  0.00174728
        2653     1.58671     1.66568  0.00174688
        2654     1.58712     1.66565  0.00174647
        2655     1.58753     1.66562  0.00174606
        2656     1.58795     1.66559  0.00174565
        2657     1.58837     1.66557  0.00174523
        2658      1.5888     1.66554  0.00174481
        2659     1.58923     1.66551  0.00174439
        2660     1.58968     1.66548  0.00174397
        2661     1.59014     1.66545  0.00174354
        2662     1.59062     1.66542  0.00174312
        2663     1.59111      1.6654  0.00174268
        2664     1.59163     1.66537  0.00174225
        2665     1.59216     1.66534  0.00174181
        2666     1.59272     1.66531  0.00174137
        2667      1.5933     1.66529  0.00174093
        2668     1.59391     1.66526  0.00174048
        2669     1.59455     1.66523  0.00174003
        2670     1.59523     1.66521  0.00173958
        2671     1.59594     1.66518  0.00173912
        2672     1.59668     1.66515  0.00173866
        2673     1.59747     1.66513  0.00173819
        2674     1.59829      1.6651  0.00173772
        2675     1.59916     1.66508  0.00173725
        2676     1.60007     1.66506  0.00173677
        2677     1.60103     1.66503  0.00173628
        2678     1.60203     1.66501  0.00173579
        2679     1.60308     1.66498   0.0017353
        2680     1.60418     1.66496   0.0017348
        2681     1.60533     1.66494   0.0017343
        2682     1.60653     1.66492  0.00173379
        2683     1.60778      1.6649  0.00173327
        2684     1.60909     1.66488  0.00173275
        2685     1.61044     1.66486  0.00173222
        2686     1.61184     1.66484  0.00173169
        2687      1.6133     1.66482  0.00173115
        2688     1.61481      1.6648  0.00173061
        2689     1.61636     1.66478  0.00173006
        2690     1.61797     1.66476   0.0017295
        2691     1.61962     1.66475  0.00172894
        2692     1.62132     1.66473  0.00172837
        2693     1.62306     1.66471   0.0017278
        2694     1.62485      1.6647  0.00172722
        2695     1.62669     1.66469  0.00172664
        2696     1.62856     1.66467  0.00172605
        2697     1.63048     1.66466  0.00172546
        2698     1.63243     1.66465  0.00172486
        2699     1.63442     1.66464  0.00172426
        2700     1.63644     1.66463  0.00172365
        2701     1.63849     1.66462  0.00172304
        2702     1.64057     1.66461  0.00172243
        2703     1.64268      1.6646  0.00172181
        2704     1.64482     1.66459  0.00172119
        2705     1.64697     1.66459  0.00172056
        2706     1.64915     1.66458  0.00171994
        2707     1.65134     1.66457  0.00171931
        2708     1.65355     1.66457  0.00171868
        2709     1.65577     1.66457  0.00171805
        2710       1.658     1.66457  0.00171741
        2711     1.66025     1.66456  0.00171678
        2712     1.66249     1.66456  0.00171615
        2713     1.66475     1.66456  0.00171552
        2714       1.667     1.66456  0.00171488
        2715     1.66926     1.66457  0.00171425
        2716     1.67151     1.66457  0.00171362
        2717     1.67376     1.66457    0.001713
        2718     1.67601     1.66458  0.00171237
        2719     1.67825     1.66458  0.00171175
        2720     1.68048     1.66459  0.00171113
        2721      1.6827     1.66459  0.00171051
        2722     1.68491      1.6646   0.0017099
        2723     1.68712     1.66461  0.00170929
        2724      1.6893     1.66462  0.00170869
        2725     1.69148     1.66463  0.00170809
        2726     1.69364     1.66464   0.0017075
        2727     1.69578     1.66465  0.00170691
        2728     1.69791     1.66466  0.00170633
        2729     1.70003     1.66468  0.00170575
        2730     1.70212     1.66469  0.00170518
        2731     1.70421      1.6647  0.00170462
        2732     1.70627     1.66472  0.00170406
        2733     1.70832     1.66473  0.00170351
        2734     1.71035     1.66475  0.00170297
        2735     1.71236     1.66477  0.00170244
        2736     1.71436     1.66479  0.00170191
        2737     1.71633     1.66481   0.0017014
        2738     1.71829     1.66482  0.00170089
        2739     1.72023     1.66485  0.00170039
        2740     1.72216     1.66487  0.00169989
        2741     1.72406     1.66489  0.00169941
        2742     1.72595     1.66491  0.00169894
        2743     1.72782     1.66493  0.00169847
        2744     1.72967     1.66496  0.00169802
        2745     1.73151     1.66498  0.00169757
        2746     1.73333     1.66501  0.00169714
        2747     1.73513     1.66503  0.00169671
        2748     1.73691     1.66506  0.00169629
        2749     1.73868     1.66508  0.00169589
        2750     1.74043     1.66511  0.00169549
        2751     1.74216     1.66514  0.00169511
        2752     1.74388     1.66517  0.00169473
        2753     1.74557      1.6652  0.00169437
        2754     1.74725     1.66523  0.00169402
        2755     1.74892     1.66526  0.00169367
        2756     1.75056     1.66529  0.00169334
        2757     1.75218     1.66532  0.00169302
        2758     1.75379     1.66535  0.00169271
        2759     1.75537     1.66538  0.00169241
        2760     1.75693     1.66542  0.00169212
        2761     1.75847     1.66545  0.00169185
        2762     1.75999     1.66549  0.00169158
        2763     1.76148     1.66552  0.00169133
        2764     1.76295     1.66556  0.00169108
        2765     1.76439     1.66559  0.00169085
        2766      1.7658     1.66563  0.00169062
        2767     1.76719     1.66566  0.00169041
        2768     1.76855      1.6657  0.00169021
        2769     1.76988     1.66574  0.00169002
        2770     1.77117     1.66578  0.00168984
        2771     1.77243     1.66582  0.00168966
        2772     1.77366     1.66585   0.0016895
        2773     1.77485     1.66589  0.00168935
        2774       1.776     1.66593  0.00168921
        2775     1.77711     1.66597  0.00168907
        2776     1.77818     1.66601  0.00168895
        2777      1.7792     1.66605  0.00168883
        2778     1.78019      1.6661  0.00168872
        2779     1.78112     1.66614  0.00168862
        2780     1.78201     1.66618  0.00168853
        2781     1.78285     1.66622  0.00168844
        2782     1.78364     1.66626  0.00168836
        2783     1.78438     1.66631  0.00168829
        2784     1.78506     1.66635  0.00168822
        2785     1.78569     1.66639  0.00168816
        2786     1.78626     1.66643   0.0016881
        2787     1.78678     1.66648  0.00168805
        2788     1.78723     1.66652    0.001688
        2789     1.78763     1.66656  0.00168795
        2790     1.78796     1.66661  0.00168791
        2791     1.78823     1.66665  0.00168787
        2792     1.78843     1.66669  0.00168783
        2793     1.78857     1.66674  0.00168779
        2794     1.78864     1.66678  0.00168775
        2795     1.78865     1.66683   0.0016877
        2796     1.78858     1.66687  0.00168766
        2797     1.78845     1.66691  0.00168762
        2798     1.78826     1.66696  0.00168757
        2799     1.78799       1.667  0.00168752
        2800     1.78765     1.66704  0.00168747
        2801     1.78724     1.66709  0.00168741
        2802     1.78676     1.66713  0.00168735
        2803     1.78621     1.66717  0.00168729
        2804     1.78559     1.66721  0.00168721
        2805      1.7849     1.66725  0.00168713
        2806     1.78414      1.6673  0.00168705
        2807     1.78331     1.66734  0.00168695
        2808     1.78241     1.66738  0.00168685
        2809     1.78143     1.66742  0.00168674
        2810     1.78039     1.66746  0.00168661
        2811     1.77928      1.6675  0.00168648
        2812     1.77809     1.66754  0.00168634
        2813     1.77685     1.66758  0.00168619
        2814     1.77553     1.66762  0.00168603
        2815     1.77415     1.66765  0.00168585
        2816      1.7727     1.66769  0.00168567
        2817     1.77119     1.66773  0.00168547
        2818     1.76962     1.66776  0.00168526
        2819     1.76798      1.6678  0.00168504
        2820     1.76628     1.66783   0.0016848
        2821     1.76453     1.66787  0.00168455
        2822     1.76272      1.6679  0.00168429
        2823     1.76085     1.66794  0.00168401
        2824     1.75893     1.66797  0.00168373
        2825     1.75695       1.668  0.00168343
        2826     1.75492     1.66803  0.00168311
        2827     1.75284     1.66806  0.00168278
        2828     1.75072     1.66809  0.00168244
        2829     1.74854     1.66812  0.00168209
        2830     1.74632     1.66814  0.00168172
        2831     1.74406     1.66817  0.00168134
        2832     1.74176      1.6682  0.00168095
        2833     1.73942     1.66822  0.00168054
        2834     1.73705     1.66825  0.00168012
        2835     1.73463     1.66827  0.00167969
        2836     1.73219     1.66829  0.00167925
        2837     1.72972     1.66831   0.0016788
        2838     1.72722     1.66834  0.00167834
        2839     1.72469     1.66836  0.00167786
        2840     1.72214     1.66837  0.00167738
        2841     1.71957     1.66839  0.00167689
        2842     1.71699     1.66841  0.00167638
        2843     1.71438     1.66843  0.00167587
        2844     1.71177     1.66844  0.00167535
        2845     1.70914     1.66846  0.00167482
        2846     1.70651     1.66847  0.00167429
        2847     1.70387     1.66848  0.00167375
        2848     1.70123     1.66849   0.0016732
        2849     1.69859      1.6685  0.00167264
        2850     1.69595     1.66851  0.00167209
        2851     1.69331     1.66852  0.00167152
        2852     1.69069     1.66853  0.00167095
        2853     1.68807     1.66854  0.00167038
        2854     1.68546     1.66854  0.00166981
        2855     1.68287     1.66855  0.00166923
        2856      1.6803     1.66855  0.00166865
        2857     1.67775     1.66855  0.00166807
        2858     1.67522     1.66856  0.00166749
        2859     1.67272     1.66856   0.0016669
        2860     1.67025     1.66856  0.00166632
        2861     1.66781     1.66856  0.00166574
        2862      1.6654     1.66856  0.00166516
        2863     1.66303     1.66856  0.00166458
        2864     1.66069     1.66855    0.001664
        2865      1.6584     1.66855  0.00166342
        2866     1.65615     1.66854  0.00166285
        2867     1.65394     1.66854  0.00166227
        2868     1.65178     1.66853  0.00166171
        2869     1.64968     1.66853  0.00166114
        2870     1.64762     1.66852  0.00166058
        2871     1.64562     1.66851  0.00166002
        2872     1.64367      1.6685  0.00165946
        2873     1.64178     1.66849  0.00165891
        2874     1.63996     1.66848  0.00165836
        2875     1.63819     1.66847  0.00165782
        2876      1.6365     1.66846  0.00165728
        2877     1.63486     1.66845  0.00165675
        2878      1.6333     1.66844  0.00165621
        2879     1.63181     1.66843  0.00165569
        2880     1.63039     1.66841  0.00165517
        2881     1.62904      1.6684  0.00165465
        2882     1.62777     1.66838  0.00165413
        2883     1.62658     1.66837  0.00165362
        2884     1.62546     1.66836  0.00165312
        2885     1.62443     1.66834  0.00165261
        2886     1.62347     1.66832  0.00165211
        2887      1.6226     1.66831  0.00165162
        2888      1.6218     1.66829  0.00165113
        2889      1.6211     1.66828  0.00165063
        2890     1.62047     1.66826  0.00165015
        2891     1.61993     1.66824  0.00164966
        2892     1.61948     1.66823  0.00164918
        2893     1.61911     1.66821  0.00164869
        2894     1.61882     1.66819  0.00164821
        2895     1.61862     1.66818  0.00164773
        2896     1.61851     1.66816  0.00164725
        2897     1.61848     1.66814  0.00164677
        2898     1.61853     1.66812  0.00164629
        2899     1.61866     1.66811  0.00164581
        2900     1.61887     1.66809  0.00164533
        2901     1.61916     1.66807  0.00164485
        2902     1.61954     1.66806  0.00164437
        2903     1.61998     1.66804  0.00164389
        2904      1.6205     1.66802   0.0016434
        2905      1.6211     1.66801  0.00164292
        2906     1.62176     1.66799  0.00164243
        2907     1.62249     1.66798  0.00164194
        2908     1.62329     1.66796  0.00164145
        2909     1.62415     1.66795  0.00164095
        2910     1.62507     1.66793  0.00164045
        2911     1.62604     1.66792  0.00163995
        2912     1.62707      1.6679  0.00163945
        2913     1.62815     1.66789  0.00163894
        2914     1.62928     1.66787  0.00163843
        2915     1.63045     1.66786  0.00163792
        2916     1.63166     1.66785  0.00163741
        2917     1.63292     1.66784  0.00163689
        2918      1.6342     1.66783  0.00163637
        2919     1.63552     1.66782  0.00163585
        2920     1.63687      1.6678  0.00163532
        2921     1.63825     1.66779  0.00163479
        2922     1.63965     1.66778  0.00163426
        2923     1.64107     1.66778  0.00163373
        2924      1.6425     1.66777  0.00163319
        2925     1.64396     1.66776  0.00163265
        2926     1.64543     1.66775  0.00163211
        2927      1.6469     1.66774  0.00163157
        2928     1.64839     1.66774  0.00163103
        2929     1.64989     1.66773  0.00163048
        2930     1.65139     1.66773  0.00162994
        2931      1.6529     1.66772  0.00162939
        2932     1.65441     1.66772  0.00162884
        2933     1.65592     1.66771  0.00162829
        2934     1.65744     1.66771  0.00162774
        2935     1.65896     1.66771  0.00162718
        2936     1.66048      1.6677  0.00162663
        2937       1.662      1.6677  0.00162608
        2938     1.66352      1.6677  0.00162553
        2939     1.66504      1.6677  0.00162497
        2940     1.66657      1.6677  0.00162442
        2941     1.66809      1.6677  0.00162387
        2942     1.66962      1.6677  0.00162332
        2943     1.67116      1.6677  0.00162277
        2944     1.67269      1.6677  0.00162222
        2945     1.67423      1.6677  0.00162167
        2946     1.67578     1.66771  0.00162112
        2947     1.67734     1.66771  0.00162057
        2948      1.6789     1.66771  0.00162003
        2949     1.68046     1.66772  0.00161948
        2950     1.68204     1.66772  0.00161894
        2951     1.68362     1.66773   0.0016184
        2952     1.68521     1.66773  0.00161786
        2953     1.68682     1.66774  0.00161733
        2954     1.68843     1.66775   0.0016168
        2955     1.69005     1.66776  0.00161627
        2956     1.69168     1.66776  0.00161574
        2957     1.69333     1.66777  0.00161522
        2958     1.69498     1.66778   0.0016147
        2959     1.69664     1.66779  0.00161418
        2960     1.69832      1.6678  0.00161367
        2961         1.7     1.66781  0.00161316
        2962     1.70169     1.66782  0.00161266
        2963     1.70338     1.66784  0.00161216
        2964     1.70508     1.66785  0.00161166
        2965     1.70679     1.66786  0.00161117
        2966      1.7085     1.66788  0.00161069
        2967     1.71022     1.66789  0.00161021
        2968     1.71193      1.6679  0.00160973
        2969     1.71364     1.66792  0.00160926
        2970     1.71535     1.66794   0.0016088
        2971     1.71706     1.66795  0.00160834
        2972     1.71876     1.66797  0.00160789
        2973     1.72045     1.66799  0.00160745
        2974     1.72213     1.66801  0.00160701
        2975      1.7238     1.66802  0.00160658
        2976     1.72545     1.66804  0.00160616
        2977     1.72708     1.66806  0.00160574
        2978      1.7287     1.66808  0.00160533
        2979     1.73029      1.6681  0.00160493
        2980     1.73186     1.66813  0.00160453
        2981     1.73341     1.66815  0.00160414
        2982     1.73492     1.66817  0.00160376
        2983     1.73641     1.66819  0.00160339
        2984     1.73786     1.66822  0.00160302
        2985     1.73927     1.66824  0.00160266
        2986     1.74065     1.66826  0.00160231
        2987     1.74199     1.66829  0.00160196
        2988     1.74329     1.66831  0.00160162
        2989     1.74454     1.66834  0.00160129
        2990     1.74576     1.66837  0.00160096
        2991     1.74692     1.66839  0.00160064
        2992     1.74804     1.66842  0.00160033
        2993     1.74911     1.66845  0.00160002
        2994     1.75013     1.66847  0.00159972
        2995      1.7511      1.6685  0.00159942
        2996     1.75201     1.66853  0.00159913
        2997     1.75288     1.66856  0.00159885
        2998     1.75368     1.66858  0.00159856
        2999     1.75444     1.66861  0.00159829
        3000     1.75514     1.66864  0.00159801
        3001     1.75578     1.66867  0.00159775
        3002     1.75637      1.6687  0.00159748
        3003      1.7569     1.66873  0.00159722
        3004     1.75738     1.66876  0.00159696
        3005      1.7578     1.66879   0.0015967
        3006     1.75816     1.66882  0.00159645
        3007     1.75848     1.66885   0.0015962
        3008     1.75873     1.66888  0.00159595
        3009     1.75894     1.66891   0.0015957
        3010     1.75909     1.66894  0.00159545
        3011     1.75918     1.66897   0.0015952
        3012     1.75923       1.669  0.00159495
        3013     1.75923     1.66903   0.0015947
        3014     1.75918     1.66906  0.00159445
        3015     1.75908     1.66909   0.0015942
        3016     1.75894     1.66912  0.00159395
        3017     1.75875     1.66915   0.0015937
        3018     1.75851     1.66918  0.00159345
        3019     1.75824     1.66921  0.00159319
        3020     1.75793     1.66924  0.00159294
        3021     1.75758     1.66927  0.00159268
        3022     1.75719     1.66929  0.00159242
        3023     1.75677     1.66932  0.00159215
        3024     1.75631     1.66935  0.00159189
        3025     1.75583     1.66938  0.00159162
        3026     1.75531     1.66941  0.00159134
        3027     1.75477     1.66944  0.00159107
        3028     1.75421     1.66947  0.00159079
        3029     1.75362     1.66949  0.00159051
        3030     1.75301     1.66952  0.00159022
        3031     1.75239     1.66955  0.00158993
        3032     1.75175     1.66958  0.00158964
        3033     1.75109      1.6696  0.00158934
        3034     1.75042     1.66963  0.00158904
        3035     1.74974     1.66965  0.00158874
        3036     1.74906     1.66968  0.00158843
        3037     1.74837     1.66971  0.00158812
        3038     1.74767     1.66973   0.0015878
        3039     1.74697     1.66976  0.00158748
        3040     1.74627     1.66978  0.00158716
        3041     1.74557     1.66981  0.00158683
        3042     1.74487     1.66983   0.0015865
        3043     1.74417     1.66986  0.00158617
        3044     1.74348     1.66988  0.00158583
        3045      1.7428     1.66991  0.00158549
        3046     1.74212     1.66993  0.00158515
        3047     1.74145     1.66995   0.0015848
        3048     1.74079     1.66998  0.00158445
        3049     1.74014        1.67   0.0015841
        3050      1.7395     1.67002  0.00158375
        3051     1.73887     1.67004  0.00158339
        3052     1.73825     1.67007  0.00158303
        3053     1.73764     1.67009  0.00158266
        3054     1.73705     1.67011   0.0015823
        3055     1.73646     1.67013  0.00158193
        3056     1.73588     1.67015  0.00158156
        3057     1.73532     1.67018  0.00158118
        3058     1.73476      1.6702  0.00158081
        3059     1.73421     1.67022  0.00158043
        3060     1.73366     1.67024  0.00158005
        3061     1.73313     1.67026  0.00157966
        3062     1.73259     1.67028  0.00157928
        3063     1.73207      1.6703  0.00157889
        3064     1.73154     1.67032   0.0015785
        3065     1.73102     1.67034  0.00157811
        3066     1.73049     1.67036  0.00157772
        3067     1.72996     1.67038  0.00157733
        3068     1.72943      1.6704  0.00157693
        3069     1.72889     1.67042  0.00157653
        3070     1.72834     1.67044  0.00157613
        3071     1.72778     1.67045  0.00157573
        3072      1.7272     1.67047  0.00157532
        3073     1.72662     1.67049  0.00157492
        3074     1.72602     1.67051  0.00157451
        3075      1.7254     1.67053   0.0015741
        3076     1.72476     1.67054  0.00157368
        3077      1.7241     1.67056  0.00157327
        3078     1.72342     1.67058  0.00157285
        3079     1.72272      1.6706  0.00157243
        3080     1.72199     1.67061  0.00157201
        3081     1.72123     1.67063  0.00157159
        3082     1.72045     1.67064  0.00157116
        3083     1.71964     1.67066  0.00157073
        3084     1.71881     1.67068   0.0015703
        3085     1.71794     1.67069  0.00156986
        3086     1.71705     1.67071  0.00156943
        3087     1.71612     1.67072  0.00156899
        3088     1.71517     1.67074  0.00156854
        3089     1.71419     1.67075   0.0015681
        3090     1.71318     1.67076  0.00156765
        3091     1.71215     1.67078   0.0015672
        3092     1.71109     1.67079  0.00156675
        3093     1.71001      1.6708  0.00156629
        3094     1.70891     1.67081  0.00156584
        3095     1.70779     1.67083  0.00156538
        3096     1.70665     1.67084  0.00156491
        3097      1.7055     1.67085  0.00156445
        3098     1.70433     1.67086  0.00156398
        3099     1.70316     1.67087  0.00156351
        3100     1.70198     1.67088  0.00156304
        3101     1.70081     1.67089  0.00156256
        3102     1.69963      1.6709  0.00156209
        3103     1.69846     1.67091  0.00156161
        3104     1.69731     1.67092  0.00156113
        3105     1.69617     1.67093  0.00156065
        3106     1.69505     1.67093  0.00156017
        3107     1.69395     1.67094  0.00155968
        3108     1.69288     1.67095  0.00155919
        3109     1.69185     1.67095  0.00155871
        3110     1.69085     1.67096  0.00155822
        3111      1.6899     1.67097  0.00155773
        3112     1.68899     1.67097  0.00155724
        3113     1.68813     1.67098  0.00155675
        3114     1.68734     1.67098  0.00155626
        3115      1.6866     1.67099  0.00155577
        3116     1.68592     1.67099  0.00155528
        3117     1.68531       1.671  0.00155478
        3118     1.68478       1.671  0.00155429
        3119     1.68432     1.67101   0.0015538
        3120     1.68394     1.67101  0.00155331
        3121     1.68364     1.67101  0.00155281
        3122     1.68343     1.67102  0.00155232
        3123      1.6833     1.67102  0.00155183
        3124     1.68326     1.67103  0.00155134
        3125     1.68331     1.67103  0.00155085
        3126     1.68346     1.67103  0.00155036
        3127     1.68369     1.67104  0.00154987
        3128     1.68402     1.67104  0.00154938
        3129     1.68444     1.67105  0.00154889
        3130     1.68495     1.67105   0.0015484
        3131     1.68555     1.67106  0.00154791
        3132     1.68625     1.67106  0.00154742
        3133     1.68703     1.67107  0.00154694
        3134      1.6879     1.67107  0.00154645
        3135     1.68885     1.67108  0.00154597
        3136     1.68989     1.67108  0.00154549
        3137     1.69101     1.67109  0.00154501
        3138     1.69221      1.6711  0.00154453
        3139     1.69348      1.6711  0.00154406
        3140     1.69482     1.67111  0.00154358
        3141     1.69623     1.67112  0.00154311
        3142      1.6977     1.67113  0.00154264
        3143     1.69923     1.67114  0.00154218
        3144     1.70082     1.67115  0.00154172
        3145     1.70246     1.67116  0.00154126
        3146     1.70414     1.67117  0.00154081
        3147     1.70587     1.67118  0.00154036
        3148     1.70764     1.67119  0.00153991
        3149     1.70944      1.6712  0.00153947
        3150     1.71127     1.67121  0.00153903
        3151     1.71313     1.67123   0.0015386
        3152     1.71501     1.67124  0.00153818
        3153      1.7169     1.67126  0.00153776
        3154     1.71881     1.67127  0.00153734
        3155     1.72073     1.67129  0.00153694
        3156     1.72266      1.6713  0.00153653
        3157     1.72459     1.67132  0.00153614
        3158     1.72651     1.67134  0.00153575
        3159     1.72843     1.67135  0.00153537
        3160     1.73034     1.67137    0.001535
        3161     1.73224     1.67139  0.00153464
        3162     1.73413     1.67141  0.00153428
        3163     1.73599     1.67143  0.00153393
        3164     1.73784     1.67145  0.00153359
        3165     1.73966     1.67148  0.00153326
        3166     1.74145      1.6715  0.00153293
        3167     1.74321     1.67152  0.00153261
        3168     1.74494     1.67154  0.00153231
        3169     1.74664     1.67157  0.00153201
        3170     1.74829     1.67159  0.00153171
        3171     1.74991     1.67162  0.00153143
        3172     1.75149     1.67164  0.00153115
        3173     1.75302     1.67167  0.00153089
        3174      1.7545     1.67169  0.00153063
        3175     1.75594     1.67172  0.00153037
        3176     1.75733     1.67175  0.00153013
        3177     1.75867     1.67177  0.00152989
        3178     1.75996      1.6718  0.00152966
        3179     1.76119     1.67183  0.00152944
        3180     1.76237     1.67186  0.00152922
        3181     1.76349     1.67189  0.00152901
        3182     1.76455     1.67192  0.00152881
        3183     1.76556     1.67195  0.00152861
        3184      1.7665     1.67198  0.00152842
        3185     1.76738       1.672  0.00152824
        3186      1.7682     1.67204  0.00152805
        3187     1.76895     1.67207  0.00152788
        3188     1.76964      1.6721   0.0015277
        3189     1.77027     1.67213  0.00152754
        3190     1.77083     1.67216  0.00152737
        3191     1.77132     1.67219  0.00152721
        3192     1.77175     1.67222  0.00152705
        3193     1.77211     1.67225  0.00152689
        3194      1.7724     1.67228  0.00152673
        3195     1.77262     1.67231  0.00152658
        3196     1.77277     1.67235  0.00152642
        3197     1.77285     1.67238  0.00152627
        3198     1.77287     1.67241  0.00152612
        3199     1.77281     1.67244  0.00152596
        3200     1.77268     1.67247  0.00152581
        3201     1.77249      1.6725  0.00152565
        3202     1.77223     1.67253  0.00152549
        3203     1.77189     1.67256  0.00152533
        3204     1.77149      1.6726  0.00152517
        3205     1.77103     1.67263    0.001525
        3206     1.77049     1.67266  0.00152483
        3207     1.76989     1.67269  0.00152466
        3208     1.76922     1.67272  0.00152448
        3209     1.76849     1.67275   0.0015243
        3210     1.76769     1.67278  0.00152411
        3211     1.76684     1.67281  0.00152391
        3212     1.76592     1.67283  0.00152372
        3213     1.76494     1.67286  0.00152351
        3214      1.7639     1.67289   0.0015233
