      1.0000      0.9990
      0.9000      0.9310
      0.8100      0.0401
      0.7290      0.0609
      0.6561     -0.1796
      0.5905      0.5734
      0.5314     -0.1802
      0.4783     -0.2223
      0.4305     -0.1298
      0.3874      0.3693
      0.3487     -0.1485
      0.3138      0.0127
      0.2824     -0.2838
      0.2542     -0.2445
      0.2288     -0.1727
      0.2059     -0.0442
      0.1853     -0.2060
      0.1668     -0.2102
      0.1501     -0.1663
      0.1351     -0.2154
      0.1216     -0.2571
      0.1094     -0.2027
      0.0985     -0.2307
      0.0886     -0.2041
      0.0798     -0.1702
      0.0718     -0.2280
      0.0646     -0.2218
      0.0581     -0.2264
      0.0523     -0.2496
      0.0471     -0.2516
