      1.4000      0.6757
      1.2740      0.4500
      1.1593      0.0821
      1.0550      0.1205
      0.9600      0.1231
      0.8736     -0.0773
      0.7950      0.0483
      0.7235     -0.1264
      0.6584      0.6178
      0.5991      0.1222
      0.5452     -0.0764
      0.4961      0.0384
      0.4515     -0.0380
      0.4108     -0.2097
      0.3739     -0.2051
      0.3402     -0.2275
      0.3096     -0.0643
      0.2817     -0.1772
      0.2564     -0.2286
      0.2333     -0.3085
      0.2123     -0.3187
      0.1932     -0.3967
      0.1758     -0.3563
      0.1600     -0.2628
      0.1456     -0.2399
      0.1325     -0.2336
      0.1206     -0.2234
      0.1097     -0.2216
      0.0998     -0.2093
      0.0909     -0.1939
      0.0827     -0.3165
      0.0752     -0.3326
      0.0685     -0.2849
      0.0623     -0.3496
      0.0567     -0.3153
      0.0516     -0.3793
      0.0469     -0.4216
      0.0427     -0.4259
      0.0389     -0.4259
      0.0354     -0.4259
