#     BLOCK:   ACTUAL_TE:    TE_AVE:      ERROR:
        1346     -5.4429    -5.44807 8.62896e-05
        1347    -5.44327    -5.44807 8.62992e-05
        1348    -5.44299    -5.44807 8.63175e-05
        1349    -5.44304    -5.44806  8.6334e-05
        1350    -5.44308    -5.44806 8.63489e-05
        1351    -5.44312    -5.44806 8.63623e-05
        1352    -5.44284    -5.44805 8.63844e-05
        1353    -5.44321    -5.44805 8.63946e-05
        1354    -5.44261    -5.44804 8.64242e-05
        1355    -5.44297    -5.44804 8.64414e-05
        1356    -5.44334    -5.44804 8.64472e-05
        1357    -5.44306    -5.44803 8.64613e-05
        1358    -5.44342    -5.44803 8.64643e-05
        1359    -5.44379    -5.44803  8.6457e-05
        1360    -5.44415    -5.44802 8.64404e-05
        1361    -5.44451    -5.44802 8.64155e-05
        1362     -5.4452    -5.44802 8.63769e-05
        1363    -5.44491    -5.44802 8.63437e-05
        1364    -5.44494    -5.44802 8.63098e-05
        1365    -5.44498    -5.44801 8.62752e-05
        1366    -5.44436    -5.44801 8.62534e-05
        1367    -5.44504    -5.44801 8.62176e-05
        1368     -5.4454    -5.44801 8.61757e-05
        1369    -5.44543      -5.448 8.61334e-05
        1370    -5.44546      -5.448 8.60906e-05
        1371    -5.44548      -5.448 8.60474e-05
        1372    -5.44551      -5.448 8.60038e-05
        1373    -5.44618      -5.448 8.59514e-05
        1374    -5.44556      -5.448 8.59071e-05
        1375    -5.44559    -5.44799 8.58625e-05
        1376    -5.44561    -5.44799 8.58175e-05
        1377    -5.44563    -5.44799 8.57723e-05
        1378    -5.44598    -5.44799 8.57224e-05
        1379    -5.44633    -5.44799 8.56687e-05
        1380    -5.44635    -5.44799 8.56149e-05
        1381    -5.44669    -5.44799 8.55581e-05
        1382    -5.44703    -5.44798  8.5499e-05
        1383    -5.44737    -5.44798 8.54383e-05
        1384    -5.44739    -5.44798 8.53776e-05
        1385    -5.44709    -5.44798 8.53184e-05
        1386    -5.44646    -5.44798  8.5264e-05
        1387    -5.44615    -5.44798 8.52127e-05
        1388    -5.44552    -5.44798 8.51698e-05
        1389    -5.44521    -5.44798 8.51317e-05
        1390    -5.44426    -5.44797 8.51124e-05
        1391    -5.44331    -5.44797 8.51173e-05
        1392      -5.443    -5.44797  8.5131e-05
        1393    -5.44334    -5.44796 8.51346e-05
        1394    -5.44304    -5.44796 8.51468e-05
        1395    -5.44338    -5.44796 8.51492e-05
        1396    -5.44339    -5.44795 8.51509e-05
        1397    -5.44341    -5.44795 8.51521e-05
        1398    -5.44407    -5.44795 8.51363e-05
        1399    -5.44344    -5.44794 8.51364e-05
        1400    -5.44314    -5.44794 8.51449e-05
        1401     -5.4425    -5.44794 8.51725e-05
        1402    -5.44317    -5.44793 8.51796e-05
        1403    -5.44319    -5.44793 8.51861e-05
        1404    -5.44352    -5.44793 8.51833e-05
        1405    -5.44322    -5.44792 8.51886e-05
        1406    -5.44453    -5.44792 8.51622e-05
        1407    -5.44487    -5.44792 8.51293e-05
        1408    -5.44521    -5.44792 8.50907e-05
        1409    -5.44555    -5.44792 8.50469e-05
        1410    -5.44524    -5.44791 8.50078e-05
        1411    -5.44525    -5.44791 8.49684e-05
        1412    -5.44559    -5.44791 8.49241e-05
        1413    -5.44561    -5.44791 8.48797e-05
        1414    -5.44529    -5.44791 8.48398e-05
        1415    -5.44563    -5.44791 8.47951e-05
        1416    -5.44564     -5.4479 8.47503e-05
        1417    -5.44598     -5.4479 8.47014e-05
        1418    -5.44599     -5.4479 8.46524e-05
        1419      -5.446     -5.4479 8.46033e-05
        1420    -5.44601     -5.4479 8.45542e-05
        1421    -5.44667     -5.4479 8.44991e-05
        1422    -5.44635     -5.4479 8.44467e-05
        1423    -5.44668     -5.4479 8.43917e-05
        1424    -5.44669    -5.44789 8.43367e-05
        1425    -5.44799     -5.4479 8.42775e-05
        1426    -5.44799     -5.4479 8.42184e-05
        1427    -5.44832     -5.4479 8.41599e-05
        1428    -5.44832     -5.4479 8.41015e-05
        1429    -5.44832     -5.4479 8.40432e-05
        1430    -5.44865     -5.4479 8.39861e-05
        1431    -5.44864     -5.4479  8.3929e-05
        1432    -5.44896     -5.4479 8.38737e-05
        1433    -5.44928     -5.4479 8.38207e-05
        1434     -5.4496     -5.4479 8.37707e-05
        1435    -5.45025     -5.4479 8.37283e-05
        1436    -5.44959     -5.4479 8.36783e-05
        1437    -5.44926     -5.4479 8.36254e-05
        1438    -5.44925     -5.4479 8.35725e-05
        1439    -5.44924    -5.44791 8.35195e-05
        1440    -5.44955    -5.44791 8.34694e-05
        1441    -5.44922    -5.44791 8.34164e-05
        1442    -5.44953    -5.44791 8.33662e-05
        1443    -5.44952    -5.44791 8.33159e-05
        1444    -5.44983    -5.44791 8.32688e-05
        1445    -5.44982    -5.44791 8.32216e-05
        1446     -5.4498    -5.44791 8.31743e-05
        1447    -5.44979    -5.44792 8.31269e-05
        1448    -5.44977    -5.44792 8.30794e-05
        1449    -5.44943    -5.44792 8.30286e-05
        1450    -5.44941    -5.44792 8.29777e-05
        1451    -5.44972    -5.44792 8.29298e-05
        1452    -5.44937    -5.44792 8.28787e-05
        1453       -5.45    -5.44792 8.28341e-05
        1454    -5.44901    -5.44792 8.27805e-05
        1455    -5.44964    -5.44792 8.27321e-05
        1456    -5.44995    -5.44793 8.26869e-05
        1457    -5.44928    -5.44793 8.26354e-05
        1458    -5.44991    -5.44793 8.25899e-05
        1459    -5.45021    -5.44793 8.25482e-05
        1460    -5.44987    -5.44793 8.25024e-05
        1461    -5.44953    -5.44793 8.24531e-05
        1462    -5.44983    -5.44793  8.2407e-05
        1463    -5.44917    -5.44793  8.2355e-05
        1464    -5.44947    -5.44793 8.23054e-05
        1465    -5.44913    -5.44794 8.22533e-05
        1466    -5.44911    -5.44794 8.22011e-05
        1467    -5.44942    -5.44794 8.21513e-05
        1468    -5.44973    -5.44794 8.21044e-05
        1469    -5.44971    -5.44794 8.20574e-05
        1470    -5.45002    -5.44794 8.20137e-05
        1471    -5.45033    -5.44794  8.1974e-05
        1472    -5.45128    -5.44795 8.19497e-05
        1473    -5.45192    -5.44795 8.19384e-05
        1474    -5.45223    -5.44795 8.19343e-05
        1475    -5.45221    -5.44795 8.19297e-05
        1476    -5.45188    -5.44796 8.19172e-05
        1477    -5.45122    -5.44796 8.18915e-05
        1478    -5.45121    -5.44796 8.18656e-05
        1479    -5.45087    -5.44796 8.18338e-05
        1480    -5.45086    -5.44796 8.18019e-05
        1481     -5.4502    -5.44797 8.17606e-05
        1482    -5.44987    -5.44797 8.17155e-05
        1483    -5.45018    -5.44797  8.1674e-05
        1484    -5.44985    -5.44797 8.16288e-05
        1485    -5.44984    -5.44797 8.15835e-05
        1486    -5.44918    -5.44797 8.15327e-05
        1487    -5.44853    -5.44797 8.14787e-05
        1488     -5.4482    -5.44797 8.14241e-05
        1489     -5.4482    -5.44797 8.13695e-05
        1490    -5.44851    -5.44797 8.13157e-05
        1491    -5.44851    -5.44797  8.1262e-05
        1492    -5.44916    -5.44797 8.12114e-05
        1493    -5.44883    -5.44798  8.1159e-05
        1494     -5.4485    -5.44798 8.11054e-05
        1495    -5.44883    -5.44798 8.10532e-05
        1496     -5.4485    -5.44798 8.09998e-05
        1497     -5.4485    -5.44798 8.09464e-05
        1498    -5.44721    -5.44798  8.0894e-05
        1499    -5.44786    -5.44798 8.08401e-05
        1500    -5.44786    -5.44798 8.07862e-05
        1501    -5.44786    -5.44798 8.07325e-05
        1502    -5.44786    -5.44798 8.06787e-05
        1503    -5.44786    -5.44798 8.06251e-05
        1504    -5.44786    -5.44798 8.05715e-05
        1505    -5.44722    -5.44798 8.05196e-05
        1506    -5.44755    -5.44798 8.04666e-05
        1507    -5.44755    -5.44797 8.04137e-05
        1508    -5.44787    -5.44797 8.03604e-05
        1509    -5.44723    -5.44797 8.03087e-05
        1510    -5.44659    -5.44797 8.02608e-05
        1511    -5.44627    -5.44797 8.02156e-05
        1512    -5.44595    -5.44797 8.01737e-05
        1513    -5.44563    -5.44797 8.01357e-05
        1514     -5.4453    -5.44797 8.01021e-05
        1515    -5.44498    -5.44797 8.00735e-05
        1516    -5.44563    -5.44796 8.00354e-05
        1517    -5.44499    -5.44796 8.00067e-05
        1518    -5.44499    -5.44796  7.9978e-05
        1519    -5.44531    -5.44796 7.99443e-05
        1520    -5.44499    -5.44796 7.99155e-05
        1521    -5.44499    -5.44795 7.98867e-05
        1522    -5.44499    -5.44795 7.98579e-05
        1523    -5.44532    -5.44795 7.98242e-05
        1524    -5.44532    -5.44795 7.97906e-05
        1525    -5.44499    -5.44795 7.97618e-05
        1526    -5.44499    -5.44795  7.9733e-05
        1527    -5.44499    -5.44794 7.97043e-05
        1528    -5.44467    -5.44794  7.9681e-05
        1529    -5.44466    -5.44794 7.96577e-05
        1530    -5.44466    -5.44794 7.96344e-05
        1531    -5.44531    -5.44794 7.96009e-05
        1532    -5.44531    -5.44793 7.95674e-05
        1533    -5.44498    -5.44793 7.95388e-05
        1534     -5.4453    -5.44793 7.95055e-05
        1535    -5.44497    -5.44793  7.9477e-05
        1536    -5.44561    -5.44793 7.94396e-05
        1537    -5.44626    -5.44793 7.93953e-05
        1538     -5.4469    -5.44792 7.93465e-05
        1539    -5.44754    -5.44792 7.92953e-05
        1540    -5.44819    -5.44792  7.9244e-05
        1541    -5.44818    -5.44792 7.91927e-05
        1542    -5.44721    -5.44792 7.91427e-05
        1543    -5.44688    -5.44792 7.90943e-05
        1544    -5.44785    -5.44792 7.90431e-05
        1545    -5.44817    -5.44792 7.89921e-05
        1546    -5.44784    -5.44792 7.89411e-05
        1547    -5.44751    -5.44792 7.88905e-05
        1548    -5.44719    -5.44792  7.8841e-05
        1549    -5.44718    -5.44792 7.87915e-05
        1550     -5.4475    -5.44792 7.87411e-05
        1551    -5.44749    -5.44792 7.86909e-05
        1552    -5.44781    -5.44792 7.86402e-05
        1553    -5.44814    -5.44792 7.85897e-05
        1554    -5.44846    -5.44792 7.85398e-05
        1555    -5.44813    -5.44792 7.84895e-05
        1556    -5.44812    -5.44792 7.84391e-05
        1557    -5.44812    -5.44792 7.83888e-05
        1558    -5.44812    -5.44792 7.83386e-05
        1559    -5.44779    -5.44792 7.82884e-05
        1560    -5.44779    -5.44792 7.82383e-05
        1561    -5.44779    -5.44792 7.81882e-05
        1562    -5.44843    -5.44792 7.81388e-05
        1563    -5.44843    -5.44792 7.80895e-05
        1564    -5.44843    -5.44792 7.80402e-05
        1565    -5.44874    -5.44792 7.79921e-05
        1566    -5.44842    -5.44792  7.7943e-05
        1567    -5.44841    -5.44792 7.78939e-05
        1568    -5.44873    -5.44793 7.78459e-05
        1569    -5.44776    -5.44792 7.77964e-05
        1570    -5.44743    -5.44792 7.77474e-05
        1571    -5.44807    -5.44792  7.7698e-05
        1572    -5.44839    -5.44793 7.76491e-05
        1573    -5.44904    -5.44793  7.7603e-05
        1574    -5.44871    -5.44793 7.75553e-05
        1575    -5.44838    -5.44793 7.75066e-05
        1576    -5.44837    -5.44793 7.74579e-05
        1577    -5.44836    -5.44793 7.74093e-05
        1578    -5.44835    -5.44793 7.73607e-05
        1579    -5.44834    -5.44793 7.73122e-05
        1580    -5.44801    -5.44793 7.72633e-05
        1581      -5.448    -5.44793 7.72144e-05
        1582    -5.44799    -5.44793 7.71656e-05
        1583    -5.44798    -5.44793 7.71169e-05
        1584    -5.44796    -5.44793 7.70682e-05
        1585    -5.44795    -5.44793 7.70196e-05
        1586    -5.44793    -5.44793  7.6971e-05
        1587    -5.44759    -5.44793 7.69228e-05
        1588    -5.44789    -5.44793 7.68744e-05
        1589    -5.44788    -5.44793  7.6826e-05
        1590    -5.44818    -5.44793 7.67778e-05
        1591    -5.44783    -5.44793 7.67296e-05
        1592    -5.44814    -5.44793 7.66815e-05
        1593    -5.44811    -5.44793 7.66335e-05
        1594    -5.44874    -5.44793 7.65871e-05
        1595    -5.44904    -5.44793 7.65422e-05
        1596    -5.44933    -5.44793 7.64993e-05
        1597    -5.44963    -5.44793 7.64588e-05
        1598     -5.4509    -5.44793 7.64336e-05
        1599     -5.4512    -5.44793  7.6413e-05
        1600     -5.4502    -5.44794 7.63783e-05
        1601    -5.45017    -5.44794 7.63433e-05
        1602    -5.45013    -5.44794 7.63079e-05
        1603     -5.4501    -5.44794 7.62723e-05
        1604    -5.44942    -5.44794 7.62303e-05
        1605    -5.44939    -5.44794 7.61882e-05
        1606    -5.44839    -5.44794 7.61412e-05
        1607    -5.44836    -5.44794 7.60943e-05
        1608    -5.44865    -5.44794 7.60482e-05
        1609    -5.44829    -5.44794 7.60013e-05
        1610    -5.44891    -5.44794 7.59565e-05
        1611     -5.4492    -5.44794 7.59133e-05
        1612    -5.44917    -5.44795   7.587e-05
        1613    -5.44979    -5.44795 7.58316e-05
        1614    -5.44911    -5.44795  7.5788e-05
        1615    -5.44973    -5.44795 7.57491e-05
        1616     -5.4497    -5.44795   7.571e-05
        1617       -5.45    -5.44795 7.56737e-05
        1618    -5.44997    -5.44795 7.56372e-05
        1619    -5.45027    -5.44795  7.5604e-05
        1620    -5.45089    -5.44796 7.55791e-05
        1621    -5.45055    -5.44796 7.55494e-05
        1622    -5.45085    -5.44796 7.55238e-05
        1623    -5.45115    -5.44796 7.55029e-05
        1624    -5.45081    -5.44796 7.54768e-05
        1625    -5.45015    -5.44796 7.54423e-05
        1626    -5.45013    -5.44797 7.54077e-05
        1627    -5.45044    -5.44797 7.53767e-05
        1628    -5.45011    -5.44797 7.53418e-05
        1629    -5.44945    -5.44797 7.53011e-05
        1630    -5.44944    -5.44797 7.52603e-05
        1631    -5.44879    -5.44797 7.52158e-05
        1632    -5.44911    -5.44797  7.5173e-05
        1633    -5.44911    -5.44797 7.51302e-05
        1634    -5.44944    -5.44797 7.50896e-05
        1635    -5.44912    -5.44797  7.5047e-05
        1636     -5.4488    -5.44797 7.50028e-05
        1637    -5.44849    -5.44797 7.49576e-05
        1638    -5.44882    -5.44797 7.49137e-05
        1639    -5.44883    -5.44798 7.48698e-05
        1640    -5.44917    -5.44798 7.48277e-05
        1641    -5.44887    -5.44798 7.47841e-05
        1642    -5.44953    -5.44798 7.47445e-05
        1643    -5.44955    -5.44798 7.47052e-05
        1644     -5.4499    -5.44798 7.46689e-05
        1645    -5.44895    -5.44798 7.46258e-05
        1646    -5.44834    -5.44798 7.45808e-05
        1647    -5.44837    -5.44798 7.45359e-05
        1648    -5.44775    -5.44798 7.44908e-05
        1649    -5.44746    -5.44798 7.44463e-05
        1650    -5.44717    -5.44798 7.44028e-05
        1651    -5.44656    -5.44798 7.43627e-05
        1652    -5.44595    -5.44798 7.43278e-05
        1653    -5.44567    -5.44798  7.4296e-05
        1654    -5.44538    -5.44797 7.42676e-05
        1655    -5.44542    -5.44797 7.42387e-05
        1656    -5.44514    -5.44797 7.42135e-05
        1657    -5.44551    -5.44797 7.41836e-05
        1658     -5.4449    -5.44797 7.41619e-05
        1659    -5.44495    -5.44797 7.41396e-05
        1660    -5.44499    -5.44796 7.41166e-05
        1661    -5.44471    -5.44796 7.40978e-05
        1662    -5.44508    -5.44796 7.40735e-05
        1663    -5.44416    -5.44796 7.40643e-05
        1664    -5.44388    -5.44796 7.40604e-05
        1665    -5.44424    -5.44795 7.40495e-05
        1666    -5.44526    -5.44795 7.40227e-05
        1667    -5.44466    -5.44795 7.40046e-05
        1668    -5.44535    -5.44795 7.39767e-05
        1669    -5.44539    -5.44795 7.39482e-05
        1670    -5.44544    -5.44795 7.39192e-05
        1671     -5.4458    -5.44794 7.38861e-05
        1672    -5.44584    -5.44794 7.38527e-05
        1673     -5.4462    -5.44794 7.38159e-05
        1674    -5.44624    -5.44794 7.37788e-05
        1675    -5.44595    -5.44794 7.37444e-05
        1676    -5.44598    -5.44794 7.37097e-05
        1677    -5.44601    -5.44794 7.36747e-05
        1678    -5.44637    -5.44794 7.36367e-05
        1679     -5.4464    -5.44794 7.35985e-05
        1680     -5.4461    -5.44793 7.35628e-05
        1681    -5.44613    -5.44793 7.35269e-05
        1682    -5.44615    -5.44793 7.34909e-05
        1683    -5.44649    -5.44793 7.34522e-05
        1684    -5.44651    -5.44793 7.34134e-05
        1685    -5.44685    -5.44793 7.33726e-05
        1686    -5.44752    -5.44793 7.33295e-05
        1687    -5.44786    -5.44793  7.3286e-05
        1688    -5.44819    -5.44793 7.32428e-05
        1689    -5.44788    -5.44793 7.31994e-05
        1690    -5.44821    -5.44793 7.31563e-05
        1691    -5.44854    -5.44793 7.31139e-05
        1692    -5.44919    -5.44793 7.30745e-05
        1693    -5.44919    -5.44793 7.30351e-05
        1694    -5.44919    -5.44793 7.29958e-05
        1695    -5.44886    -5.44793 7.29548e-05
        1696    -5.44886    -5.44793 7.29138e-05
        1697    -5.44885    -5.44793 7.28728e-05
        1698     -5.4482    -5.44793 7.28301e-05
        1699    -5.44786    -5.44793 7.27872e-05
        1700    -5.44817    -5.44793 7.27445e-05
        1701    -5.44881    -5.44794 7.27036e-05
        1702     -5.4488    -5.44794 7.26626e-05
        1703     -5.4491    -5.44794 7.26232e-05
        1704    -5.44941    -5.44794 7.25857e-05
        1705    -5.44939    -5.44794 7.25481e-05
        1706    -5.44937    -5.44794 7.25104e-05
        1707    -5.44935    -5.44794 7.24727e-05
        1708    -5.44965    -5.44794 7.24372e-05
        1709    -5.44931    -5.44794 7.23992e-05
        1710    -5.44896    -5.44794 7.23593e-05
        1711    -5.44829    -5.44794 7.23173e-05
        1712    -5.44794    -5.44794  7.2275e-05
        1713    -5.44824    -5.44794  7.2233e-05
        1714    -5.44853    -5.44794 7.21917e-05
        1715    -5.44883    -5.44794 7.21515e-05
        1716     -5.4488    -5.44794 7.21112e-05
        1717     -5.4491    -5.44794 7.20723e-05
        1718    -5.44875    -5.44794 7.20319e-05
        1719    -5.44905    -5.44795 7.19929e-05
        1720    -5.44902    -5.44795 7.19537e-05
        1721    -5.44835    -5.44795 7.19123e-05
        1722    -5.44865    -5.44795 7.18717e-05
        1723    -5.44894    -5.44795 7.18323e-05
        1724    -5.44924    -5.44795 7.17945e-05
        1725    -5.44987    -5.44795 7.17616e-05
        1726    -5.44984    -5.44795 7.17284e-05
        1727    -5.45047    -5.44795 7.17016e-05
        1728    -5.45012    -5.44795 7.16711e-05
        1729    -5.45042    -5.44795 7.16439e-05
        1730    -5.45105    -5.44796 7.16247e-05
        1731    -5.45135    -5.44796 7.16101e-05
        1732    -5.45165    -5.44796 7.16005e-05
        1733    -5.45066    -5.44796 7.15762e-05
        1734    -5.45032    -5.44796 7.15478e-05
        1735    -5.44998    -5.44796  7.1516e-05
        1736    -5.45029    -5.44797 7.14873e-05
        1737    -5.45027    -5.44797 7.14585e-05
        1738    -5.45026    -5.44797 7.14295e-05
        1739    -5.44992    -5.44797 7.13972e-05
        1740    -5.44926    -5.44797 7.13601e-05
        1741    -5.44958    -5.44797  7.1325e-05
        1742    -5.45021    -5.44797 7.12957e-05
        1743    -5.45053    -5.44797 7.12699e-05
        1744     -5.4502    -5.44798 7.12404e-05
        1745    -5.45051    -5.44798 7.12145e-05
        1746    -5.45019    -5.44798 7.11849e-05
        1747    -5.45018    -5.44798 7.11553e-05
        1748    -5.45018    -5.44798 7.11258e-05
        1749    -5.45018    -5.44798 7.10962e-05
        1750    -5.45018    -5.44798 7.10666e-05
        1751    -5.45017    -5.44798  7.1037e-05
        1752    -5.44953    -5.44799  7.1002e-05
        1753    -5.44985    -5.44799 7.09695e-05
        1754    -5.44986    -5.44799  7.0937e-05
        1755    -5.44922    -5.44799 7.09001e-05
        1756    -5.44987    -5.44799 7.08678e-05
        1757    -5.45085    -5.44799 7.08462e-05
        1758    -5.45021    -5.44799 7.08171e-05
        1759    -5.45022    -5.44799 7.07881e-05
        1760    -5.45023    -5.44799 7.07593e-05
        1761    -5.45024      -5.448 7.07305e-05
        1762    -5.44992      -5.448 7.06988e-05
        1763    -5.45026      -5.448 7.06704e-05
        1764     -5.4506      -5.448 7.06457e-05
        1765    -5.45061      -5.448 7.06211e-05
        1766     -5.4503      -5.448 7.05931e-05
        1767    -5.45064      -5.448 7.05689e-05
        1768    -5.45065    -5.44801 7.05449e-05
        1769    -5.45034    -5.44801 7.05174e-05
        1770    -5.44972    -5.44801 7.04842e-05
        1771    -5.45006    -5.44801 7.04539e-05
        1772    -5.44975    -5.44801  7.0421e-05
        1773    -5.44944    -5.44801 7.03859e-05
        1774    -5.44946    -5.44801  7.0351e-05
        1775    -5.45013    -5.44801 7.03214e-05
        1776    -5.44982    -5.44801 7.02892e-05
        1777    -5.44984    -5.44801 7.02572e-05
        1778    -5.44986    -5.44802 7.02254e-05
        1779    -5.45021    -5.44802 7.01967e-05
        1780    -5.45023    -5.44802 7.01683e-05
        1781    -5.44993    -5.44802 7.01371e-05
        1782    -5.44962    -5.44802 7.01035e-05
        1783    -5.44996    -5.44802 7.00726e-05
        1784    -5.44966    -5.44802 7.00394e-05
        1785    -5.44935    -5.44802 7.00041e-05
        1786     -5.4497    -5.44802 6.99712e-05
        1787    -5.44907    -5.44802 6.99345e-05
        1788    -5.44876    -5.44802 6.98966e-05
        1789    -5.44846    -5.44803 6.98579e-05
        1790    -5.44782    -5.44802  6.9819e-05
        1791    -5.44784    -5.44802 6.97801e-05
        1792    -5.44883    -5.44803 6.97426e-05
        1793    -5.44885    -5.44803 6.97052e-05
        1794    -5.44822    -5.44803 6.96664e-05
        1795    -5.44888    -5.44803 6.96292e-05
        1796    -5.44922    -5.44803 6.95936e-05
        1797    -5.44923    -5.44803 6.95581e-05
        1798    -5.44892    -5.44803 6.95212e-05
        1799    -5.44828    -5.44803 6.94827e-05
        1800    -5.44829    -5.44803 6.94443e-05
        1801    -5.44798    -5.44803 6.94057e-05
        1802    -5.44799    -5.44803 6.93672e-05
        1803    -5.44832    -5.44803 6.93289e-05
        1804      -5.448    -5.44803 6.92905e-05
        1805    -5.44833    -5.44803 6.92523e-05
        1806    -5.44865    -5.44803 6.92148e-05
        1807    -5.44833    -5.44803 6.91767e-05
        1808      -5.448    -5.44803 6.91384e-05
        1809      -5.448    -5.44803 6.91002e-05
        1810    -5.44832    -5.44803 6.90622e-05
        1811    -5.44831    -5.44803 6.90243e-05
        1812     -5.4483    -5.44803 6.89863e-05
        1813    -5.44829    -5.44803 6.89484e-05
        1814     -5.4486    -5.44803 6.89112e-05
        1815    -5.44826    -5.44803 6.88733e-05
        1816    -5.44825    -5.44803 6.88355e-05
        1817    -5.44823    -5.44803 6.87977e-05
        1818    -5.44821    -5.44803 6.87599e-05
        1819    -5.44786    -5.44803 6.87222e-05
        1820    -5.44752    -5.44803  6.8685e-05
        1821    -5.44782    -5.44803 6.86474e-05
        1822    -5.44779    -5.44803 6.86098e-05
        1823    -5.44808    -5.44803 6.85722e-05
        1824    -5.44805    -5.44803 6.85346e-05
        1825    -5.44802    -5.44803 6.84971e-05
        1826    -5.44798    -5.44803 6.84596e-05
        1827    -5.44795    -5.44803 6.84221e-05
        1828    -5.44758    -5.44803 6.83851e-05
        1829    -5.44722    -5.44803 6.83491e-05
        1830    -5.44686    -5.44803 6.83148e-05
        1831    -5.44714    -5.44803 6.82792e-05
        1832     -5.4471    -5.44803 6.82438e-05
        1833    -5.44706    -5.44803 6.82086e-05
        1834    -5.44733    -5.44803 6.81725e-05
        1835    -5.44729    -5.44803 6.81365e-05
        1836    -5.44724    -5.44803 6.81007e-05
        1837     -5.4472    -5.44803 6.80651e-05
        1838    -5.44651    -5.44802 6.80331e-05
        1839    -5.44646    -5.44802 6.80015e-05
        1840    -5.44673    -5.44802 6.79681e-05
        1841    -5.44669    -5.44802 6.79351e-05
        1842    -5.44664    -5.44802 6.79023e-05
        1843    -5.44692    -5.44802 6.78681e-05
        1844    -5.44655    -5.44802  6.7836e-05
        1845     -5.4465    -5.44802 6.78043e-05
        1846    -5.44645    -5.44802 6.77729e-05
        1847    -5.44673    -5.44802 6.77398e-05
        1848    -5.44668    -5.44802  6.7707e-05
        1849    -5.44631    -5.44802 6.76767e-05
        1850    -5.44659    -5.44802 6.76445e-05
        1851    -5.44654    -5.44801 6.76126e-05
        1852    -5.44618    -5.44801 6.75834e-05
        1853    -5.44613    -5.44801 6.75545e-05
        1854    -5.44641    -5.44801 6.75236e-05
        1855    -5.44573    -5.44801 6.74984e-05
        1856    -5.44568    -5.44801 6.74737e-05
        1857    -5.44532    -5.44801 6.74529e-05
        1858    -5.44528    -5.44801 6.74326e-05
        1859    -5.44556      -5.448 6.74091e-05
        1860     -5.4452      -5.448 6.73897e-05
        1861    -5.44484      -5.448 6.73749e-05
        1862    -5.44448      -5.448 6.73652e-05
        1863    -5.44445      -5.448  6.7356e-05
        1864    -5.44441      -5.448 6.73473e-05
        1865     -5.4447    -5.44799 6.73344e-05
        1866     -5.4437    -5.44799 6.73376e-05
        1867    -5.44334    -5.44799 6.73475e-05
        1868    -5.44331    -5.44799  6.7358e-05
        1869    -5.44328    -5.44798  6.7369e-05
        1870    -5.44293    -5.44798 6.73873e-05
        1871    -5.44322    -5.44798 6.73993e-05
        1872    -5.44287    -5.44798 6.74186e-05
        1873    -5.44316    -5.44797 6.74316e-05
        1874    -5.44346    -5.44797 6.74387e-05
        1875    -5.44343    -5.44797 6.74463e-05
        1876     -5.4434    -5.44797 6.74542e-05
        1877     -5.4437    -5.44796 6.74566e-05
        1878    -5.44432    -5.44796 6.74486e-05
        1879     -5.4443    -5.44796 6.74409e-05
        1880    -5.44427    -5.44796 6.74336e-05
        1881    -5.44425    -5.44796 6.74265e-05
        1882    -5.44488    -5.44795 6.74106e-05
        1883    -5.44485    -5.44795 6.73949e-05
        1884    -5.44516    -5.44795 6.73754e-05
        1885    -5.44481    -5.44795 6.73603e-05
        1886    -5.44447    -5.44795 6.73498e-05
        1887    -5.44413    -5.44795 6.73444e-05
        1888    -5.44412    -5.44794 6.73393e-05
        1889    -5.44378    -5.44794 6.73397e-05
        1890    -5.44409    -5.44794 6.73349e-05
        1891    -5.44441    -5.44794 6.73252e-05
        1892    -5.44407    -5.44794 6.73206e-05
        1893    -5.44342    -5.44793 6.73273e-05
        1894    -5.44309    -5.44793 6.73403e-05
        1895    -5.44309    -5.44793 6.73531e-05
        1896    -5.44309    -5.44793 6.73659e-05
        1897     -5.4431    -5.44792 6.73785e-05
        1898     -5.4431    -5.44792 6.73909e-05
        1899    -5.44311    -5.44792  6.7403e-05
        1900     -5.4428    -5.44792 6.74213e-05
        1901    -5.44282    -5.44791 6.74392e-05
        1902    -5.44283    -5.44791 6.74566e-05
        1903    -5.44221    -5.44791 6.74877e-05
        1904    -5.44223     -5.4479  6.7518e-05
        1905    -5.44291     -5.4479 6.75335e-05
        1906    -5.44262     -5.4479 6.75549e-05
        1907    -5.44201     -5.4479 6.75901e-05
        1908    -5.44172    -5.44789  6.7632e-05
        1909    -5.44177    -5.44789 6.76727e-05
        1910    -5.44182    -5.44789 6.77119e-05
        1911    -5.44251    -5.44788 6.77348e-05
        1912    -5.44257    -5.44788 6.77563e-05
        1913    -5.44231    -5.44788 6.77835e-05
        1914    -5.44269    -5.44788 6.78022e-05
        1915    -5.44308    -5.44787 6.78129e-05
        1916    -5.44315    -5.44787 6.78222e-05
        1917    -5.44323    -5.44787 6.78301e-05
        1918    -5.44298    -5.44787 6.78426e-05
        1919    -5.44338    -5.44786 6.78474e-05
        1920    -5.44347    -5.44786 6.78507e-05
        1921    -5.44355    -5.44786 6.78524e-05
        1922    -5.44396    -5.44786 6.78474e-05
        1923    -5.44373    -5.44785  6.7846e-05
        1924    -5.44318    -5.44785 6.78543e-05
        1925    -5.44327    -5.44785 6.78608e-05
        1926    -5.44336    -5.44785 6.78655e-05
        1927    -5.44346    -5.44784 6.78684e-05
        1928    -5.44388    -5.44784 6.78643e-05
