      T:         <H>:          err:          mu:           sigma:        acc?
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.395855    0.004658   -0.905326    0.621181           0
    0.175808   -0.401698    0.003494   -0.729874    0.707115           1
    0.175808   -0.395798    0.005387   -0.729874    0.707115           0
    0.175808   -0.395798    0.005387   -0.729874    0.707115           0
    0.175808   -0.050703    0.005468   -1.004953    0.472494           1
    0.175808   -0.061485    0.006538   -1.004953    0.472494           0
    0.159985   -0.061485    0.006538   -1.004953    0.472494           0
    0.159985   -0.369094    0.002979   -0.645090    0.667437           1
    0.159985   -0.360139    0.003054   -0.645090    0.667437           0
    0.159985   -0.312237    0.006958   -0.579238    0.817026           1
    0.159985   -0.303726    0.006028   -0.579238    0.817026           0
    0.159985   -0.303726    0.006028   -0.579238    0.817026           0
    0.159985   -0.303726    0.006028   -0.579238    0.817026           0
    0.159985   -0.303726    0.006028   -0.579238    0.817026           0
    0.159985   -0.303726    0.006028   -0.579238    0.817026           0
    0.159985   -0.293140    0.008009   -0.557002    0.842303           1
    0.159985   -0.331477    0.007290   -0.693073    0.786057           1
    0.159985   -0.329147    0.007474   -0.693073    0.786057           0
    0.159985   -0.329147    0.007474   -0.693073    0.786057           0
    0.159985   -0.024468    0.006827   -0.310742    0.677843           1
    0.159985   -0.013071    0.008013   -0.174660    0.716229           1
    0.145587   -0.269159    0.004159   -0.535607    0.688780           1
    0.145587   -0.266830    0.004526   -0.681917    0.494374           1
    0.145587   -0.266874    0.005811   -0.681917    0.494374           0
    0.145587   -0.266874    0.005811   -0.681917    0.494374           0
    0.145587   -0.266874    0.005811   -0.681917    0.494374           0
    0.145587   -0.364301    0.003393   -0.636803    0.631278           1
    0.145587   -0.291001    0.003409   -0.572602    0.642147           1
    0.145587   -0.186326    0.005607   -0.423560    0.730712           1
    0.145587   -0.220170    0.006550   -0.037266    0.904479           1
    0.145587   -0.165995    0.006317    0.064307    0.846971           1
    0.145587   -0.248145    0.008512    0.237448    0.987108           1
    0.145587   -0.239429    0.005749   -0.043520    0.933011           1
    0.145587   -0.213878    0.010391   -0.043520    0.933011           0
    0.145587   -0.092385    0.005422   -0.321912    0.724167           1
    0.132484   -0.208102    0.004681   -0.255939    0.863818           1
    0.132484   -0.205866    0.016188   -0.207432    1.036386           1
    0.132484   -0.193843    0.018123   -0.156995    1.089411           1
    0.132484   -0.236887    0.013110   -0.179358    1.042999           1
    0.132484   -0.242823    0.008875    0.013231    1.023666           1
    0.132484   -0.258260    0.008341    0.013231    1.023666           0
    0.132484   -0.238717    0.007914    0.286736    0.913307           1
    0.132484   -0.236206    0.008440   -0.035645    1.043443           1
    0.132484   -0.216213    0.014160   -0.035645    1.043443           0
    0.132484   -0.246139    0.007977    0.314080    0.925711           1
    0.132484   -0.252614    0.008816    0.314080    0.925711           0
    0.132484   -0.251881    0.005149    0.099418    0.936016           1
    0.132484   -0.249516    0.011134    0.098100    1.025210           1
    0.120560   -0.253155    0.008334    0.098100    1.025210           0
    0.120560   -0.253155    0.008334    0.098100    1.025210           0
    0.120560   -0.253155    0.008334    0.098100    1.025210           0
    0.120560   -0.234960    0.005285   -0.203178    0.906015           1
    0.120560   -0.231752    0.008440   -0.146066    0.929075           1
    0.120560   -0.226967    0.014760   -0.106454    1.057180           1
    0.120560   -0.231862    0.008697   -0.106454    1.057180           0
    0.120560   -0.248558    0.007018    0.213868    0.975079           1
    0.120560   -0.274339    0.007840    0.403208    0.949123           1
    0.120560   -0.254022    0.006751    0.033424    0.978299           1
    0.120560   -0.058235    0.005806    0.037567    0.768450           1
    0.120560   -0.160799    0.005563    0.172390    0.829415           1
    0.109710   -0.251467    0.004390    0.464129    0.767938           1
    0.109710   -0.284535    0.006012    0.519938    0.845547           1
    0.109710   -0.281653    0.007755    0.519938    0.845547           0
    0.109710   -0.281653    0.007755    0.519938    0.845547           0
    0.109710   -0.281653    0.007755    0.519938    0.845547           0
    0.109710   -0.163083    0.013769    0.522497    1.028012           1
    0.109710   -0.162856    0.015077    0.522497    1.028012           0
    0.109710   -0.162856    0.015077    0.522497    1.028012           0
    0.109710   -0.162856    0.015077    0.522497    1.028012           0
    0.109710   -0.183779    0.018534    0.532566    1.005516           1
    0.099836   -0.195696    0.013056    0.391553    1.084631           1
    0.099836   -0.230600    0.005913    0.303203    0.867137           1
    0.099836   -0.218803    0.005195    0.303203    0.867137           0
    0.099836   -0.264823    0.008513    0.481738    0.913391           1
    0.099836   -0.245799    0.010009    0.192082    1.034772           1
    0.099836   -0.239508    0.013678    0.192082    1.034772           0
    0.099836   -0.205473    0.004952   -0.021734    0.890836           1
    0.099836   -0.205693    0.004857   -0.021734    0.890836           0
    0.099836   -0.077506    0.006743   -0.117763    0.768918           1
    0.090851   -0.067777    0.006425   -0.117763    0.768918           0
    0.090851   -0.067777    0.006425   -0.117763    0.768918           0
    0.090851   -0.113968    0.005747   -0.377532    0.697612           1
    0.090851   -0.119349    0.005874   -0.377532    0.697612           0
    0.090851   -0.119349    0.005874   -0.377532    0.697612           0
    0.090851   -0.310238    0.012660   -0.733538    0.800199           1
    0.090851   -0.315432    0.009358   -0.733538    0.800199           0
    0.090851   -0.315432    0.009358   -0.733538    0.800199           0
    0.090851   -0.315432    0.009358   -0.733538    0.800199           0
    0.082674   -0.315432    0.009358   -0.733538    0.800199           0
    0.082674   -0.318577    0.010144   -0.899543    0.713567           1
    0.082674   -0.321579    0.009988   -0.899543    0.713567           0
    0.082674   -0.321579    0.009988   -0.899543    0.713567           0
    0.082674   -0.321579    0.009988   -0.899543    0.713567           0
    0.082674   -0.231547    0.005638   -0.591474    0.513319           1
    0.082674   -0.350556    0.003911   -0.661929    0.556821           1
    0.082674   -0.351247    0.004326   -0.661929    0.556821           0
    0.075233   -0.351247    0.004326   -0.661929    0.556821           0
    0.075233   -0.351247    0.004326   -0.661929    0.556821           0
    0.075233   -0.274179    0.005073   -0.709106    0.490273           1
    0.075233   -0.263663    0.006198   -0.709106    0.490273           0
    0.075233   -0.263663    0.006198   -0.709106    0.490273           0
    0.075233   -0.412561    0.002903   -0.885623    0.590693           1
    0.075233   -0.411687    0.004141   -0.746837    0.693847           1
    0.068462   -0.413541    0.004164   -0.746837    0.693847           0
    0.068462   -0.413541    0.004164   -0.746837    0.693847           0
    0.068462   -0.254886    0.011481   -0.604288    0.884066           1
    0.068462   -0.262939    0.010470   -0.604288    0.884066           0
    0.068462   -0.183394    0.004758   -0.435868    0.713491           1
    0.068462   -0.180981    0.021149   -0.703570    0.920451           1
    0.062301   -0.269737    0.005605   -0.518594    0.789548           1
    0.062301   -0.351628    0.008465   -0.837789    0.723446           1
    0.062301   -0.369089    0.006863   -0.837789    0.723446           0
    0.062301   -0.369089    0.006863   -0.837789    0.723446           0
    0.062301   -0.369089    0.006863   -0.837789    0.723446           0
    0.062301   -0.369089    0.006863   -0.837789    0.723446           0
    0.056694   -0.369089    0.006863   -0.837789    0.723446           0
    0.056694   -0.369089    0.006863   -0.837789    0.723446           0
    0.056694   -0.260291    0.008506   -1.013981    0.620448           1
    0.056694   -0.229191    0.015849   -0.942695    0.726967           1
    0.056694   -0.348680    0.004303   -0.666148    0.541937           1
    0.051591   -0.344029    0.003577   -0.666148    0.541937           0
    0.051591   -0.297677    0.004884   -0.816778    0.503695           1
    0.051591   -0.420476    0.002269   -0.859662    0.577705           1
    0.051591   -0.417140    0.002028   -0.859662    0.577705           0
    0.051591   -0.417140    0.002028   -0.859662    0.577705           0
    0.046948   -0.417140    0.002028   -0.859662    0.577705           0
    0.046948   -0.417140    0.002028   -0.859662    0.577705           0
    0.046948   -0.426173    0.004303   -0.865808    0.623784           1
    0.046948   -0.425880    0.004821   -0.865808    0.623784           0
    0.042723   -0.425880    0.004821   -0.865808    0.623784           0
    0.042723   -0.425880    0.004821   -0.865808    0.623784           0
    0.042723   -0.425880    0.004821   -0.865808    0.623784           0
    0.042723   -0.425880    0.004821   -0.865808    0.623784           0
    0.038878   -0.425880    0.004821   -0.865808    0.623784           0
    0.038878   -0.425880    0.004821   -0.865808    0.623784           0
    0.038878   -0.425880    0.004821   -0.865808    0.623784           0
    0.035379   -0.425880    0.004821   -0.865808    0.623784           0
    0.035379   -0.425880    0.004821   -0.865808    0.623784           0
    0.035379   -0.425880    0.004821   -0.865808    0.623784           0
