      T:         <H>:          err:          mu:           sigma:        acc?
    1.400000    0.977829    0.014951    1.242975    0.349702           1
    1.400000    1.011462    0.013217    1.242975    0.349702           0
    1.400000    1.011462    0.013217    1.242975    0.349702           0
    1.400000    1.011462    0.013217    1.242975    0.349702           0
    1.400000    1.011462    0.013217    1.242975    0.349702           0
    1.400000    0.312288    0.016744    1.206974    0.582808           1
    1.400000   -0.318034    0.011439    0.818473    0.764631           1
    1.400000   -0.348849    0.009177    0.791932    0.754985           1
    1.400000   -0.360340    0.007796    0.791932    0.754985           0
    1.400000   -0.360340    0.007796    0.791932    0.754985           0
    1.400000   -0.293542    0.006362    0.984106    0.626470           1
    1.400000    0.025483    0.028955    0.996649    0.804370           1
    1.400000   -0.040584    0.021905    0.956444    0.829821           1
    1.400000   -0.027201    0.012941    1.106759    0.616425           1
    1.400000   -0.042289    0.011086    1.106759    0.616425           0
    1.400000   -0.042289    0.011086    1.106759    0.616425           0
    1.400000   -0.413031    0.005381    0.787359    0.683685           1
    1.400000    0.207555    0.007398    1.181302    0.492200           1
    1.400000    0.216255    0.007435    1.181302    0.492200           0
    1.400000   -0.054832    0.006171    1.041731    0.487439           1
    1.400000   -0.046729    0.005912    1.041731    0.487439           0
    1.400000    0.011132    0.008619    0.959576    0.449200           1
    1.400000    0.016431    0.008159    0.959576    0.449200           0
    1.400000   -0.205616    0.007533    1.041986    0.604678           1
    1.400000   -0.215719    0.004468    0.572993    0.518134           1
    1.400000    0.015790    0.006202    0.331870    0.636397           1
    1.400000    0.717188    0.011066   -0.150316    0.479171           1
    1.400000    1.127586    0.024097    0.344399    0.281646           1
    1.400000    1.113800    0.020427    0.344399    0.281646           0
    1.400000    0.002568    0.006231    0.454685    0.498616           1
    1.400000    0.016490    0.005938    0.085396    0.723165           1
    1.400000   -0.260038    0.006998   -0.339570    0.958553           1
    1.400000   -0.191871    0.019184   -0.138682    1.143350           1
    1.400000   -0.239543    0.008321   -0.221352    0.947527           1
    1.400000   -0.209147    0.019896    0.081912    1.089118           1
    1.400000   -0.055554    0.027078   -0.335934    1.164602           1
    1.400000   -0.241543    0.008324    0.118060    1.037120           1
    1.400000    0.002601    0.027912    0.403987    1.169297           1
    1.400000    1.427181    0.114887    0.551096    1.423408           1
    1.400000    1.141617    0.098787    0.543474    1.408695           1
    1.400000    0.429268    0.043832    0.614928    1.235828           1
    1.400000    3.798559    0.195306    1.100995    1.328877           1
    1.400000    3.410449    0.142638    1.100995    1.328877           0
    1.400000    1.496438    0.107301    0.741873    1.380349           1
    1.400000    1.621745    0.135848    0.741873    1.380349           0
    1.400000    1.621745    0.135848    0.741873    1.380349           0
    1.400000    0.170795    0.042578    0.610187    1.140510           1
    1.400000    0.944093    0.075715    0.797912    1.209726           1
    1.400000    0.995296    0.059404    1.075460    0.972519           1
    1.400000    0.881840    0.056991    1.075460    0.972519           0
    1.400000    0.920032    0.058803    1.071302    0.971918           1
    1.400000    0.758879    0.072925    0.720869    1.238848           1
    1.400000    0.120203    0.041375    0.447549    1.209087           1
    1.400000    0.173458    0.036855    0.447549    1.209087           0
    1.400000   -0.246524    0.010562    0.077714    1.022477           1
    1.400000   -0.111733    0.021249   -0.115408    1.175318           1
    1.400000    0.017866    0.032654    0.268431    1.199260           1
    1.400000   -0.034256    0.026067    0.268431    1.199260           0
    1.400000   -0.246626    0.009717   -0.221161    1.045461           1
    1.400000   -0.223773    0.005971   -0.097987    0.921847           1
    1.400000   -0.228334    0.012943    0.017971    1.060742           1
    1.400000    0.558985    0.102348    0.512709    1.258532           1
    1.400000    0.533974    0.085321    0.415981    1.302340           1
    1.400000    0.382147    0.043921    0.415981    1.302340           0
    1.400000    0.422969    0.047136    0.852587    1.068285           1
    1.400000    0.481872    0.045161    0.852587    1.068285           0
    1.400000    0.573284    0.042162    0.734021    1.184363           1
    1.400000   -0.101168    0.021617    0.277770    1.147141           1
    1.400000   -0.197763    0.005190    0.050668    0.884466           1
    1.400000   -0.197811    0.004605    0.050668    0.884466           0
    1.400000   -0.249014    0.005171    0.001449    0.960020           1
    1.400000   -0.043004    0.023459    0.408644    1.137809           1
    1.400000    0.063954    0.027697    0.886359    0.942149           1
    1.400000   -0.251510    0.005527    0.491155    0.759222           1
    1.400000    0.235800    0.008396    0.171418    0.609333           1
    1.400000   -0.182325    0.006435    0.003463    0.855552           1
    1.400000   -0.222197    0.005885    0.181571    0.890023           1
    1.400000   -0.310573    0.006754    0.591959    0.801906           1
    1.400000    0.027138    0.026738    0.675714    1.056975           1
    1.400000    0.725019    0.062151    0.918432    1.064391           1
    1.400000    1.581841    0.074729    1.209120    0.928070           1
    1.400000    1.553601    0.081785    1.209120    0.928070           0
    1.400000    1.553601    0.081785    1.209120    0.928070           0
    1.400000    1.553601    0.081785    1.209120    0.928070           0
    1.400000   -0.100651    0.025037    0.784470    0.903043           1
    1.400000    2.209981    0.130561    1.087727    1.177495           1
    1.400000    2.615520    0.110933    1.079879    1.242461           1
    1.400000    2.790378    0.162921    1.054202    1.275646           1
    1.400000    2.581339    0.140783    1.054202    1.275646           0
    1.400000    2.581339    0.140783    1.054202    1.275646           0
    1.400000    2.166582    0.105888    1.144387    1.127089           1
    1.400000    2.271999    0.119347    1.144387    1.127089           0
    1.400000    2.271999    0.119347    1.144387    1.127089           0
    1.400000    1.817770    0.103912    0.747620    1.411539           1
    1.400000    1.908836    0.105565    0.934744    1.294786           1
    1.400000    5.971759    0.306827    1.220296    1.486765           1
    1.400000    4.958436    0.248580    1.319079    1.250684           1
    1.400000    5.780692    0.311067    1.095627    1.529909           1
    1.400000    5.079272    0.232970    1.095627    1.529909           0
    1.400000    5.079272    0.232970    1.095627    1.529909           0
    1.400000    0.639458    0.052258    0.640506    1.250858           1
    1.400000    0.678929    0.068789    0.640506    1.250858           0
    1.400000    0.678929    0.068789    0.640506    1.250858           0
    1.400000    0.245730    0.045769    0.463601    1.245584           1
    1.400000    0.608612    0.050720    0.828920    1.104314           1
    1.400000    0.597269    0.035695    1.146278    0.814526           1
    1.400000    0.019748    0.019191    1.058262    0.712672           1
    1.400000   -0.023017    0.015338    1.058262    0.712672           0
    1.400000    0.491878    0.009797    1.257133    0.464070           1
    1.400000    0.480561    0.009465    1.257133    0.464070           0
    1.400000    0.286623    0.013910    1.214615    0.574320           1
    1.400000    0.297696    0.013279    1.214615    0.574320           0
    1.400000    0.297696    0.013279    1.214615    0.574320           0
    1.400000    0.297696    0.013279    1.214615    0.574320           0
    1.400000   -0.105180    0.008351    0.889459    0.463922           1
    1.400000   -0.105615    0.007326    0.889459    0.463922           0
    1.400000   -0.258890    0.004549    0.591651    0.537600           1
    1.400000   -0.097086    0.009791    0.734577    0.445566           1
    1.400000   -0.180260    0.005667    0.456104    0.676515           1
    1.400000   -0.170454    0.005656    0.456104    0.676515           0
    1.400000    0.022613    0.027906    0.911527    0.869644           1
    1.400000    2.912379    0.085368    1.338716    0.973025           1
    1.400000    3.015276    0.096811    1.338716    0.973025           0
    1.400000    0.107256    0.027273    0.946033    0.860935           1
    1.400000   -0.228387    0.015030    0.606000    0.915200           1
    1.400000   -0.220754    0.013410    0.358851    1.008282           1
    1.400000   -0.227522    0.014197    0.358851    1.008282           0
    1.400000   -0.269974    0.008459    0.541353    0.902766           1
    1.400000    0.062640    0.026480    0.934199    0.873735           1
    1.400000    1.228094    0.048882    1.192512    0.887982           1
    1.400000    1.200667    0.047580    1.192512    0.887982           0
    1.400000   -0.103950    0.017274    0.756147    0.946620           1
    1.400000    1.294745    0.090643    0.914744    1.226575           1
    1.400000    0.214855    0.035906    0.879534    0.981083           1
    1.400000   -0.193626    0.015430    0.499322    0.982916           1
    1.400000   -0.366782    0.004219    0.650498    0.693479           1
    1.400000    0.019135    0.006876    0.186795    0.703706           1
    1.400000   -0.245683    0.008191   -0.081134    0.953042           1
    1.400000   -0.261119    0.005508   -0.179350    0.981278           1
    1.400000   -0.200545    0.005672   -0.446348    0.711365           1
    1.274000   -0.276661    0.006049   -0.499431    0.787251           1
    1.274000   -0.093812    0.021443   -0.683070    0.966551           1
    1.274000   -0.077510    0.018661   -0.703507    0.965588           1
    1.274000   -0.080939    0.021392   -0.703507    0.965588           0
    1.274000   -0.234321    0.009001   -0.377127    1.015490           1
    1.274000   -0.233540    0.015061   -0.377127    1.015490           0
    1.274000   -0.233540    0.015061   -0.377127    1.015490           0
    1.274000   -0.381331    0.005374   -0.759213    0.734463           1
    1.274000    0.025285    0.026627   -0.797973    0.973694           1
    1.274000    0.141242    0.034515   -0.789878    0.986749           1
    1.274000    1.117661    0.041531   -1.186097    0.862670           1
    1.274000    2.505348    0.038389   -1.496067    0.649907           1
    1.274000    5.000030    0.047479   -1.726390    0.601100           1
    1.274000    4.141982    0.035444   -1.710423    0.490347           1
    1.274000    2.530430    0.034224   -1.525847    0.611063           1
    1.274000    4.446537    0.026315   -1.739360    0.434405           1
    1.274000    4.371626    0.027583   -1.739360    0.434405           0
    1.274000    4.371626    0.027583   -1.739360    0.434405           0
    1.274000    1.103683    0.019046   -1.375710    0.562741           1
    1.274000    1.110536    0.019279   -1.375710    0.562741           0
    1.274000    1.736312    0.013426   -1.477869    0.403645           1
    1.274000    1.708428    0.016013   -1.477869    0.403645           0
    1.274000    1.708428    0.016013   -1.477869    0.403645           0
    1.274000    1.708428    0.016013   -1.477869    0.403645           0
    1.274000    3.044027    0.032945   -1.605127    0.548571           1
    1.274000    3.052736    0.036558   -1.605127    0.548571           0
    1.274000    0.112408    0.010045   -1.162589    0.562678           1
    1.274000   -0.202487    0.005624   -1.032607    0.560368           1
    1.274000    0.062690    0.005633   -1.084884    0.472583           1
    1.274000    0.045192    0.006052   -1.084884    0.472583           0
    1.274000   -0.339424    0.003684   -0.904498    0.538325           1
    1.274000    2.964847    0.041626   -1.326177    0.250023           1
    1.274000    0.511110    0.007319   -1.256875    0.449935           1
    1.274000   -0.303502    0.004385   -0.778971    0.500295           1
    1.274000   -0.296933    0.004847   -0.778971    0.500295           0
    1.274000    0.152758    0.006183   -0.471610    0.415302           1
    1.274000   -0.278298    0.003981   -0.955030    0.531280           1
    1.274000   -0.274239    0.003889   -0.955030    0.531280           0
    1.274000    0.012983    0.006976   -0.473463    0.471298           1
    1.274000    0.208170    0.008274    0.006672    0.646245           1
    1.274000   -0.091589    0.005025    0.315399    0.712221           1
    1.274000   -0.265669    0.006353    0.414435    0.864344           1
    1.274000   -0.256236    0.005180   -0.067193    0.965397           1
    1.274000   -0.216053    0.005071   -0.000661    0.901470           1
    1.274000   -0.096054    0.024704    0.206604    1.146717           1
    1.274000   -0.244047    0.004950    0.146116    0.929863           1
    1.274000   -0.079683    0.007007   -0.169808    0.762752           1
    1.274000   -0.080217    0.006706   -0.169808    0.762752           0
    1.274000   -0.248137    0.008247   -0.342665    0.926828           1
    1.274000    0.280377    0.050043   -0.678931    1.129223           1
    1.274000    0.755300    0.051094   -1.051945    0.975722           1
    1.274000   -0.392163    0.005078   -0.716189    0.710879           1
    1.274000    0.037964    0.021125   -0.966403    0.825239           1
    1.274000   -0.403562    0.002821   -0.691481    0.606923           1
    1.274000   -0.403118    0.002401   -0.691481    0.606923           0
    1.274000    0.161641    0.007577   -0.288435    0.593447           1
    1.274000   -0.281603    0.007006   -0.508958    0.885384           1
    1.274000    0.244084    0.040650   -0.674351    1.130829           1
    1.274000   -0.084836    0.025411   -0.661610    1.008090           1
    1.274000    0.947494    0.057149   -1.071092    0.989186           1
    1.274000    0.979916    0.055708   -1.071092    0.989186           0
    1.274000    0.206909    0.032938   -0.887100    0.955295           1
    1.274000    0.149038    0.029908   -0.678258    1.106746           1
    1.274000    0.188382    0.026445   -0.678258    1.106746           0
    1.274000    0.083813    0.038923   -0.329165    1.214625           1
    1.274000    0.421150    0.053881    0.144450    1.353668           1
    1.274000    0.339727    0.031757    0.144450    1.353668           0
    1.274000    0.339727    0.031757    0.144450    1.353668           0
    1.274000   -0.170756    0.018047    0.243700    1.074933           1
    1.274000   -0.090247    0.024408    0.111811    1.179042           1
    1.274000   -0.111068    0.019996    0.357661    1.139695           1
    1.274000   -0.006555    0.035785    0.357661    1.139695           0
    1.274000   -0.199929    0.018684    0.630802    0.945739           1
    1.274000   -0.024023    0.026726    0.336879    1.158793           1
    1.274000    0.051167    0.038225    0.552140    1.116677           1
    1.274000    0.045124    0.024664    0.552140    1.116677           0
    1.274000   -0.174490    0.022250    0.645091    0.952341           1
    1.274000   -0.233202    0.006604    0.235985    0.902974           1
    1.274000   -0.208232    0.016060    0.399578    0.988679           1
    1.274000   -0.087392    0.020006    0.702305    1.002180           1
    1.274000   -0.324447    0.006236    0.645680    0.771625           1
    1.274000   -0.431893    0.004194    0.830074    0.648998           1
    1.274000   -0.284959    0.013573    0.810478    0.789105           1
    1.274000   -0.143060    0.017544    0.937469    0.772297           1
    1.274000   -0.352398    0.003191    0.628246    0.665379           1
    1.274000   -0.046885    0.021399    0.912230    0.860501           1
    1.274000   -0.032962    0.018057    0.912230    0.860501           0
    1.274000   -0.312202    0.011262    0.829171    0.768752           1
    1.274000   -0.286259    0.004081    0.647767    0.516216           1
    1.274000    0.002310    0.009319    0.559383    0.429948           1
    1.274000    0.007529    0.007936    0.559383    0.429948           0
    1.274000    0.435536    0.008873    0.371636    0.392558           1
    1.274000    0.414243    0.007807    0.371636    0.392558           0
    1.274000    0.414243    0.007807    0.371636    0.392558           0
    1.274000    0.414243    0.007807    0.371636    0.392558           0
    1.274000   -0.406108    0.002691    0.792568    0.549303           1
    1.274000    0.738425    0.012267    1.251979    0.386380           1
    1.274000    0.740704    0.011388    1.251979    0.386380           0
    1.274000    0.740704    0.011388    1.251979    0.386380           0
    1.274000    0.740704    0.011388    1.251979    0.386380           0
    1.274000   -0.311554    0.003664    0.941182    0.545148           1
    1.274000   -0.390956    0.003046    0.681892    0.688219           1
    1.274000    0.475974    0.009127    0.297745    0.452896           1
    1.274000    1.553541    0.017454    0.186712    0.324576           1
    1.274000    1.555000    0.016322    0.186712    0.324576           0
    1.274000    0.711789    0.009308   -0.010221    0.508429           1
    1.274000    0.448186    0.007972    0.363572    0.393128           1
    1.274000    0.494460    0.016406    0.709050    0.378430           1
    1.274000    0.223815    0.007629    1.181434    0.484767           1
    1.274000    0.172401    0.010948    1.182632    0.535405           1
    1.274000   -0.144497    0.004820    1.048775    0.527507           1
    1.274000   -0.126026    0.004700    1.048775    0.527507           0
    1.274000   -0.313599    0.009032    0.714889    0.807317           1
    1.274000   -0.231543    0.014422    0.839935    0.802853           1
    1.274000    0.065497    0.031461    0.642703    1.081754           1
    1.274000    0.428029    0.040870    0.321312    1.339097           1
    1.274000    0.111748    0.035334    0.103412    1.262063           1
    1.274000   -0.256776    0.007574    0.268276    0.984267           1
    1.274000   -0.155000    0.020315    0.715545    0.914619           1
    1.274000   -0.123442    0.022041    0.715545    0.914619           0
    1.274000   -0.368439    0.003904    0.669594    0.735013           1
    1.274000   -0.295725    0.004760    0.668664    0.512396           1
    1.274000    0.040628    0.007105    1.126690    0.520224           1
    1.274000    0.239339    0.009734    1.196808    0.538065           1
    1.274000    2.866813    0.040821    0.965404    0.244419           1
    1.274000    2.748252    0.036979    0.965404    0.244419           0
    1.274000    0.336396    0.009226    1.152426    0.423493           1
    1.159340    0.345883    0.008351    1.152426    0.423493           0
    1.159340    0.345883    0.008351    1.152426    0.423493           0
    1.159340    0.345883    0.008351    1.152426    0.423493           0
    1.159340    0.345883    0.008351    1.152426    0.423493           0
    1.159340    0.345883    0.008351    1.152426    0.423493           0
    1.159340    1.482515    0.013165    1.408129    0.364415           1
    1.159340    1.501074    0.012654    1.408129    0.364415           0
    1.159340    1.501074    0.012654    1.408129    0.364415           0
    1.159340    1.501074    0.012654    1.408129    0.364415           0
    1.159340   -0.129863    0.004972    1.052576    0.528321           1
    1.159340    2.025950    0.030435    1.280192    0.284707           1
    1.159340    1.956768    0.029524    1.280192    0.284707           0
    1.159340   -0.112960    0.005802    1.025026    0.500600           1
    1.159340    1.244528    0.033456    1.331009    0.691835           1
    1.159340    1.183915    0.035602    1.331009    0.691835           0
    1.159340   -0.035182    0.022140    0.883461    0.867912           1
    1.159340   -0.148829    0.016459    0.853863    0.844493           1
    1.159340   -0.169697    0.016105    0.853863    0.844493           0
    1.159340    0.036004    0.023155    0.987368    0.807145           1
    1.159340   -0.097820    0.022049    0.752421    0.949560           1
    1.159340   -0.142059    0.005407    0.380856    0.720567           1
    1.159340   -0.253136    0.008441    0.468060    0.919853           1
    1.159340   -0.252420    0.010378    0.004026    1.041762           1
    1.159340    0.106203    0.035793    0.262560    1.250244           1
    1.159340   -0.234055    0.013076    0.242682    1.033257           1
    1.159340   -0.256667    0.012231    0.242682    1.033257           0
    1.159340   -0.242064    0.011972    0.123248    1.072697           1
    1.159340   -0.218974    0.015722    0.123248    1.072697           0
    1.159340    0.059126    0.034813    0.165005    1.270492           1
    1.159340   -0.048345    0.030255    0.528403    1.063052           1
    1.159340    0.104353    0.033798    0.760130    1.016034           1
    1.159340   -0.079460    0.022971    0.299869    1.178991           1
    1.159340   -0.053917    0.025834    0.388581    1.149709           1
    1.159340   -0.046604    0.031247    0.388581    1.149709           0
    1.159340   -0.250021    0.011519   -0.027841    1.009581           1
    1.159340   -0.246846    0.007667    0.053870    1.012134           1
    1.159340   -0.218902    0.005447    0.293978    0.860082           1
    1.159340   -0.219324    0.005856    0.293978    0.860082           0
    1.159340    0.099609    0.032900    0.584773    1.134292           1
    1.159340   -0.140166    0.015558    0.435558    1.080566           1
    1.159340   -0.129338    0.021916    0.435558    1.080566           0
    1.159340   -0.189434    0.019615    0.679288    0.946603           1
    1.159340   -0.193281    0.012455    0.373475    1.061728           1
    1.159340   -0.255516    0.016871    0.677020    0.864697           1
    1.159340   -0.119836    0.021841    0.709385    0.955634           1
    1.159340   -0.268349    0.007058    0.402738    0.937358           1
    1.159340    0.304680    0.034982    0.816853    1.050347           1
    1.159340    0.362152    0.049697    0.413223    1.257562           1
    1.159340    0.115348    0.034565    0.683313    1.089761           1
    1.159340    0.087056    0.034665    0.342419    1.229822           1
    1.159340    0.176496    0.035832    0.112992    1.290525           1
    1.159340   -0.074414    0.023092   -0.270134    1.182152           1
    1.159340   -0.032835    0.029151   -0.270134    1.182152           0
    1.159340   -0.238202    0.009335    0.149245    1.066011           1
    1.159340   -0.128913    0.019446    0.304073    1.117771           1
    1.159340   -0.112443    0.018172    0.265902    1.167925           1
    1.159340   -0.155747    0.015813    0.459369    1.072821           1
    1.159340   -0.122573    0.005835    0.147153    0.807304           1
    1.159340    0.071571    0.005660    0.262593    0.647820           1
    1.159340   -0.153898    0.007073   -0.000093    0.835470           1
    1.159340    0.030524    0.006363    0.349494    0.614978           1
    1.159340   -0.244960    0.005080    0.576879    0.550381           1
    1.159340   -0.258583    0.004480    0.576879    0.550381           0
    1.159340   -0.240583    0.005057    0.845064    0.490615           1
    1.159340   -0.242553    0.006980    0.845064    0.490615           0
    1.159340    0.406788    0.019463    1.209730    0.663627           1
    1.159340    1.642824    0.039518    1.384652    0.687186           1
    1.159340    0.292434    0.029618    1.018569    0.872676           1
    1.159340    0.271858    0.016218    1.192245    0.629313           1
    1.159340   -0.168024    0.013677    0.994132    0.716213           1
    1.159340    0.652294    0.040433    1.120479    0.860708           1
    1.159340    0.577895    0.058718    0.767997    1.142039           1
    1.159340    0.397310    0.071387    0.282908    1.316202           1
    1.159340   -0.231830    0.008357   -0.066483    1.061418           1
    1.159340   -0.005851    0.030778   -0.513622    1.127120           1
    1.159340    0.074589    0.037399   -0.513622    1.127120           0
    1.159340   -0.253820    0.005484   -0.425589    0.837426           1
    1.159340   -0.270540    0.009645   -0.570036    0.892241           1
    1.159340   -0.190912    0.012070   -0.625783    0.948677           1
    1.159340   -0.172076    0.022455   -0.625783    0.948677           0
    1.159340   -0.146958    0.016599   -0.543211    1.038948           1
    1.159340   -0.090387    0.022694   -0.543211    1.038948           0
    1.159340    0.137275    0.033144   -0.766559    1.051605           1
    1.159340   -0.295312    0.004330   -0.523058    0.798477           1
    1.159340   -0.255222    0.008682   -0.493601    0.929527           1
    1.159340   -0.248231    0.011974   -0.493601    0.929527           0
    1.159340   -0.248231    0.011974   -0.493601    0.929527           0
    1.159340   -0.051678    0.004907   -0.362916    0.659549           1
    1.159340   -0.253739    0.011814   -0.789421    0.820941           1
    1.159340   -0.283199    0.011075   -0.789421    0.820941           0
    1.159340   -0.410918    0.002068   -0.707072    0.622498           1
    1.159340   -0.412678    0.002439   -0.707072    0.622498           0
    1.159340   -0.323565    0.004391   -0.766459    0.509617           1
    1.159340   -0.286936    0.007911   -0.988346    0.640489           1
    1.159340   -0.186306    0.016040   -0.792467    0.880338           1
    1.159340   -0.271647    0.003997   -0.567086    0.597919           1
    1.159340   -0.323520    0.006501   -0.658068    0.803627           1
    1.159340   -0.044126    0.022555   -0.813641    0.932767           1
    1.159340   -0.019591    0.020975   -0.813641    0.932767           0
    1.159340   -0.348808    0.008475   -0.849958    0.721347           1
    1.159340    1.618135    0.071812   -1.244048    0.894531           1
    1.159340    1.670331    0.060357   -1.244048    0.894531           0
    1.159340    1.007659    0.061614   -1.062865    1.007095           1
    1.159340   -0.152378    0.019184   -0.750014    0.904499           1
    1.159340   -0.170324    0.004849   -0.355185    0.763682           1
    1.159340   -0.306272    0.004913   -0.569510    0.716165           1
    1.159340    0.125896    0.007265   -0.391322    0.508774           1
    1.159340   -0.406434    0.004045   -0.773634    0.694291           1
    1.159340   -0.415802    0.004524   -0.773634    0.694291           0
    1.159340   -0.160133    0.005153   -0.572169    0.489532           1
    1.159340   -0.061001    0.005746   -0.416194    0.607758           1
    1.159340   -0.052709    0.006924   -0.416194    0.607758           0
    1.159340   -0.289744    0.007105   -0.531633    0.815196           1
    1.159340   -0.273600    0.008677   -0.531633    0.815196           0
    1.159340   -0.273600    0.008677   -0.531633    0.815196           0
    1.054999   -0.265988    0.008851   -0.454590    0.934058           1
    1.054999   -0.209428    0.004821   -0.419047    0.748575           1
    1.054999   -0.292287    0.004710   -0.612348    0.547853           1
    1.054999   -0.012365    0.006589   -0.472005    0.489453           1
    1.054999    0.067295    0.005269   -0.232180    0.671935           1
    1.054999   -0.349744    0.006786   -0.685223    0.759730           1
    1.054999   -0.285270    0.006595   -0.521994    0.831030           1
    1.054999   -0.325894    0.003082   -0.609016    0.618691           1
    1.054999    0.155840    0.007054   -0.191087    0.637371           1
    1.054999    0.017465    0.005891   -0.491130    0.459858           1
    1.054999   -0.105795    0.004390   -0.330117    0.731659           1
    1.054999   -0.251933    0.007239    0.045923    0.995114           1
    1.054999    0.001499    0.030344   -0.306598    1.215737           1
    1.054999    0.201962    0.032661   -0.699116    1.119114           1
    1.054999    0.427634    0.038321   -0.941047    0.985929           1
    1.054999   -0.250978    0.010531   -0.646210    0.902593           1
    1.054999   -0.221935    0.005087   -0.377597    0.805518           1
    1.054999    0.059292    0.006270   -0.252625    0.664436           1
    1.054999   -0.120968    0.005066   -0.355349    0.725409           1
    1.054999   -0.262031    0.003700   -0.584080    0.564656           1
    1.054999   -0.098390    0.006070   -0.550525    0.465459           1
    1.054999   -0.208815    0.005024   -1.006640    0.534321           1
    1.054999    0.280680    0.009042   -1.209458    0.510191           1
    1.054999    0.286697    0.008514   -1.209458    0.510191           0
    1.054999    1.312821    0.026408   -1.398042    0.597751           1
    1.054999    1.308253    0.023831   -1.398042    0.597751           0
    1.054999    1.733115    0.016415   -1.486261    0.489080           1
    1.054999    0.330866    0.020776   -1.184560    0.675511           1
    1.054999    0.352508    0.028094   -1.184560    0.675511           0
    1.054999    0.352508    0.028094   -1.184560    0.675511           0
    1.054999    0.458906    0.009252   -1.193798    0.410576           1
    1.054999    0.472689    0.009967   -1.193798    0.410576           0
    1.054999    0.006592    0.007264   -1.132674    0.552034           1
    1.054999    0.039954    0.007322   -1.132674    0.552034           0
    1.054999    0.039954    0.007322   -1.132674    0.552034           0
    1.054999    0.039954    0.007322   -1.132674    0.552034           0
    1.054999    0.039954    0.007322   -1.132674    0.552034           0
    1.054999    0.545666    0.005822   -1.258271    0.437995           1
    1.054999    1.485562    0.027345   -0.953184    0.298763           1
    1.054999    1.490413    0.024404   -0.953184    0.298763           0
    1.054999    1.490413    0.024404   -0.953184    0.298763           0
    1.054999    0.573400    0.013845   -0.917694    0.369719           1
    1.054999    0.577047    0.014075   -0.917694    0.369719           0
    1.054999    0.421787    0.012833   -0.852548    0.385386           1
    1.054999    0.440160    0.013742   -0.852548    0.385386           0
    1.054999   -0.433033    0.002298   -0.748397    0.633208           1
    1.054999   -0.388604    0.003357   -0.886562    0.564913           1
    1.054999   -0.382821    0.003829   -0.886562    0.564913           0
    1.054999   -0.382821    0.003829   -0.886562    0.564913           0
    1.054999   -0.382821    0.003829   -0.886562    0.564913           0
    1.054999   -0.377934    0.008439   -0.855034    0.691779           1
    1.054999   -0.264506    0.004886   -0.535438    0.676614           1
    1.054999   -0.065230    0.015465   -1.004598    0.777047           1
    1.054999   -0.283400    0.004627   -0.998620    0.582176           1
    1.054999   -0.225756    0.006231   -0.768175    0.476958           1
    1.054999   -0.227558    0.006306   -0.768175    0.476958           0
    1.054999   -0.396197    0.006682   -0.852071    0.688170           1
    1.054999   -0.394768    0.006144   -0.852071    0.688170           0
    1.054999   -0.249999    0.011383   -0.648313    0.897395           1
    1.054999    0.012752    0.031242   -0.412245    1.178619           1
    1.054999    1.123310    0.106665   -0.617089    1.355985           1
    1.054999    0.877430    0.080136   -0.214562    1.461547           1
    1.054999    0.654771    0.058677   -0.139968    1.408917           1
    1.054999    1.367344    0.106540    0.238240    1.541637           1
    1.054999    0.552806    0.057750    0.420684    1.314415           1
    1.054999    2.186747    0.160871    0.323449    1.599183           1
    1.054999    1.977606    0.115687    0.323449    1.599183           0
    1.054999    0.332295    0.043618    0.075931    1.362024           1
    1.054999   -0.063270    0.024703    0.030357    1.234565           1
    1.054999    0.194849    0.041828    0.306515    1.271575           1
    1.054999   -0.207383    0.013902    0.156568    1.058566           1
    1.054999   -0.144399    0.016393   -0.214246    1.147425           1
    1.054999    0.495362    0.061977   -0.255718    1.359987           1
    1.054999    0.294564    0.046332   -0.322271    1.314156           1
    1.054999    0.176156    0.046968   -0.574995    1.172014           1
    1.054999    0.195290    0.037375   -0.831539    1.022449           1
    1.054999   -0.253789    0.012878   -0.681539    0.869978           1
    1.054999   -0.228811    0.013663   -0.215735    1.063138           1
    1.054999   -0.201926    0.014946    0.064435    1.087205           1
    1.054999   -0.216796    0.008206    0.120103    0.901866           1
    1.054999   -0.140205    0.004938    0.337735    0.747359           1
    1.054999   -0.187848    0.006875    0.638347    0.470791           1
    1.054999   -0.431672    0.003245    0.837568    0.647648           1
    1.054999   -0.293245    0.008212    0.573430    0.880750           1
    1.054999   -0.268854    0.009762    0.573430    0.880750           0
    1.054999   -0.258261    0.007023    0.431578    0.859806           1
    1.054999   -0.438909    0.001744    0.773290    0.605845           1
    1.054999    0.592121    0.014540    0.713802    0.367003           1
    1.054999    0.872420    0.015331    0.841401    0.346838           1
    1.054999   -0.357832    0.004400    0.638753    0.596885           1
    1.054999   -0.264359    0.006114    0.506113    0.813517           1
    1.054999    0.044860    0.026807    0.825533    0.959495           1
    1.054999   -0.237716    0.004769    0.495890    0.702162           1
    1.054999   -0.236495    0.005174    0.495890    0.702162           0
    1.054999   -0.197543    0.013997    0.540172    0.986532           1
    1.054999   -0.224789    0.011089    0.540172    0.986532           0
    1.054999   -0.200442    0.004568    0.164946    0.872531           1
    1.054999   -0.168197    0.005175    0.310469    0.787994           1
    1.054999   -0.153295    0.024107    0.712032    0.925005           1
    1.054999   -0.125171    0.026319    0.712032    0.925005           0
    1.054999   -0.239621    0.005287    0.449173    0.774960           1
