   0.0115332           0
   0.0345996           0
   0.0576661           0
   0.0807325           0
    0.103799           0
    0.126865           0
    0.149932           0
    0.172998           0
    0.196065           0
    0.219131           0
    0.242198           0
    0.265264           0
     0.28833           0
    0.311397           0
    0.334463           0
     0.35753           0
    0.380596           0
    0.403663           0
    0.426729           0
    0.449795           0
    0.472862           0
    0.495928           0
    0.518995           0
    0.542061           0
    0.565128           0
    0.588194           0
     0.61126           0
    0.634327           0
    0.657393           0
     0.68046           0
    0.703526           0
    0.726593           0
    0.749659           0
    0.772725           0
    0.795792           0
    0.818858           0
    0.841925           0
    0.864991           0
    0.888058 0.000810046
    0.911124   0.0716733
     0.93419     1.01009
    0.957257     6.25643
    0.980323     21.1214
     1.00339     45.5177
     1.02646     72.7067
     1.04952     91.8624
     1.07259     96.7862
     1.09566     88.6831
     1.11872     72.1978
     1.14179     53.6276
     1.16485     36.5663
     1.18792      23.133
     1.21099     13.8004
     1.23405     7.23336
     1.25712     3.66455
     1.28019     1.81021
     1.30325    0.991055
     1.32632    0.827612
     1.34939     1.21708
     1.37245     2.18062
     1.39552      3.7984
     1.41859     6.19902
     1.44165     9.30903
     1.46472     12.6977
     1.48778     15.7206
     1.51085     18.1191
     1.53392     19.3004
     1.55698     18.2776
     1.58005     15.9662
     1.60312     12.8035
     1.62618       9.418
     1.64925     6.43898
     1.67232     4.54811
     1.69538      3.9757
     1.71845     5.22808
     1.74152     8.88077
     1.76458     15.2056
     1.78765       24.23
     1.81071     34.6541
     1.83378     44.4337
     1.85685     51.6491
     1.87991     53.8256
     1.90298     50.6131
     1.92605     43.2579
     1.94911     33.9088
     1.97218     24.2766
     1.99525     16.3155
     2.01831     11.0821
     2.04138     8.94627
     2.06445     9.45703
     2.08751     11.8092
     2.11058      15.245
     2.13364     18.1387
     2.15671     19.8784
     2.17978      19.979
     2.20284     18.4264
     2.22591     15.7785
     2.24898     13.1871
     2.27204     11.6089
     2.29511      11.538
