#     BLOCK:  ACTUAL_PE:     PE_AVE:      ERROR:
        2172    -6.70125    -6.65524  0.00131779
        2173    -6.70009    -6.65526  0.00131735
        2174    -6.69862    -6.65528  0.00131689
        2175    -6.69686     -6.6553  0.00131642
        2176    -6.69608    -6.65532  0.00131595
        2177    -6.69468    -6.65534  0.00131547
        2178    -6.69363    -6.65536  0.00131499
        2179    -6.69227    -6.65537  0.00131449
        2180    -6.69029    -6.65539  0.00131399
        2181    -6.68898    -6.65541  0.00131347
        2182    -6.68802    -6.65542  0.00131296
        2183    -6.68741    -6.65544  0.00131244
        2184    -6.68651    -6.65545  0.00131191
        2185    -6.68531    -6.65546  0.00131138
        2186    -6.68413    -6.65548  0.00131085
        2187    -6.68298    -6.65549  0.00131031
        2188    -6.68154     -6.6555  0.00130977
        2189     -6.6798    -6.65551  0.00130921
        2190    -6.67842    -6.65552  0.00130866
        2191     -6.6774    -6.65553   0.0013081
        2192    -6.67641    -6.65554  0.00130754
        2193     -6.6748    -6.65555  0.00130697
        2194    -6.67421    -6.65556   0.0013064
        2195    -6.67333    -6.65557  0.00130583
        2196    -6.67184    -6.65557  0.00130526
        2197    -6.67039    -6.65558  0.00130468
        2198    -6.66867    -6.65559   0.0013041
        2199    -6.66796    -6.65559  0.00130352
        2200     -6.6673     -6.6556  0.00130294
        2201    -6.66604     -6.6556  0.00130236
        2202    -6.66483    -6.65561  0.00130177
        2203    -6.66431    -6.65561  0.00130119
        2204    -6.66386    -6.65562   0.0013006
        2205    -6.66443    -6.65562  0.00130002
        2206    -6.66409    -6.65562  0.00129943
        2207    -6.66381    -6.65563  0.00129885
        2208    -6.66392    -6.65563  0.00129827
        2209     -6.6641    -6.65563  0.00129769
        2210    -6.66402    -6.65564   0.0012971
        2211      -6.664    -6.65564  0.00129652
        2212    -6.66374    -6.65565  0.00129594
        2213    -6.66355    -6.65565  0.00129536
        2214    -6.66344    -6.65565  0.00129478
        2215    -6.66372    -6.65566   0.0012942
        2216    -6.66344    -6.65566  0.00129362
        2217    -6.66453    -6.65566  0.00129304
        2218    -6.66538    -6.65567  0.00129247
        2219    -6.66598    -6.65567   0.0012919
        2220    -6.66667    -6.65568  0.00129132
        2221    -6.66776    -6.65568  0.00129075
        2222    -6.66862    -6.65569  0.00129019
        2223    -6.66989     -6.6557  0.00128962
        2224    -6.67123     -6.6557  0.00128906
        2225    -6.67235    -6.65571   0.0012885
        2226    -6.67386    -6.65572  0.00128795
        2227    -6.67514    -6.65573   0.0012874
        2228    -6.67651    -6.65574  0.00128686
        2229    -6.67763    -6.65575  0.00128632
        2230    -6.67884    -6.65576  0.00128578
        2231    -6.68045    -6.65577  0.00128525
        2232    -6.68246    -6.65578  0.00128473
        2233    -6.68294    -6.65579  0.00128421
        2234    -6.68478     -6.6558  0.00128371
        2235    -6.68573    -6.65582   0.0012832
        2236    -6.68708    -6.65583   0.0012827
        2237    -6.68882    -6.65585  0.00128221
        2238     -6.6916    -6.65586  0.00128174
        2239    -6.69348    -6.65588  0.00128128
        2240    -6.69574     -6.6559  0.00128083
        2241    -6.69805    -6.65592   0.0012804
        2242    -6.70172    -6.65594  0.00127999
        2243    -6.70414    -6.65596   0.0012796
        2244    -6.70662    -6.65598  0.00127923
        2245    -6.70881      -6.656  0.00127887
        2246    -6.71136    -6.65603  0.00127854
        2247    -6.71428    -6.65605  0.00127824
        2248    -6.71658    -6.65608  0.00127795
        2249    -6.71858    -6.65611  0.00127768
        2250    -6.72093    -6.65614  0.00127744
        2251    -6.72266    -6.65617  0.00127722
        2252    -6.72537     -6.6562  0.00127702
        2253    -6.72809    -6.65623  0.00127685
        2254    -6.73049    -6.65626  0.00127671
        2255    -6.73321     -6.6563   0.0012766
        2256    -6.73561    -6.65633  0.00127652
        2257    -6.73865    -6.65637  0.00127647
        2258    -6.74199    -6.65641  0.00127647
        2259    -6.74435    -6.65645   0.0012765
        2260    -6.74668    -6.65649  0.00127656
        2261    -6.74899    -6.65653  0.00127665
        2262    -6.75158    -6.65657  0.00127678
        2263    -6.75414    -6.65661  0.00127694
        2264    -6.75666    -6.65666  0.00127714
        2265    -6.75912     -6.6567  0.00127738
        2266    -6.76154    -6.65675  0.00127765
        2267    -6.76391    -6.65679  0.00127796
        2268    -6.76589    -6.65684   0.0012783
        2269     -6.7678    -6.65689  0.00127867
        2270    -6.77062    -6.65694  0.00127909
        2271    -6.77273    -6.65699  0.00127954
        2272    -6.77573    -6.65705  0.00128005
        2273      -6.778     -6.6571  0.00128059
        2274    -6.78052    -6.65715  0.00128118
        2275    -6.78295    -6.65721  0.00128181
        2276    -6.78497    -6.65726  0.00128247
        2277    -6.78625    -6.65732  0.00128316
        2278    -6.78712    -6.65738  0.00128386
        2279    -6.78854    -6.65744  0.00128459
        2280    -6.79018    -6.65749  0.00128534
        2281     -6.7914    -6.65755  0.00128612
        2282    -6.79284    -6.65761  0.00128692
        2283     -6.7932    -6.65767  0.00128773
        2284    -6.79442    -6.65773  0.00128855
        2285    -6.79555    -6.65779   0.0012894
        2286    -6.79591    -6.65785  0.00129025
        2287    -6.79681    -6.65791  0.00129112
        2288    -6.79793    -6.65797    0.001292
        2289    -6.79667    -6.65803  0.00129286
        2290     -6.7966    -6.65809  0.00129371
        2291    -6.79706    -6.65816  0.00129456
        2292    -6.79741    -6.65822  0.00129542
        2293    -6.79765    -6.65828  0.00129629
        2294    -6.79648    -6.65834  0.00129712
        2295    -6.79617     -6.6584  0.00129794
        2296    -6.79608    -6.65846  0.00129876
        2297    -6.79523    -6.65852  0.00129956
        2298    -6.79428    -6.65858  0.00130034
        2299    -6.79354    -6.65863   0.0013011
        2300    -6.79335    -6.65869  0.00130185
        2301    -6.79145    -6.65875  0.00130256
        2302    -6.79073    -6.65881  0.00130326
        2303    -6.78993    -6.65886  0.00130393
        2304    -6.78838    -6.65892  0.00130458
        2305    -6.78739    -6.65898   0.0013052
        2306    -6.78664    -6.65903  0.00130581
        2307    -6.78484    -6.65909  0.00130638
        2308     -6.7836    -6.65914  0.00130693
        2309    -6.78196    -6.65919  0.00130745
        2310     -6.7809    -6.65925  0.00130794
        2311    -6.77912     -6.6593   0.0013084
        2312     -6.7776    -6.65935  0.00130884
        2313    -6.77537     -6.6594  0.00130923
        2314    -6.77276    -6.65945  0.00130958
        2315    -6.77074     -6.6595   0.0013099
        2316    -6.76836    -6.65954  0.00131018
        2317    -6.76658    -6.65959  0.00131043
        2318    -6.76411    -6.65964  0.00131064
        2319    -6.76129    -6.65968   0.0013108
        2320     -6.7594    -6.65972  0.00131094
        2321    -6.75685    -6.65976  0.00131105
        2322     -6.7546     -6.6598  0.00131112
        2323    -6.75234    -6.65984  0.00131116
        2324    -6.75136    -6.65988  0.00131119
        2325    -6.74908    -6.65992  0.00131118
        2326    -6.74648    -6.65996  0.00131115
        2327    -6.74452       -6.66  0.00131109
        2328     -6.7429    -6.66003  0.00131101
        2329    -6.73999    -6.66007  0.00131089
        2330    -6.73742     -6.6601  0.00131075
        2331    -6.73519    -6.66013  0.00131059
        2332    -6.73299    -6.66016   0.0013104
        2333    -6.73049    -6.66019  0.00131018
        2334    -6.72802    -6.66022  0.00130994
        2335    -6.72558    -6.66025  0.00130968
        2336     -6.7235    -6.66028   0.0013094
        2337    -6.72114     -6.6603   0.0013091
        2338    -6.71882    -6.66033  0.00130878
        2339    -6.71654    -6.66035  0.00130844
        2340    -6.71528    -6.66038  0.00130809
        2341    -6.71309     -6.6604  0.00130772
        2342    -6.71128    -6.66042  0.00130735
        2343    -6.70952    -6.66044  0.00130696
        2344    -6.70813    -6.66046  0.00130656
        2345     -6.7068    -6.66048  0.00130615
        2346    -6.70585     -6.6605  0.00130574
        2347    -6.70398    -6.66052  0.00130531
        2348    -6.70216    -6.66054  0.00130488
        2349     -6.7004    -6.66055  0.00130443
        2350    -6.69934    -6.66057  0.00130398
        2351    -6.69768    -6.66059  0.00130352
        2352    -6.69705     -6.6606  0.00130306
        2353     -6.6955    -6.66062  0.00130259
        2354    -6.69432    -6.66063  0.00130211
        2355    -6.69319    -6.66064  0.00130164
        2356    -6.69178    -6.66066  0.00130115
        2357    -6.69075    -6.66067  0.00130066
        2358    -6.69072    -6.66068  0.00130017
        2359    -6.68944    -6.66069  0.00129968
        2360    -6.68821    -6.66071  0.00129918
        2361    -6.68701    -6.66072  0.00129868
        2362    -6.68584    -6.66073  0.00129817
        2363    -6.68535    -6.66074  0.00129766
        2364    -6.68522    -6.66075  0.00129715
        2365    -6.68446    -6.66076  0.00129665
        2366     -6.6847    -6.66077  0.00129614
        2367    -6.68431    -6.66078  0.00129563
        2368    -6.68362    -6.66079  0.00129512
        2369    -6.68326     -6.6608   0.0012946
        2370    -6.68226    -6.66081  0.00129409
        2371    -6.68193    -6.66082  0.00129357
        2372    -6.68127    -6.66082  0.00129306
        2373    -6.68094    -6.66083  0.00129254
        2374    -6.68028    -6.66084  0.00129202
        2375    -6.67962    -6.66085   0.0012915
        2376    -6.67864    -6.66086  0.00129098
        2377    -6.67796    -6.66086  0.00129046
        2378    -6.67663    -6.66087  0.00128993
        2379    -6.67561    -6.66088   0.0012894
        2380    -6.67522    -6.66088  0.00128888
        2381    -6.67416    -6.66089  0.00128835
        2382    -6.67374    -6.66089  0.00128782
        2383    -6.67264     -6.6609  0.00128729
        2384    -6.67184     -6.6609  0.00128676
        2385    -6.67101    -6.66091  0.00128622
        2386    -6.67048    -6.66091  0.00128569
        2387     -6.6696    -6.66092  0.00128516
        2388      -6.669    -6.66092  0.00128462
        2389    -6.66806    -6.66092  0.00128409
        2390    -6.66707    -6.66092  0.00128355
        2391     -6.6667    -6.66093  0.00128302
        2392    -6.66564    -6.66093  0.00128248
        2393    -6.66423    -6.66093  0.00128195
        2394    -6.66374    -6.66093  0.00128141
        2395     -6.6629    -6.66093  0.00128088
        2396    -6.66201    -6.66093  0.00128034
        2397    -6.66077    -6.66093  0.00127981
        2398    -6.65916    -6.66093  0.00127928
        2399    -6.65783    -6.66093  0.00127874
        2400    -6.65711    -6.66093  0.00127821
        2401     -6.6557    -6.66093  0.00127768
        2402    -6.65393    -6.66092  0.00127715
        2403    -6.65212    -6.66092  0.00127663
        2404    -6.64995    -6.66092   0.0012761
        2405    -6.64774    -6.66091  0.00127559
        2406    -6.64614     -6.6609  0.00127507
        2407    -6.64386     -6.6609  0.00127456
        2408    -6.64219    -6.66089  0.00127405
        2409    -6.63919    -6.66088  0.00127356
        2410    -6.63648    -6.66087  0.00127307
        2411    -6.63471    -6.66086  0.00127259
        2412    -6.63291    -6.66085  0.00127211
        2413    -6.63043    -6.66083  0.00127165
        2414    -6.62856    -6.66082  0.00127119
        2415    -6.62699    -6.66081  0.00127074
        2416    -6.62442    -6.66079  0.00127031
        2417    -6.62312    -6.66078  0.00126988
        2418    -6.62147    -6.66076  0.00126945
        2419    -6.62012    -6.66074  0.00126904
        2420    -6.61778    -6.66073  0.00126864
        2421    -6.61575    -6.66071  0.00126825
        2422    -6.61402    -6.66069  0.00126788
        2423    -6.61163    -6.66067  0.00126751
        2424    -6.60922    -6.66065  0.00126717
        2425    -6.60712    -6.66062  0.00126684
        2426    -6.60469     -6.6606  0.00126653
        2427    -6.60193    -6.66058  0.00126623
        2428    -6.60013    -6.66055  0.00126596
        2429      -6.598    -6.66053   0.0012657
        2430    -6.59555     -6.6605  0.00126546
        2431    -6.59407    -6.66047  0.00126523
        2432    -6.59162    -6.66044  0.00126503
        2433    -6.58982    -6.66042  0.00126484
        2434    -6.58739    -6.66039  0.00126468
        2435    -6.58561    -6.66035  0.00126453
        2436    -6.58384    -6.66032   0.0012644
        2437    -6.58241    -6.66029  0.00126429
        2438    -6.58003    -6.66026   0.0012642
        2439    -6.57799    -6.66022  0.00126413
        2440      -6.575    -6.66019   0.0012641
        2441    -6.57365    -6.66015  0.00126408
        2442    -6.57168    -6.66012  0.00126408
        2443    -6.56942    -6.66008   0.0012641
        2444    -6.56719    -6.66004  0.00126416
        2445    -6.56532       -6.66  0.00126423
        2446    -6.56382    -6.65996  0.00126433
        2447    -6.56171    -6.65992  0.00126445
        2448    -6.55964    -6.65988   0.0012646
        2449    -6.55729    -6.65984  0.00126477
        2450    -6.55596     -6.6598  0.00126497
        2451    -6.55436    -6.65976  0.00126518
        2452    -6.55282    -6.65971  0.00126542
        2453      -6.551    -6.65967  0.00126568
        2454    -6.54925    -6.65962  0.00126596
        2455    -6.54723    -6.65958  0.00126627
        2456    -6.54625    -6.65953   0.0012666
        2457      -6.545    -6.65948  0.00126694
        2458    -6.54382    -6.65944   0.0012673
        2459    -6.54271    -6.65939  0.00126767
        2460    -6.54167    -6.65934  0.00126806
        2461    -6.54038    -6.65929  0.00126847
        2462    -6.53915    -6.65925  0.00126889
        2463    -6.53768     -6.6592  0.00126933
        2464    -6.53661    -6.65915  0.00126979
        2465    -6.53594     -6.6591  0.00127026
        2466    -6.53566    -6.65905  0.00127073
        2467    -6.53482      -6.659  0.00127121
        2468    -6.53437    -6.65895   0.0012717
        2469    -6.53432    -6.65889  0.00127219
        2470    -6.53403    -6.65884  0.00127268
        2471    -6.53413    -6.65879  0.00127316
        2472    -6.53366    -6.65874  0.00127365
        2473    -6.53294    -6.65869  0.00127415
        2474    -6.53391    -6.65864  0.00127464
        2475    -6.53366    -6.65859  0.00127512
        2476    -6.53348    -6.65854  0.00127561
        2477    -6.53336    -6.65849  0.00127609
        2478    -6.53299    -6.65844  0.00127658
        2479      -6.533    -6.65839  0.00127707
        2480    -6.53372    -6.65834  0.00127754
        2481    -6.53418    -6.65829  0.00127801
        2482    -6.53469    -6.65824  0.00127846
        2483    -6.53525    -6.65819  0.00127891
        2484    -6.53586    -6.65814  0.00127934
        2485    -6.53652    -6.65809  0.00127976
        2486    -6.53658    -6.65804  0.00128018
        2487    -6.53667    -6.65799   0.0012806
        2488    -6.53746    -6.65795    0.001281
        2489     -6.5386     -6.6579  0.00128138
        2490    -6.53977    -6.65785  0.00128174
        2491     -6.5413     -6.6578  0.00128208
        2492    -6.54253    -6.65776   0.0012824
        2493    -6.54281    -6.65771  0.00128272
        2494    -6.54473    -6.65767    0.001283
        2495    -6.54538    -6.65762  0.00128328
        2496    -6.54636    -6.65758  0.00128354
        2497    -6.54769    -6.65753  0.00128378
        2498    -6.54902    -6.65749    0.001284
        2499    -6.55004    -6.65745   0.0012842
        2500    -6.55075     -6.6574   0.0012844
        2501    -6.55081    -6.65736  0.00128459
        2502    -6.55217    -6.65732  0.00128477
        2503    -6.55386    -6.65728  0.00128492
        2504    -6.55458    -6.65724  0.00128506
        2505     -6.5553    -6.65719  0.00128519
        2506    -6.55603    -6.65715  0.00128531
        2507    -6.55675    -6.65711  0.00128542
        2508    -6.55779    -6.65707  0.00128552
        2509    -6.55851    -6.65704  0.00128561
        2510    -6.55988      -6.657  0.00128568
        2511    -6.56027    -6.65696  0.00128574
        2512    -6.56163    -6.65692  0.00128579
        2513    -6.56235    -6.65688  0.00128583
        2514    -6.56436    -6.65685  0.00128584
        2515    -6.56573    -6.65681  0.00128584
        2516     -6.5671    -6.65677  0.00128583
        2517    -6.56815    -6.65674   0.0012858
        2518    -6.56953     -6.6567  0.00128575
        2519    -6.57026    -6.65667   0.0012857
        2520    -6.57133    -6.65664  0.00128564
        2521    -6.57274     -6.6566  0.00128556
        2522    -6.57415    -6.65657  0.00128546
        2523    -6.57591    -6.65654  0.00128535
        2524    -6.57703    -6.65651  0.00128523
        2525    -6.57849    -6.65648  0.00128509
        2526    -6.57932    -6.65645  0.00128494
        2527    -6.58114    -6.65642  0.00128478
        2528    -6.58201    -6.65639  0.00128461
        2529    -6.58388    -6.65636  0.00128442
        2530    -6.58448    -6.65633  0.00128423
        2531    -6.58608     -6.6563  0.00128402
        2532    -6.58705    -6.65627  0.00128381
        2533    -6.58806    -6.65625  0.00128358
        2534    -6.58909    -6.65622  0.00128335
        2535    -6.59048    -6.65619   0.0012831
        2536    -6.59189    -6.65617  0.00128285
        2537     -6.5927    -6.65614  0.00128259
        2538    -6.59483    -6.65612  0.00128231
        2539    -6.59634     -6.6561  0.00128202
        2540    -6.59886    -6.65607  0.00128171
        2541    -6.60108    -6.65605  0.00128139
        2542    -6.60334    -6.65603  0.00128106
        2543    -6.60563    -6.65601   0.0012807
        2544     -6.6073    -6.65599  0.00128034
        2545      -6.609    -6.65597  0.00127997
        2546    -6.61105    -6.65596  0.00127959
        2547    -6.61248    -6.65594   0.0012792
        2548    -6.61393    -6.65592  0.00127881
        2549     -6.6154    -6.65591  0.00127841
        2550    -6.61754    -6.65589  0.00127799
        2551     -6.6197    -6.65588  0.00127757
        2552    -6.62122    -6.65586  0.00127714
        2553    -6.62243    -6.65585  0.00127671
        2554    -6.62462    -6.65584  0.00127627
        2555     -6.6265    -6.65583  0.00127582
        2556    -6.62837    -6.65582  0.00127537
        2557    -6.63025    -6.65581  0.00127491
        2558     -6.6318     -6.6558  0.00127444
        2559    -6.63399    -6.65579  0.00127397
        2560    -6.63585    -6.65578   0.0012735
        2561    -6.63769    -6.65577  0.00127302
        2562    -6.63951    -6.65577  0.00127254
        2563    -6.64196    -6.65576  0.00127206
        2564    -6.64374    -6.65576  0.00127157
        2565    -6.64646    -6.65575  0.00127108
        2566    -6.64817    -6.65575  0.00127059
        2567    -6.65017    -6.65575  0.00127009
        2568    -6.65181    -6.65575   0.0012696
        2569    -6.65372    -6.65575  0.00126911
        2570    -6.65527    -6.65575  0.00126861
        2571    -6.65611    -6.65575  0.00126812
        2572    -6.65755    -6.65575  0.00126763
        2573    -6.65925    -6.65575  0.00126713
        2574    -6.65895    -6.65575  0.00126664
        2575     -6.6602    -6.65575  0.00126615
        2576    -6.66235    -6.65575  0.00126566
        2577    -6.66347    -6.65576  0.00126517
        2578    -6.66483    -6.65576  0.00126469
        2579    -6.66547    -6.65576   0.0012642
        2580    -6.66667    -6.65577  0.00126372
        2581     -6.6678    -6.65577  0.00126324
        2582    -6.66852    -6.65578  0.00126276
        2583    -6.66915    -6.65578  0.00126228
        2584    -6.66969    -6.65579   0.0012618
        2585    -6.66982    -6.65579  0.00126133
        2586    -6.67019     -6.6558  0.00126085
        2587    -6.67014     -6.6558  0.00126038
        2588    -6.67032    -6.65581   0.0012599
        2589    -6.67009    -6.65582  0.00125943
        2590    -6.67009    -6.65582  0.00125895
        2591    -6.67065    -6.65583  0.00125848
        2592    -6.67014    -6.65583  0.00125801
        2593    -6.66954    -6.65584  0.00125753
        2594     -6.6695    -6.65584  0.00125706
        2595    -6.66807    -6.65585  0.00125658
        2596    -6.66753    -6.65585  0.00125611
        2597    -6.66496    -6.65586  0.00125563
        2598    -6.66424    -6.65586  0.00125515
        2599    -6.66345    -6.65586  0.00125467
        2600    -6.66225    -6.65586  0.00125419
        2601    -6.66097    -6.65587  0.00125371
        2602    -6.65993    -6.65587  0.00125323
        2603    -6.65882    -6.65587  0.00125275
        2604    -6.65763    -6.65587  0.00125227
        2605     -6.6567    -6.65587  0.00125179
        2606    -6.65506    -6.65587  0.00125131
        2607    -6.65303    -6.65587  0.00125083
        2608    -6.65223    -6.65587  0.00125035
        2609    -6.65105    -6.65587  0.00124987
        2610    -6.64983    -6.65586  0.00124939
        2611     -6.6479    -6.65586  0.00124892
        2612    -6.64658    -6.65586  0.00124845
        2613    -6.64554    -6.65585  0.00124797
        2614    -6.64478    -6.65585   0.0012475
        2615     -6.6427    -6.65584  0.00124704
        2616    -6.64157    -6.65584  0.00124657
        2617    -6.63943    -6.65583  0.00124611
        2618    -6.63696    -6.65582  0.00124566
        2619    -6.63446    -6.65582  0.00124521
        2620    -6.63261    -6.65581  0.00124476
        2621    -6.63074     -6.6558  0.00124433
        2622    -6.62855    -6.65579  0.00124389
        2623    -6.62635    -6.65578  0.00124347
        2624    -6.62449    -6.65576  0.00124305
        2625    -6.62295    -6.65575  0.00124264
        2626    -6.62111    -6.65574  0.00124224
        2627     -6.6196    -6.65573  0.00124184
        2628    -6.61811    -6.65571  0.00124145
        2629    -6.61665     -6.6557  0.00124107
        2630    -6.61489    -6.65568   0.0012407
        2631     -6.6138    -6.65566  0.00124033
        2632    -6.61308    -6.65565  0.00123996
        2633    -6.61175    -6.65563   0.0012396
        2634    -6.61045    -6.65561  0.00123925
        2635    -6.60888     -6.6556  0.00123891
        2636    -6.60768    -6.65558  0.00123857
        2637    -6.60555    -6.65556  0.00123825
        2638    -6.60412    -6.65554  0.00123793
        2639    -6.60243    -6.65552  0.00123762
        2640    -6.60176     -6.6555  0.00123732
        2641    -6.60018    -6.65548  0.00123703
        2642    -6.59834    -6.65546  0.00123675
        2643    -6.59688    -6.65543  0.00123648
        2644    -6.59614    -6.65541  0.00123622
        2645    -6.59578    -6.65539  0.00123596
        2646    -6.59517    -6.65537   0.0012357
        2647    -6.59496    -6.65534  0.00123544
        2648    -6.59416    -6.65532  0.00123519
        2649    -6.59279     -6.6553  0.00123495
        2650    -6.59247    -6.65527  0.00123471
        2651    -6.59222    -6.65525  0.00123448
        2652    -6.59139    -6.65523  0.00123425
        2653    -6.59064     -6.6552  0.00123402
        2654    -6.58997    -6.65518   0.0012338
        2655    -6.58937    -6.65515  0.00123358
        2656    -6.58885    -6.65513  0.00123337
        2657    -6.58873     -6.6551  0.00123316
        2658    -6.58901    -6.65508  0.00123295
        2659     -6.5884    -6.65505  0.00123274
        2660    -6.58819    -6.65503  0.00123253
        2661    -6.58837      -6.655  0.00123232
        2662    -6.58864    -6.65498  0.00123211
        2663    -6.58931    -6.65495   0.0012319
        2664    -6.59037    -6.65493  0.00123167
        2665    -6.59087     -6.6549  0.00123145
        2666    -6.59177    -6.65488  0.00123121
        2667    -6.59242    -6.65486  0.00123097
        2668    -6.59282    -6.65483  0.00123073
        2669    -6.59362    -6.65481  0.00123048
        2670    -6.59384    -6.65479  0.00123023
        2671     -6.5935    -6.65477  0.00122999
        2672    -6.59452    -6.65474  0.00122973
        2673    -6.59528    -6.65472  0.00122947
        2674    -6.59645     -6.6547  0.00122921
        2675    -6.59767    -6.65468  0.00122893
        2676    -6.59832    -6.65466  0.00122865
        2677    -6.60001    -6.65464  0.00122837
        2678    -6.60176    -6.65462  0.00122807
        2679    -6.60326     -6.6546  0.00122776
        2680    -6.60481    -6.65458  0.00122744
        2681     -6.6061    -6.65456  0.00122711
        2682    -6.60746    -6.65454  0.00122678
        2683    -6.60951    -6.65453  0.00122644
        2684    -6.61098    -6.65451  0.00122609
        2685    -6.61251    -6.65449  0.00122573
        2686     -6.6144    -6.65448  0.00122537
        2687    -6.61635    -6.65447  0.00122499
        2688    -6.61932    -6.65445  0.00122461
        2689    -6.62137    -6.65444  0.00122421
        2690    -6.62346    -6.65443  0.00122381
        2691    -6.62592    -6.65442   0.0012234
        2692    -6.62809    -6.65441  0.00122299
        2693    -6.63062     -6.6544  0.00122257
        2694    -6.63319    -6.65439  0.00122214
        2695    -6.63579    -6.65438   0.0012217
        2696    -6.63875    -6.65438  0.00122127
        2697    -6.64108    -6.65437  0.00122082
        2698    -6.64312    -6.65437  0.00122038
        2699    -6.64582    -6.65437  0.00121993
        2700    -6.64757    -6.65436  0.00121948
        2701    -6.64999    -6.65436  0.00121903
        2702    -6.65241    -6.65436  0.00121858
        2703    -6.65452    -6.65436  0.00121813
        2704    -6.65696    -6.65436  0.00121768
        2705    -6.65907    -6.65436  0.00121723
        2706    -6.66151    -6.65437  0.00121678
        2707    -6.66329    -6.65437  0.00121634
        2708    -6.66604    -6.65437  0.00121589
        2709    -6.66812    -6.65438  0.00121546
        2710    -6.66987    -6.65439  0.00121502
        2711    -6.67257    -6.65439  0.00121459
        2712     -6.6746     -6.6544  0.00121417
        2713    -6.67725    -6.65441  0.00121375
        2714     -6.6789    -6.65442  0.00121333
        2715    -6.68181    -6.65443  0.00121293
        2716    -6.68404    -6.65444  0.00121253
        2717    -6.68655    -6.65445  0.00121214
        2718    -6.68869    -6.65446  0.00121176
        2719    -6.69078    -6.65448  0.00121139
        2720    -6.69282    -6.65449  0.00121103
        2721    -6.69415     -6.6545  0.00121067
        2722    -6.69543    -6.65452  0.00121032
        2723    -6.69729    -6.65453  0.00120998
        2724    -6.69973    -6.65455  0.00120965
        2725    -6.70113    -6.65457  0.00120932
        2726    -6.70213    -6.65459  0.00120901
        2727    -6.70533     -6.6546   0.0012087
        2728    -6.70682    -6.65462  0.00120841
        2729    -6.70889    -6.65464  0.00120813
        2730     -6.7099    -6.65466  0.00120786
        2731    -6.71179    -6.65468   0.0012076
        2732    -6.71263    -6.65471  0.00120734
        2733    -6.71402    -6.65473   0.0012071
        2734    -6.71499    -6.65475  0.00120686
        2735    -6.71588    -6.65477  0.00120662
        2736    -6.71569    -6.65479  0.00120639
        2737    -6.71638    -6.65482  0.00120616
        2738    -6.71698    -6.65484  0.00120593
        2739     -6.7178    -6.65486  0.00120571
        2740     -6.7182    -6.65489  0.00120549
        2741     -6.7185    -6.65491  0.00120527
        2742    -6.71838    -6.65493  0.00120506
        2743    -6.71816    -6.65496  0.00120484
        2744    -6.71816    -6.65498  0.00120462
        2745    -6.71807      -6.655   0.0012044
        2746    -6.71822    -6.65502  0.00120418
        2747    -6.71762    -6.65505  0.00120396
        2748     -6.7166    -6.65507  0.00120373
        2749    -6.71615    -6.65509  0.00120349
        2750     -6.7156    -6.65511  0.00120326
        2751      -6.714    -6.65513  0.00120301
        2752     -6.7133    -6.65516  0.00120276
        2753    -6.71219    -6.65518   0.0012025
        2754    -6.71133     -6.6552  0.00120224
        2755    -6.71072    -6.65522  0.00120197
        2756    -6.71004    -6.65524   0.0012017
        2757    -6.70898    -6.65526  0.00120142
        2758    -6.70754    -6.65528  0.00120113
        2759    -6.70702    -6.65529  0.00120085
        2760    -6.70613    -6.65531  0.00120055
        2761    -6.70551    -6.65533  0.00120025
        2762    -6.70486    -6.65535  0.00119995
        2763    -6.70321    -6.65537  0.00119964
        2764    -6.70185    -6.65538  0.00119933
        2765    -6.70047     -6.6554  0.00119901
        2766    -6.69971    -6.65542  0.00119868
        2767    -6.69766    -6.65543  0.00119834
        2768    -6.69624    -6.65545    0.001198
        2769    -6.69547    -6.65546  0.00119766
        2770    -6.69374    -6.65547   0.0011973
        2771    -6.69266    -6.65549  0.00119695
        2772    -6.69096     -6.6555  0.00119658
        2773    -6.68927    -6.65551  0.00119621
        2774    -6.68858    -6.65552  0.00119584
        2775    -6.68728    -6.65554  0.00119547
        2776    -6.68537    -6.65555  0.00119508
        2777    -6.68446    -6.65556   0.0011947
        2778    -6.68329    -6.65557  0.00119431
        2779    -6.68216    -6.65558  0.00119392
        2780    -6.68141    -6.65559  0.00119352
        2781    -6.68105    -6.65559  0.00119313
        2782     -6.6801     -6.6556  0.00119273
        2783    -6.67857    -6.65561  0.00119233
        2784    -6.67744    -6.65562  0.00119193
        2785    -6.67671    -6.65563  0.00119153
        2786     -6.6767    -6.65563  0.00119112
        2787     -6.6758    -6.65564  0.00119072
        2788    -6.67498    -6.65565  0.00119031
        2789    -6.67457    -6.65566   0.0011899
        2790    -6.67489    -6.65566   0.0011895
        2791    -6.67497    -6.65567  0.00118909
        2792    -6.67547    -6.65568  0.00118869
        2793    -6.67573    -6.65568  0.00118828
        2794    -6.67609    -6.65569  0.00118788
        2795    -6.67588     -6.6557  0.00118748
        2796    -6.67673    -6.65571  0.00118708
        2797     -6.6767    -6.65571  0.00118668
        2798    -6.67741    -6.65572  0.00118628
        2799    -6.67918    -6.65573  0.00118588
        2800    -6.67974    -6.65574  0.00118549
        2801    -6.68038    -6.65575   0.0011851
        2802    -6.68079    -6.65576  0.00118471
        2803    -6.68159    -6.65576  0.00118432
        2804    -6.68312    -6.65577  0.00118394
        2805    -6.68473    -6.65578  0.00118356
        2806    -6.68577     -6.6558  0.00118319
