#     BLOCK:   ACTUAL_P:     P_AVE:       ERROR:
        2547    0.936635    0.967013 0.000853976
        2548    0.937836    0.967001 0.000853718
        2549    0.939052     0.96699 0.000853453
        2550    0.940271     0.96698 0.000853183
        2551    0.941503     0.96697 0.000852907
        2552    0.942761     0.96696 0.000852625
        2553    0.944035    0.966951 0.000852339
        2554    0.945299    0.966943 0.000852047
        2555    0.946576    0.966935 0.000851751
        2556    0.947857    0.966927  0.00085145
        2557    0.949141    0.966921 0.000851146
        2558    0.950432    0.966914 0.000850837
        2559    0.951707    0.966908 0.000850526
        2560    0.952984    0.966903 0.000850211
        2561    0.954255    0.966898 0.000849893
        2562    0.955516    0.966893 0.000849573
        2563    0.956752    0.966889 0.000849251
        2564    0.957987    0.966886 0.000848927
        2565    0.959186    0.966883 0.000848601
        2566    0.960384     0.96688 0.000848274
        2567    0.961554    0.966878 0.000847946
        2568    0.962705    0.966877 0.000847618
        2569    0.963821    0.966875 0.000847289
        2570    0.964914    0.966875 0.000846959
        2571    0.965987    0.966874  0.00084663
        2572    0.967013    0.966874 0.000846301
        2573    0.967995    0.966875 0.000845972
        2574    0.968975    0.966876 0.000845644
        2575    0.969881    0.966877 0.000845316
        2576    0.970724    0.966878 0.000844989
        2577     0.97154     0.96688 0.000844663
        2578    0.972301    0.966882 0.000844338
        2579    0.973025    0.966885 0.000844014
        2580    0.973683    0.966887 0.000843691
        2581    0.974288     0.96689 0.000843369
        2582    0.974844    0.966893 0.000843048
        2583    0.975342    0.966896 0.000842728
        2584    0.975781      0.9669 0.000842409
        2585    0.976167    0.966903 0.000842091
        2586    0.976485    0.966907 0.000841773
        2587    0.976751    0.966911 0.000841456
        2588    0.976948    0.966915  0.00084114
        2589    0.977089    0.966919 0.000840824
        2590     0.97716    0.966923 0.000840509
        2591    0.977156    0.966927 0.000840194
        2592    0.977108    0.966931 0.000839879
        2593    0.976997    0.966935 0.000839564
        2594     0.97681    0.966938 0.000839249
        2595    0.976587    0.966942 0.000838934
        2596    0.976283    0.966946 0.000838618
        2597    0.975957    0.966949 0.000838303
        2598    0.975535    0.966952 0.000837987
        2599    0.975054    0.966956  0.00083767
        2600    0.974524    0.966958 0.000837353
        2601    0.973939    0.966961 0.000837035
        2602    0.973292    0.966964 0.000836717
        2603    0.972591    0.966966 0.000836398
        2604    0.971838    0.966968 0.000836079
        2605    0.971029    0.966969  0.00083576
        2606    0.970184     0.96697  0.00083544
        2607      0.9693    0.966971  0.00083512
        2608    0.968346    0.966972   0.0008348
        2609    0.967359    0.966972  0.00083448
        2610    0.966333    0.966972  0.00083416
        2611    0.965283    0.966971 0.000833841
        2612    0.964187     0.96697 0.000833523
        2613    0.963054    0.966968 0.000833205
        2614    0.961885    0.966967 0.000832888
        2615    0.960718    0.966964 0.000832573
        2616    0.959509    0.966961  0.00083226
        2617      0.9583    0.966958 0.000831949
        2618     0.95708    0.966954 0.000831639
        2619    0.955846     0.96695 0.000831333
        2620    0.954589    0.966945 0.000831029
        2621    0.953323     0.96694 0.000830728
        2622    0.952058    0.966934  0.00083043
        2623    0.950789    0.966928 0.000830137
        2624    0.949514    0.966922 0.000829847
        2625    0.948236    0.966914 0.000829561
        2626    0.946969    0.966907  0.00082928
        2627    0.945704    0.966899 0.000829004
        2628    0.944448     0.96689 0.000828732
        2629    0.943206    0.966881 0.000828466
        2630    0.941986    0.966872 0.000828205
        2631    0.940772    0.966862  0.00082795
        2632    0.939571    0.966852   0.0008277
        2633    0.938408    0.966841 0.000827456
        2634     0.93727    0.966829 0.000827218
        2635    0.936167    0.966818 0.000826986
        2636    0.935087    0.966806  0.00082676
        2637    0.934057    0.966793  0.00082654
        2638    0.933048    0.966781 0.000826325
        2639    0.932081    0.966767 0.000826117
        2640    0.931131    0.966754 0.000825914
        2641     0.93024     0.96674 0.000825717
        2642    0.929395    0.966726 0.000825526
        2643    0.928586    0.966712 0.000825339
        2644    0.927807    0.966697 0.000825158
        2645    0.927065    0.966682 0.000824982
        2646    0.926375    0.966667 0.000824811
        2647    0.925725    0.966651 0.000824645
        2648    0.925135    0.966635 0.000824482
        2649    0.924606     0.96662 0.000824324
        2650    0.924107    0.966604 0.000824169
        2651    0.923658    0.966587 0.000824017
        2652    0.923271    0.966571 0.000823868
        2653    0.922935    0.966555 0.000823722
        2654    0.922651    0.966538 0.000823578
        2655     0.92242    0.966521 0.000823435
        2656     0.92224    0.966505 0.000823294
        2657    0.922105    0.966488 0.000823153
        2658    0.922016    0.966471 0.000823014
        2659    0.921999    0.966455 0.000822874
        2660    0.922029    0.966438 0.000822734
        2661    0.922105    0.966421 0.000822594
        2662    0.922233    0.966405 0.000822452
        2663    0.922407    0.966388 0.000822309
        2664    0.922628    0.966372 0.000822165
        2665    0.922915    0.966355 0.000822018
        2666    0.923247    0.966339 0.000821869
        2667    0.923639    0.966323 0.000821716
        2668    0.924089    0.966307 0.000821561
        2669    0.924583    0.966292 0.000821402
        2670    0.925142    0.966276 0.000821239
        2671    0.925764    0.966261 0.000821071
        2672    0.926412    0.966246 0.000820899
        2673    0.927116    0.966232 0.000820723
        2674    0.927861    0.966217 0.000820541
        2675    0.928654    0.966203 0.000820355
        2676    0.929506    0.966189 0.000820163
        2677    0.930385    0.966176 0.000819965
        2678    0.931309    0.966163 0.000819763
        2679    0.932285     0.96615 0.000819554
        2680    0.933305    0.966138  0.00081934
        2681    0.934374    0.966126  0.00081912
        2682    0.935484    0.966115 0.000818894
        2683    0.936622    0.966104 0.000818663
        2684    0.937813    0.966093 0.000818426
        2685    0.939044    0.966083 0.000818183
        2686    0.940305    0.966074 0.000817935
        2687    0.941603    0.966065 0.000817681
        2688    0.942915    0.966056 0.000817422
        2689     0.94428    0.966048 0.000817158
        2690    0.945678     0.96604 0.000816889
        2691      0.9471    0.966033 0.000816616
        2692    0.948558    0.966027 0.000816339
        2693    0.950037    0.966021 0.000816057
        2694     0.95154    0.966015 0.000815772
        2695    0.953068    0.966011 0.000815483
        2696    0.954611    0.966006 0.000815192
        2697    0.956187    0.966003 0.000814898
        2698    0.957788       0.966 0.000814601
        2699    0.959393    0.965997 0.000814303
        2700    0.961034    0.965995 0.000814004
        2701    0.962674    0.965994 0.000813703
        2702    0.964324    0.965994 0.000813402
        2703    0.965988    0.965994 0.000813101
        2704    0.967651    0.965994 0.000812801
        2705    0.969324    0.965995 0.000812501
        2706    0.970991    0.965997 0.000812203
        2707     0.97267       0.966 0.000811907
        2708    0.974326    0.966003 0.000811613
        2709     0.97599    0.966007 0.000811322
        2710    0.977652    0.966011 0.000811034
        2711    0.979284    0.966016 0.000810749
        2712    0.980916    0.966021 0.000810469
        2713     0.98252    0.966027 0.000810193
        2714    0.984126    0.966034 0.000809922
        2715    0.985685    0.966041 0.000809656
        2716    0.987234    0.966049 0.000809395
        2717    0.988752    0.966057 0.000809141
        2718    0.990249    0.966066 0.000808892
        2719    0.991715    0.966076 0.000808649
        2720    0.993146    0.966086 0.000808413
        2721    0.994555    0.966096 0.000808184
        2722    0.995926    0.966107 0.000807961
        2723    0.997243    0.966119 0.000807746
        2724    0.998504     0.96613 0.000807537
        2725    0.999739    0.966143 0.000807334
        2726     1.00093    0.966156 0.000807139
        2727     1.00203    0.966169  0.00080695
        2728     1.00311    0.966182 0.000806768
        2729     1.00412    0.966196 0.000806592
        2730      1.0051     0.96621 0.000806423
        2731       1.006    0.966225 0.000806259
        2732     1.00686     0.96624 0.000806101
        2733     1.00765    0.966255 0.000805949
        2734     1.00839     0.96627 0.000805801
        2735     1.00906    0.966286 0.000805658
        2736     1.00968    0.966302  0.00080552
        2737     1.01022    0.966318 0.000805386
        2738      1.0107    0.966334 0.000805254
        2739      1.0111     0.96635 0.000805126
        2740     1.01144    0.966367 0.000805001
        2741     1.01172    0.966383 0.000804877
        2742     1.01193      0.9664 0.000804755
        2743     1.01208    0.966417 0.000804634
        2744     1.01215    0.966433 0.000804513
        2745     1.01215     0.96645 0.000804392
        2746     1.01208    0.966467 0.000804271
        2747     1.01197    0.966483 0.000804149
        2748     1.01179      0.9665 0.000804025
        2749     1.01154    0.966516   0.0008039
        2750     1.01123    0.966532 0.000803772
        2751     1.01088    0.966548 0.000803641
        2752     1.01045    0.966564 0.000803507
        2753     1.00997     0.96658  0.00080337
        2754     1.00943    0.966596 0.000803229
        2755     1.00883    0.966611 0.000803084
        2756     1.00819    0.966626 0.000802934
        2757      1.0075    0.966641  0.00080278
        2758     1.00678    0.966656 0.000802621
        2759       1.006     0.96667 0.000802456
        2760     1.00519    0.966684 0.000802287
        2761     1.00434    0.966697 0.000802112
        2762     1.00346    0.966711 0.000801932
        2763     1.00257    0.966724 0.000801747
        2764     1.00166    0.966736 0.000801557
        2765     1.00073    0.966749 0.000801361
        2766    0.999763    0.966761  0.00080116
        2767    0.998814    0.966772 0.000800954
        2768    0.997844    0.966783 0.000800744
        2769    0.996857    0.966794 0.000800528
        2770    0.995889    0.966805 0.000800308
        2771    0.994913    0.966815 0.000800083
        2772    0.993956    0.966825 0.000799855
        2773    0.993011    0.966834 0.000799622
        2774    0.992059    0.966843 0.000799385
        2775    0.991139    0.966852 0.000799145
        2776    0.990254     0.96686 0.000798902
        2777    0.989373    0.966869 0.000798655
        2778    0.988528    0.966876 0.000798406
        2779    0.987715    0.966884 0.000798154
        2780     0.98693    0.966891 0.000797899
        2781    0.986177    0.966898 0.000797643
        2782    0.985478    0.966905 0.000797384
        2783    0.984836    0.966911 0.000797123
        2784    0.984234    0.966917 0.000796861
        2785    0.983674    0.966923 0.000796598
        2786    0.983151    0.966929 0.000796333
        2787    0.982702    0.966935 0.000796068
        2788    0.982307     0.96694 0.000795801
        2789    0.981962    0.966946 0.000795534
        2790     0.98166    0.966951 0.000795266
        2791    0.981424    0.966956 0.000794998
        2792    0.981241    0.966961  0.00079473
        2793    0.981125    0.966966 0.000794462
        2794     0.98107    0.966971 0.000794193
        2795     0.98109    0.966976 0.000793925
        2796    0.981152    0.966982 0.000793658
        2797    0.981294    0.966987  0.00079339
        2798    0.981484    0.966992 0.000793124
        2799    0.981716    0.966997 0.000792858
        2800    0.982035    0.967002 0.000792593
        2801    0.982413    0.967008 0.000792329
        2802    0.982856    0.967014 0.000792066
        2803    0.983348    0.967019 0.000791805
        2804    0.983884    0.967025 0.000791546
        2805    0.984473    0.967032 0.000791288
        2806    0.985128    0.967038 0.000791032
        2807    0.985833    0.967045 0.000790779
        2808    0.986571    0.967052 0.000790528
        2809    0.987373    0.967059 0.000790279
        2810    0.988199    0.967067 0.000790034
        2811    0.989058    0.967074 0.000789792
        2812    0.989974    0.967082 0.000789553
        2813    0.990926    0.967091 0.000789318
        2814    0.991903      0.9671 0.000789086
        2815    0.992923    0.967109 0.000788859
        2816    0.993956    0.967118 0.000788637
        2817    0.995026    0.967128 0.000788419
        2818    0.996103    0.967139 0.000788206
        2819    0.997204    0.967149 0.000787999
        2820    0.998325     0.96716 0.000787797
        2821    0.999452    0.967172 0.000787601
        2822      1.0006    0.967184 0.000787411
        2823     1.00175    0.967196 0.000787227
        2824     1.00289    0.967209  0.00078705
        2825     1.00404    0.967222 0.000786879
        2826     1.00517    0.967235 0.000786715
        2827     1.00629    0.967249 0.000786558
        2828     1.00742    0.967263 0.000786408
        2829     1.00852    0.967278 0.000786266
        2830     1.00962    0.967293  0.00078613
        2831     1.01071    0.967308 0.000786002
        2832     1.01177    0.967324 0.000785881
        2833     1.01282     0.96734 0.000785768
        2834     1.01384    0.967356 0.000785662
        2835     1.01483    0.967373 0.000785563
        2836     1.01578     0.96739 0.000785472
        2837     1.01671    0.967407 0.000785387
        2838     1.01761    0.967425  0.00078531
        2839     1.01846    0.967443 0.000785239
        2840     1.01928    0.967461 0.000785174
        2841     1.02005     0.96748 0.000785116
        2842     1.02079    0.967498 0.000785064
        2843     1.02146    0.967517 0.000785017
        2844     1.02211    0.967537 0.000784976
        2845      1.0227    0.967556 0.000784939
        2846     1.02324    0.967576 0.000784907
        2847     1.02374    0.967595  0.00078488
        2848     1.02418    0.967615 0.000784855
        2849     1.02456    0.967635 0.000784834
        2850      1.0249    0.967655 0.000784816
        2851     1.02519    0.967675   0.0007848
        2852      1.0254    0.967696 0.000784786
        2853     1.02556    0.967716 0.000784773
        2854     1.02566    0.967736 0.000784761
        2855      1.0257    0.967757 0.000784748
        2856     1.02569    0.967777 0.000784736
        2857     1.02562    0.967797 0.000784722
        2858      1.0255    0.967817 0.000784707
        2859     1.02533    0.967837 0.000784691
        2860     1.02506    0.967857 0.000784671
        2861     1.02476    0.967877 0.000784649
        2862     1.02441    0.967897 0.000784624
        2863     1.02402    0.967917 0.000784594
        2864     1.02355    0.967936 0.000784561
        2865     1.02304    0.967955 0.000784523
        2866     1.02246    0.967974 0.000784479
        2867     1.02184    0.967993 0.000784431
        2868     1.02117    0.968012 0.000784376
        2869     1.02046     0.96803 0.000784316
        2870      1.0197    0.968048 0.000784249
        2871     1.01891    0.968066 0.000784176
        2872     1.01807    0.968083 0.000784096
        2873     1.01719      0.9681  0.00078401
        2874     1.01628    0.968117 0.000783916
        2875     1.01535    0.968133 0.000783816
        2876      1.0144    0.968149 0.000783708
        2877     1.01341    0.968165 0.000783594
        2878     1.01239    0.968181 0.000783472
        2879     1.01136    0.968196 0.000783344
        2880     1.01031     0.96821 0.000783208
        2881     1.00925    0.968224 0.000783066
        2882     1.00819    0.968238 0.000782917
        2883     1.00714    0.968252 0.000782761
        2884     1.00609    0.968265   0.0007826
        2885     1.00507    0.968278 0.000782433
        2886     1.00404     0.96829  0.00078226
        2887     1.00303    0.968302 0.000782081
        2888     1.00204    0.968314 0.000781898
        2889     1.00108    0.968325 0.000781709
        2890     1.00015    0.968336 0.000781516
        2891    0.999252    0.968347 0.000781319
        2892    0.998381    0.968357 0.000781118
        2893    0.997571    0.968367 0.000780913
        2894      0.9968    0.968377 0.000780705
        2895    0.996093    0.968387 0.000780494
        2896    0.995411    0.968396 0.000780281
        2897    0.994799    0.968405 0.000780064
        2898    0.994239    0.968414 0.000779846
        2899    0.993759    0.968423 0.000779626
        2900    0.993324    0.968431 0.000779405
        2901    0.992961     0.96844 0.000779182
        2902    0.992672    0.968448 0.000778958
        2903     0.99244    0.968456 0.000778734
        2904    0.992286    0.968465 0.000778509
        2905    0.992204    0.968473 0.000778284
        2906    0.992181    0.968481 0.000778059
        2907    0.992249    0.968489 0.000777834
        2908    0.992384    0.968497  0.00077761
        2909    0.992598    0.968506 0.000777387
        2910    0.992875    0.968514 0.000777165
        2911    0.993229    0.968523 0.000776944
        2912     0.99365    0.968531 0.000776725
        2913    0.994137     0.96854 0.000776508
        2914    0.994682    0.968549 0.000776293
        2915    0.995302    0.968558 0.000776081
        2916     0.99594    0.968568 0.000775872
        2917    0.996655    0.968577 0.000775666
        2918    0.997428    0.968587 0.000775463
        2919    0.998251    0.968597 0.000775264
        2920    0.999118    0.968608 0.000775069
        2921     1.00003    0.968618 0.000774878
        2922     1.00096    0.968629 0.000774692
        2923     1.00192    0.968641 0.000774511
        2924     1.00292    0.968653 0.000774335
        2925     1.00397    0.968665 0.000774164
        2926     1.00502    0.968677 0.000773999
        2927     1.00609     0.96869  0.00077384
        2928     1.00716    0.968703 0.000773687
        2929     1.00826    0.968717 0.000773541
        2930     1.00936     0.96873 0.000773402
        2931     1.01045    0.968745 0.000773269
        2932     1.01153    0.968759 0.000773143
        2933     1.01259    0.968774 0.000773023
        2934     1.01364    0.968789 0.000772911
        2935     1.01467    0.968805 0.000772806
        2936     1.01569    0.968821 0.000772708
        2937     1.01667    0.968837 0.000772616
        2938     1.01762    0.968854 0.000772532
        2939     1.01853    0.968871 0.000772454
        2940     1.01941    0.968888 0.000772382
        2941     1.02026    0.968906 0.000772317
        2942     1.02106    0.968923 0.000772258
        2943     1.02182    0.968941 0.000772205
        2944     1.02251    0.968959 0.000772157
        2945     1.02314    0.968978 0.000772114
        2946     1.02375    0.968996 0.000772075
        2947     1.02429    0.969015 0.000772041
        2948     1.02477    0.969034 0.000772011
        2949     1.02519    0.969053 0.000771984
        2950     1.02557    0.969072  0.00077196
        2951     1.02589    0.969092 0.000771939
        2952     1.02613    0.969111 0.000771919
        2953     1.02633     0.96913 0.000771901
        2954     1.02647     0.96915 0.000771883
        2955     1.02653    0.969169 0.000771866
        2956     1.02653    0.969188 0.000771849
        2957     1.02648    0.969208 0.000771831
        2958     1.02636    0.969227 0.000771812
        2959     1.02618    0.969246 0.000771791
        2960     1.02594    0.969266 0.000771768
        2961     1.02563    0.969285 0.000771742
        2962     1.02526    0.969303 0.000771713
        2963     1.02485    0.969322  0.00077168
        2964     1.02437    0.969341 0.000771643
        2965     1.02382    0.969359 0.000771602
        2966     1.02323    0.969377 0.000771555
        2967     1.02259    0.969395 0.000771504
        2968     1.02189    0.969413 0.000771446
        2969     1.02113     0.96943 0.000771383
        2970     1.02034    0.969448 0.000771314
        2971      1.0195    0.969464 0.000771238
        2972     1.01863    0.969481 0.000771156
        2973     1.01771    0.969497 0.000771067
        2974     1.01677    0.969513 0.000770972
        2975     1.01579    0.969529  0.00077087
        2976     1.01477    0.969544 0.000770761
        2977      1.0137    0.969559 0.000770644
        2978     1.01263    0.969573 0.000770521
        2979     1.01154    0.969587 0.000770392
        2980     1.01041    0.969601 0.000770255
        2981     1.00927    0.969614 0.000770111
        2982     1.00811    0.969627 0.000769961
        2983     1.00694     0.96964 0.000769805
        2984     1.00575    0.969652 0.000769642
        2985     1.00455    0.969663 0.000769473
        2986     1.00334    0.969675 0.000769298
        2987     1.00213    0.969686 0.000769117
        2988      1.0009    0.969696  0.00076893
        2989    0.999693    0.969706 0.000768739
        2990    0.998485    0.969716 0.000768542
        2991    0.997275    0.969725  0.00076834
        2992    0.996071    0.969734 0.000768134
        2993     0.99488    0.969742 0.000767923
        2994    0.993699     0.96975 0.000767708
        2995    0.992535    0.969758  0.00076749
        2996    0.991356    0.969765 0.000767267
        2997    0.990197    0.969772 0.000767042
        2998    0.989052    0.969778 0.000766813
        2999    0.987923    0.969784 0.000766581
        3000    0.986811     0.96979 0.000766346
        3001    0.985729    0.969795 0.000766109
        3002    0.984672      0.9698  0.00076587
        3003    0.983627    0.969805 0.000765629
        3004    0.982589    0.969809 0.000765386
        3005    0.981586    0.969813 0.000765141
        3006    0.980577    0.969816 0.000764895
        3007    0.979615     0.96982 0.000764648
        3008     0.97867    0.969823 0.000764399
        3009    0.977745    0.969825  0.00076415
        3010    0.976826    0.969828 0.000763899
        3011    0.975935     0.96983 0.000763648
        3012    0.975084    0.969831 0.000763397
        3013    0.974239    0.969833 0.000763145
        3014    0.973407    0.969834 0.000762893
        3015    0.972601    0.969835  0.00076264
        3016    0.971813    0.969836 0.000762388
        3017    0.971046    0.969836 0.000762135
        3018     0.97029    0.969836 0.000761882
        3019    0.969555    0.969836  0.00076163
        3020    0.968809    0.969836 0.000761378
        3021    0.968089    0.969835 0.000761126
        3022    0.967383    0.969834 0.000760875
        3023    0.966695    0.969833 0.000760624
        3024    0.966024    0.969832 0.000760373
        3025    0.965361    0.969831 0.000760123
        3026    0.964693    0.969829 0.000759874
        3027    0.964038    0.969827 0.000759625
        3028    0.963394    0.969825 0.000759377
        3029    0.962762    0.969823  0.00075913
        3030    0.962114     0.96982 0.000758884
        3031    0.961462    0.969817 0.000758639
        3032    0.960818    0.969814 0.000758394
        3033    0.960195    0.969811 0.000758151
        3034    0.959557    0.969808 0.000757909
        3035    0.958916    0.969804 0.000757667
        3036    0.958264      0.9698 0.000757427
        3037    0.957613    0.969796 0.000757189
        3038    0.956964    0.969792 0.000756951
        3039    0.956294    0.969788 0.000756715
        3040    0.955636    0.969783  0.00075648
        3041    0.954958    0.969778 0.000756247
        3042    0.954277    0.969773 0.000756016
        3043    0.953573    0.969768 0.000755786
        3044     0.95287    0.969762 0.000755558
        3045    0.952157    0.969756 0.000755332
        3046    0.951418     0.96975 0.000755108
        3047    0.950666    0.969744 0.000754887
        3048    0.949921    0.969738 0.000754667
        3049    0.949136    0.969731  0.00075445
        3050    0.948345    0.969724 0.000754235
        3051    0.947546    0.969717 0.000754023
        3052    0.946732    0.969709 0.000753813
        3053    0.945903    0.969701 0.000753607
        3054    0.945057    0.969693 0.000753403
        3055    0.944203    0.969685 0.000753203
        3056     0.94332    0.969676 0.000753006
        3057    0.942435    0.969667 0.000752812
        3058    0.941534    0.969658 0.000752622
        3059    0.940604    0.969649 0.000752436
        3060    0.939671    0.969639 0.000752254
        3061    0.938729    0.969629 0.000752076
        3062    0.937753    0.969618 0.000751902
        3063    0.936769    0.969608 0.000751733
        3064    0.935758    0.969596 0.000751569
        3065    0.934753    0.969585  0.00075141
        3066    0.933731    0.969573 0.000751256
        3067    0.932692    0.969561 0.000751107
        3068    0.931654    0.969549 0.000750964
        3069    0.930592    0.969536 0.000750826
        3070    0.929521    0.969523 0.000750695
        3071     0.92844     0.96951  0.00075057
        3072    0.927358    0.969496 0.000750451
        3073    0.926269    0.969482 0.000750338
        3074     0.92516    0.969468 0.000750233
        3075    0.924053    0.969453 0.000750134
        3076     0.92295    0.969438 0.000750043
        3077    0.921837    0.969422 0.000749958
        3078     0.92073    0.969407 0.000749882
        3079    0.919616     0.96939 0.000749812
        3080    0.918506    0.969374 0.000749751
        3081    0.917407    0.969357 0.000749697
        3082    0.916307     0.96934 0.000749652
        3083    0.915226    0.969322 0.000749614
        3084    0.914159    0.969304 0.000749584
        3085    0.913083    0.969286 0.000749563
        3086    0.912032    0.969268 0.000749549
        3087    0.910982    0.969249 0.000749544
        3088    0.909952    0.969229 0.000749548
        3089    0.908934     0.96921 0.000749559
        3090    0.907941     0.96919 0.000749579
        3091    0.906969     0.96917 0.000749606
        3092    0.906024     0.96915 0.000749642
        3093    0.905103    0.969129 0.000749686
        3094    0.904194    0.969108 0.000749737
        3095    0.903306    0.969087 0.000749796
        3096    0.902453    0.969065 0.000749863
        3097    0.901636    0.969043 0.000749937
        3098    0.900864    0.969021 0.000750018
        3099    0.900112    0.968999 0.000750105
        3100    0.899375    0.968977 0.000750199
        3101      0.8987    0.968954   0.0007503
        3102     0.89805    0.968931 0.000750406
        3103    0.897451    0.968908 0.000750517
        3104    0.896898    0.968885 0.000750634
        3105    0.896374    0.968861 0.000750756
        3106    0.895879    0.968838 0.000750881
        3107    0.895448    0.968814 0.000751011
        3108    0.895075    0.968791 0.000751144
        3109    0.894729    0.968767  0.00075128
        3110    0.894436    0.968743 0.000751419
        3111    0.894186    0.968719 0.000751559
        3112    0.893978    0.968695 0.000751702
        3113    0.893819    0.968671 0.000751845
        3114    0.893717    0.968647 0.000751988
        3115    0.893664    0.968623 0.000752132
        3116    0.893655    0.968599 0.000752276
        3117    0.893698    0.968575 0.000752418
        3118    0.893793    0.968551 0.000752559
        3119    0.893941    0.968527 0.000752698
        3120    0.894142    0.968503 0.000752834
        3121    0.894396    0.968479 0.000752967
        3122     0.89471    0.968456 0.000753096
        3123    0.895085    0.968432 0.000753222
        3124    0.895519    0.968409 0.000753342
        3125    0.896008    0.968386 0.000753457
        3126    0.896544    0.968363 0.000753567
        3127    0.897134     0.96834  0.00075367
        3128    0.897771    0.968317 0.000753766
        3129    0.898465    0.968295 0.000753856
        3130    0.899205    0.968273 0.000753938
        3131    0.899994    0.968251 0.000754013
        3132    0.900841    0.968229 0.000754079
        3133    0.901724    0.968208 0.000754137
        3134    0.902669    0.968187 0.000754186
        3135    0.903636    0.968167 0.000754227
        3136    0.904663    0.968147 0.000754258
        3137     0.90573    0.968127  0.00075428
        3138    0.906862    0.968107 0.000754292
        3139    0.908039    0.968088 0.000754295
        3140    0.909232    0.968069 0.000754287
        3141    0.910499    0.968051  0.00075427
        3142    0.911793    0.968033 0.000754242
        3143    0.913126    0.968016 0.000754205
        3144    0.914495    0.967998 0.000754157
        3145    0.915898    0.967982 0.000754099
        3146    0.917334    0.967966 0.000754031
        3147    0.918795     0.96795 0.000753953
        3148    0.920285    0.967935 0.000753866
        3149    0.921809     0.96792 0.000753769
        3150    0.923365    0.967906 0.000753662
        3151    0.924932    0.967893 0.000753546
        3152    0.926528     0.96788 0.000753422
        3153    0.928145    0.967867 0.000753288
        3154     0.92978    0.967855 0.000753146
        3155    0.931437    0.967843 0.000752996
        3156    0.933101    0.967832 0.000752838
        3157    0.934776    0.967822 0.000752672
        3158    0.936447    0.967812 0.000752499
        3159    0.938145    0.967802  0.00075232
        3160    0.939842    0.967794 0.000752134
        3161    0.941561    0.967785 0.000751941
        3162    0.943256    0.967778 0.000751744
        3163    0.944956     0.96777 0.000751541
        3164     0.94666    0.967764 0.000751333
        3165     0.94836    0.967758  0.00075112
        3166     0.95004    0.967752 0.000750904
        3167    0.951711    0.967747 0.000750684
        3168    0.953364    0.967742 0.000750461
        3169    0.955013    0.967738 0.000750235
        3170    0.956655    0.967735 0.000750006
        3171     0.95828    0.967732 0.000749775
        3172    0.959886    0.967729 0.000749543
        3173    0.961471    0.967727  0.00074931
        3174    0.963026    0.967726 0.000749075
        3175    0.964563    0.967725  0.00074884
        3176     0.96608    0.967724 0.000748604
        3177    0.967576    0.967724 0.000748368
        3178    0.969031    0.967725 0.000748133
        3179    0.970455    0.967726 0.000747898
        3180    0.971853    0.967727 0.000747664
        3181    0.973211    0.967729 0.000747431
        3182    0.974535    0.967731 0.000747199
        3183    0.975824    0.967733 0.000746969
        3184     0.97707    0.967736  0.00074674
        3185    0.978286     0.96774 0.000746513
        3186    0.979469    0.967743 0.000746288
        3187    0.980606    0.967747 0.000746064
        3188    0.981703    0.967752 0.000745843
        3189    0.982757    0.967756 0.000745624
        3190     0.98377    0.967761 0.000745407
        3191    0.984733    0.967767 0.000745193
        3192    0.985661    0.967772  0.00074498
        3193    0.986547    0.967778  0.00074477
        3194    0.987383    0.967784 0.000744562
        3195    0.988174    0.967791 0.000744357
        3196    0.988927    0.967797 0.000744153
        3197    0.989637    0.967804 0.000743952
        3198    0.990301    0.967811 0.000743752
        3199    0.990926    0.967818 0.000743555
        3200    0.991499    0.967826 0.000743359
        3201    0.992034    0.967833 0.000743166
        3202    0.992503    0.967841 0.000742973
        3203    0.992946    0.967849 0.000742783
        3204    0.993332    0.967857 0.000742594
        3205    0.993679    0.967865 0.000742406
        3206    0.993968    0.967873 0.000742219
        3207    0.994232    0.967881 0.000742033
        3208    0.994445     0.96789 0.000741848
        3209    0.994608    0.967898 0.000741663
        3210    0.994739    0.967906 0.000741479
        3211    0.994808    0.967915 0.000741296
        3212    0.994847    0.967923 0.000741112
        3213    0.994837    0.967931 0.000740929
        3214     0.99479     0.96794 0.000740746
        3215    0.994696    0.967948 0.000740562
        3216    0.994567    0.967956 0.000740378
        3217    0.994383    0.967965 0.000740193
        3218    0.994174    0.967973 0.000740008
        3219    0.993943    0.967981 0.000739822
        3220    0.993668    0.967989 0.000739635
        3221    0.993347    0.967997 0.000739448
        3222    0.992986    0.968004 0.000739259
        3223    0.992594    0.968012 0.000739069
        3224    0.992144     0.96802 0.000738878
        3225    0.991663    0.968027 0.000738685
        3226    0.991152    0.968034 0.000738491
        3227     0.99061    0.968041 0.000738295
        3228     0.99002    0.968048 0.000738098
        3229    0.989395    0.968054 0.000737899
        3230    0.988741    0.968061 0.000737698
        3231    0.988046    0.968067 0.000737496
        3232    0.987297    0.968073 0.000737291
        3233    0.986528    0.968079 0.000737085
        3234    0.985728    0.968084 0.000736878
        3235    0.984902    0.968089 0.000736668
        3236    0.984053    0.968094 0.000736457
        3237    0.983179    0.968099 0.000736244
        3238    0.982258    0.968103  0.00073603
        3239    0.981308    0.968107 0.000735814
        3240     0.98033    0.968111 0.000735597
        3241    0.979333    0.968115 0.000735378
        3242    0.978316    0.968118 0.000735158
        3243    0.977275    0.968121 0.000734936
        3244    0.976211    0.968123 0.000734714
