#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
        1454    0.806671    0.806315  0.00104497
        1455    0.807157    0.806315  0.00104426
        1456    0.807631    0.806316  0.00104354
        1457    0.808092    0.806317  0.00104282
        1458     0.80854    0.806319  0.00104211
        1459    0.808976    0.806321   0.0010414
        1460    0.809399    0.806323  0.00104069
        1461    0.809808    0.806325  0.00103998
        1462    0.810205    0.806328  0.00103927
        1463    0.810589    0.806331  0.00103856
        1464    0.810962    0.806334  0.00103786
        1465    0.811324    0.806337  0.00103715
        1466    0.811673    0.806341  0.00103645
        1467    0.812011    0.806345  0.00103575
        1468    0.812338    0.806349  0.00103506
        1469    0.812652    0.806353  0.00103436
        1470    0.812956    0.806358  0.00103367
        1471    0.813248    0.806362  0.00103297
        1472     0.81353    0.806367  0.00103228
        1473    0.813803    0.806372   0.0010316
        1474    0.814067    0.806378  0.00103091
        1475     0.81432    0.806383  0.00103022
        1476    0.814565    0.806388  0.00102954
        1477    0.814802    0.806394  0.00102886
        1478     0.81503      0.8064  0.00102818
        1479     0.81525    0.806406   0.0010275
        1480    0.815462    0.806412  0.00102683
        1481    0.815667    0.806418  0.00102615
        1482    0.815864    0.806425  0.00102548
        1483    0.816054    0.806431  0.00102481
        1484    0.816239    0.806438  0.00102414
        1485    0.816417    0.806445  0.00102347
        1486     0.81659    0.806451  0.00102281
        1487    0.816757    0.806458  0.00102214
        1488    0.816921    0.806465  0.00102148
        1489    0.817081    0.806472  0.00102082
        1490    0.817238     0.80648  0.00102016
        1491    0.817391    0.806487   0.0010195
        1492    0.817541    0.806494  0.00101884
        1493     0.81769    0.806502  0.00101819
        1494    0.817838    0.806509  0.00101754
        1495    0.817984    0.806517  0.00101688
        1496     0.81813    0.806525  0.00101623
        1497    0.818276    0.806533  0.00101559
        1498    0.818422    0.806541  0.00101494
        1499    0.818569    0.806549  0.00101429
        1500    0.818716    0.806557  0.00101365
        1501    0.818864    0.806565  0.00101301
        1502    0.819013    0.806573  0.00101237
        1503    0.819162    0.806582  0.00101173
        1504    0.819313     0.80659  0.00101109
        1505    0.819464    0.806599  0.00101045
        1506    0.819617    0.806607  0.00100982
        1507    0.819772    0.806616  0.00100919
        1508    0.819929    0.806625  0.00100856
        1509    0.820088    0.806634  0.00100793
        1510    0.820248    0.806643   0.0010073
        1511    0.820411    0.806652  0.00100668
        1512    0.820577    0.806661  0.00100605
        1513    0.820745    0.806671  0.00100543
        1514    0.820916     0.80668  0.00100481
        1515    0.821088    0.806689  0.00100419
        1516    0.821261    0.806699  0.00100358
        1517    0.821436    0.806709  0.00100296
        1518    0.821612    0.806719  0.00100235
        1519     0.82179    0.806728  0.00100174
        1520    0.821969    0.806739  0.00100113
        1521    0.822148    0.806749  0.00100052
        1522    0.822328    0.806759 0.000999917
        1523    0.822508    0.806769 0.000999314
        1524     0.82269     0.80678 0.000998713
        1525    0.822871     0.80679 0.000998114
        1526    0.823052    0.806801 0.000997517
        1527    0.823232    0.806812 0.000996922
        1528    0.823411    0.806823 0.000996328
        1529    0.823589    0.806833 0.000995737
        1530    0.823767    0.806845 0.000995148
        1531    0.823943    0.806856  0.00099456
        1532    0.824118    0.806867 0.000993975
        1533    0.824292    0.806878 0.000993392
        1534    0.824463     0.80689  0.00099281
        1535    0.824632    0.806901 0.000992231
        1536    0.824798    0.806913 0.000991653
        1537    0.824961    0.806925 0.000991077
        1538    0.825122    0.806937 0.000990504
        1539     0.82528    0.806949 0.000989932
        1540    0.825435    0.806961 0.000989362
        1541    0.825588    0.806973 0.000988794
        1542    0.825737    0.806985 0.000988227
        1543    0.825883    0.806997 0.000987663
        1544    0.826026    0.807009   0.0009871
        1545    0.826167    0.807022 0.000986539
        1546    0.826305    0.807034  0.00098598
        1547    0.826442    0.807047 0.000985422
        1548    0.826576    0.807059 0.000984866
        1549    0.826707    0.807072 0.000984312
        1550    0.826835    0.807085  0.00098376
        1551     0.82696    0.807098 0.000983209
        1552    0.827081     0.80711  0.00098266
        1553      0.8272    0.807123 0.000982112
        1554    0.827317    0.807136 0.000981566
        1555    0.827432    0.807149 0.000981022
        1556    0.827545    0.807163 0.000980479
        1557    0.827655    0.807176 0.000979937
        1558    0.827762    0.807189 0.000979397
        1559    0.827867    0.807202 0.000978859
        1560     0.82797    0.807216 0.000978322
        1561    0.828072    0.807229 0.000977786
        1562    0.828173    0.807242 0.000977252
        1563    0.828273    0.807256  0.00097672
        1564    0.828371    0.807269 0.000976189
        1565    0.828466    0.807283 0.000975659
        1566    0.828559    0.807296  0.00097513
        1567    0.828649     0.80731 0.000974603
        1568    0.828737    0.807324 0.000974077
        1569    0.828822    0.807337 0.000973553
        1570    0.828905    0.807351  0.00097303
        1571    0.828985    0.807365 0.000972508
        1572    0.829062    0.807379 0.000971987
        1573    0.829136    0.807393 0.000971468
        1574    0.829207    0.807406 0.000970949
        1575    0.829276     0.80742 0.000970432
        1576     0.82934    0.807434 0.000969916
        1577      0.8294    0.807448 0.000969401
        1578    0.829455    0.807462 0.000968887
        1579    0.829503    0.807476 0.000968374
        1580    0.829545     0.80749 0.000967862
        1581     0.82958    0.807504  0.00096735
        1582    0.829608    0.807518  0.00096684
        1583    0.829628    0.807532  0.00096633
        1584     0.82964    0.807546 0.000965821
        1585    0.829642     0.80756 0.000965312
        1586    0.829634    0.807574 0.000964804
        1587    0.829616    0.807588 0.000964296
        1588    0.829585    0.807601 0.000963788
        1589    0.829543    0.807615  0.00096328
        1590    0.829487    0.807629 0.000962773
        1591    0.829419    0.807643 0.000962265
        1592    0.829336    0.807656 0.000961757
        1593    0.829239     0.80767 0.000961249
        1594    0.829127    0.807683  0.00096074
        1595    0.828999    0.807697 0.000960231
        1596    0.828854     0.80771  0.00095972
        1597    0.828693    0.807723 0.000959209
        1598    0.828514    0.807736 0.000958697
        1599    0.828317    0.807749 0.000958184
        1600      0.8281    0.807762  0.00095767
        1601    0.827865    0.807774 0.000957154
        1602    0.827609    0.807787 0.000956636
        1603    0.827334    0.807799 0.000956117
        1604    0.827037    0.807811 0.000955597
        1605    0.826718    0.807823 0.000955074
        1606    0.826379    0.807834 0.000954549
        1607    0.826019    0.807845 0.000954022
        1608    0.825639    0.807857 0.000953493
        1609    0.825238    0.807867 0.000952962
        1610    0.824816    0.807878 0.000952428
        1611    0.824372    0.807888 0.000951892
        1612    0.823908    0.807898 0.000951353
        1613    0.823423    0.807908 0.000950812
        1614    0.822916    0.807917 0.000950268
        1615    0.822391    0.807926 0.000949722
        1616    0.821845    0.807935 0.000949173
        1617    0.821281    0.807943 0.000948622
        1618    0.820699    0.807951 0.000948069
        1619    0.820099    0.807958 0.000947513
        1620    0.819482    0.807965 0.000946955
        1621     0.81885    0.807972 0.000946394
        1622    0.818202    0.807978 0.000945832
        1623    0.817541    0.807984 0.000945267
        1624    0.816866     0.80799 0.000944701
        1625    0.816179    0.807995 0.000944133
        1626    0.815481    0.807999 0.000943564
        1627    0.814774    0.808004 0.000942993
        1628    0.814057    0.808007 0.000942421
        1629    0.813333     0.80801 0.000941848
        1630    0.812604    0.808013 0.000941275
        1631    0.811871    0.808016 0.000940701
        1632    0.811134    0.808018 0.000940126
        1633    0.810397    0.808019 0.000939552
        1634    0.809659     0.80802 0.000938977
        1635    0.808922    0.808021 0.000938403
        1636    0.808189    0.808021 0.000937829
        1637     0.80746     0.80802 0.000937257
        1638    0.806737     0.80802 0.000936685
        1639    0.806021    0.808018 0.000936114
        1640    0.805314    0.808017 0.000935545
        1641    0.804616    0.808015 0.000934977
        1642     0.80393    0.808012 0.000934411
        1643    0.803257    0.808009 0.000933846
        1644    0.802599    0.808006 0.000933284
        1645    0.801955    0.808002 0.000932724
        1646    0.801329    0.807998 0.000932166
        1647    0.800723    0.807994 0.000931611
        1648    0.800137    0.807989 0.000931058
        1649    0.799572    0.807984 0.000930507
        1650     0.79903    0.807979 0.000929959
        1651     0.79851    0.807973 0.000929413
        1652    0.798015    0.807967  0.00092887
        1653    0.797546     0.80796  0.00092833
        1654    0.797103    0.807954 0.000927792
        1655    0.796686    0.807947 0.000927256
        1656    0.796297     0.80794 0.000926723
        1657    0.795936    0.807933 0.000926192
        1658    0.795603    0.807925 0.000925663
        1659    0.795299    0.807918 0.000925136
        1660    0.795024     0.80791 0.000924612
        1661    0.794778    0.807902 0.000924089
        1662    0.794562    0.807894 0.000923568
        1663    0.794376    0.807886 0.000923048
        1664     0.79422    0.807878  0.00092253
        1665    0.794094    0.807869 0.000922013
        1666    0.793998    0.807861 0.000921497
        1667    0.793931    0.807853 0.000920982
        1668    0.793894    0.807844 0.000920468
        1669    0.793888    0.807836 0.000919955
        1670    0.793909    0.807828 0.000919442
        1671    0.793959    0.807819 0.000918929
        1672    0.794035    0.807811 0.000918416
        1673    0.794137    0.807803 0.000917904
        1674    0.794264    0.807795 0.000917391
        1675    0.794416    0.807787 0.000916878
        1676     0.79459    0.807779 0.000916365
        1677    0.794788    0.807771 0.000915851
        1678    0.795007    0.807764 0.000915337
        1679    0.795246    0.807756 0.000914822
        1680    0.795505    0.807749 0.000914307
        1681    0.795782    0.807742  0.00091379
        1682    0.796076    0.807735 0.000913273
        1683    0.796386    0.807728 0.000912756
        1684    0.796709    0.807722 0.000912237
        1685    0.797044    0.807715 0.000911718
        1686    0.797392    0.807709 0.000911197
        1687    0.797751    0.807703 0.000910676
        1688    0.798118    0.807698 0.000910155
        1689    0.798494    0.807692 0.000909632
        1690    0.798875    0.807687 0.000909109
        1691    0.799261    0.807682 0.000908585
        1692    0.799651    0.807677  0.00090806
        1693    0.800043    0.807673 0.000907535
        1694    0.800436    0.807668 0.000907009
        1695    0.800829    0.807664 0.000906483
        1696     0.80122    0.807661 0.000905957
        1697    0.801608    0.807657  0.00090543
        1698     0.80199    0.807654 0.000904903
        1699    0.802367     0.80765 0.000904376
        1700    0.802738    0.807648 0.000903848
        1701    0.803101    0.807645 0.000903321
        1702    0.803456    0.807642 0.000902793
        1703    0.803801     0.80764 0.000902266
        1704    0.804134    0.807638 0.000901739
        1705    0.804456    0.807636 0.000901212
        1706    0.804765    0.807635 0.000900685
        1707    0.805059    0.807633 0.000900159
        1708     0.80534    0.807632 0.000899633
        1709    0.805607    0.807631 0.000899107
        1710    0.805859     0.80763 0.000898582
        1711    0.806095    0.807629 0.000898057
        1712    0.806315    0.807628 0.000897533
        1713    0.806518    0.807627 0.000897009
        1714    0.806704    0.807627 0.000896486
        1715    0.806873    0.807626 0.000895964
        1716    0.807023    0.807626 0.000895442
        1717    0.807156    0.807626  0.00089492
        1718     0.80727    0.807625 0.000894399
        1719    0.807367    0.807625 0.000893879
        1720    0.807445    0.807625 0.000893359
        1721    0.807506    0.807625  0.00089284
        1722    0.807549    0.807625 0.000892322
        1723    0.807576    0.807625 0.000891804
        1724    0.807587    0.807625 0.000891286
        1725    0.807581    0.807625  0.00089077
        1726     0.80756    0.807625 0.000890254
        1727    0.807521    0.807625 0.000889738
        1728    0.807468    0.807625 0.000889223
        1729    0.807398    0.807625 0.000888709
        1730    0.807314    0.807624 0.000888195
        1731    0.807215    0.807624 0.000887682
        1732    0.807102    0.807624  0.00088717
        1733    0.806975    0.807624 0.000886658
        1734    0.806836    0.807623 0.000886147
        1735    0.806685    0.807623 0.000885636
        1736    0.806522    0.807622 0.000885126
        1737    0.806349    0.807621 0.000884617
        1738    0.806165     0.80762 0.000884108
        1739    0.805972    0.807619   0.0008836
        1740    0.805771    0.807618 0.000883093
        1741    0.805563    0.807617 0.000882587
        1742    0.805348    0.807616 0.000882081
        1743    0.805126    0.807614 0.000881576
        1744      0.8049    0.807613 0.000881072
        1745    0.804668    0.807611 0.000880569
        1746    0.804433    0.807609 0.000880066
        1747    0.804193    0.807607 0.000879565
        1748    0.803952    0.807605 0.000879064
        1749    0.803708    0.807603 0.000878564
        1750    0.803463    0.807601 0.000878065
        1751    0.803217    0.807598 0.000877568
        1752    0.802971    0.807596 0.000877071
        1753    0.802725    0.807593 0.000876575
        1754    0.802482     0.80759  0.00087608
        1755     0.80224    0.807587 0.000875586
        1756    0.802002    0.807584 0.000875093
        1757    0.801768     0.80758 0.000874601
        1758     0.80154    0.807577 0.000874111
        1759    0.801316    0.807573 0.000873621
        1760    0.801097     0.80757 0.000873132
        1761    0.800884    0.807566 0.000872645
        1762    0.800679    0.807562 0.000872158
        1763    0.800481    0.807558 0.000871673
        1764    0.800291    0.807554 0.000871188
        1765    0.800109     0.80755 0.000870705
        1766    0.799936    0.807545 0.000870223
        1767    0.799773    0.807541 0.000869741
        1768    0.799619    0.807536 0.000869261
        1769    0.799474    0.807532 0.000868781
        1770     0.79934    0.807527 0.000868303
        1771    0.799218    0.807523 0.000867825
        1772    0.799107    0.807518 0.000867348
        1773    0.799008    0.807513 0.000866873
        1774    0.798919    0.807508 0.000866397
        1775    0.798843    0.807503 0.000865923
        1776    0.798781    0.807498 0.000865449
        1777    0.798731    0.807493 0.000864976
        1778    0.798694    0.807488 0.000864504
        1779     0.79867    0.807484 0.000864032
        1780     0.79866    0.807479 0.000863561
        1781    0.798664    0.807474 0.000863091
        1782    0.798682    0.807469  0.00086262
        1783    0.798712    0.807464  0.00086215
        1784    0.798755    0.807459 0.000861681
        1785    0.798812    0.807454 0.000861212
        1786     0.79888    0.807449 0.000860743
        1787    0.798962    0.807445 0.000860275
        1788    0.799055     0.80744 0.000859806
        1789     0.79916    0.807435 0.000859338
        1790    0.799278    0.807431  0.00085887
        1791    0.799406    0.807426 0.000858402
        1792    0.799547    0.807422 0.000857934
        1793      0.7997    0.807417 0.000857467
        1794    0.799865    0.807413 0.000856999
        1795     0.80004    0.807409 0.000856531
        1796    0.800226    0.807405 0.000856064
        1797     0.80042    0.807401 0.000855596
        1798    0.800624    0.807397 0.000855129
        1799    0.800836    0.807394 0.000854661
        1800    0.801056     0.80739 0.000854194
        1801    0.801281    0.807387 0.000853726
        1802    0.801513    0.807384 0.000853259
        1803    0.801749    0.807381 0.000852791
        1804    0.801989    0.807378 0.000852324
        1805    0.802233    0.807375 0.000851856
        1806     0.80248    0.807372 0.000851389
        1807    0.802728    0.807369 0.000850921
        1808    0.802976    0.807367 0.000850454
        1809    0.803222    0.807365 0.000849987
        1810    0.803466    0.807363  0.00084952
        1811    0.803707    0.807361 0.000849054
        1812    0.803943    0.807359 0.000848587
        1813    0.804173    0.807357 0.000848121
        1814    0.804395    0.807355 0.000847655
        1815    0.804608    0.807354 0.000847189
        1816    0.804812    0.807352 0.000846724
        1817    0.805006    0.807351 0.000846259
        1818    0.805187     0.80735 0.000845794
        1819    0.805355    0.807349  0.00084533
        1820    0.805509    0.807348 0.000844866
        1821    0.805646    0.807347 0.000844403
        1822    0.805766    0.807346  0.00084394
        1823    0.805868    0.807345 0.000843477
        1824    0.805949    0.807344 0.000843015
        1825    0.806009    0.807344 0.000842554
        1826    0.806048    0.807343 0.000842092
        1827    0.806063    0.807342 0.000841632
        1828    0.806053    0.807342 0.000841172
        1829    0.806019    0.807341 0.000840712
        1830    0.805958     0.80734 0.000840253
        1831    0.805872    0.807339 0.000839794
        1832    0.805758    0.807338 0.000839337
        1833    0.805616    0.807337 0.000838879
        1834    0.805445    0.807336 0.000838422
        1835    0.805244    0.807335 0.000837966
        1836    0.805014    0.807334 0.000837511
        1837    0.804754    0.807333 0.000837056
        1838    0.804463    0.807331 0.000836602
        1839    0.804142    0.807329 0.000836149
        1840    0.803788    0.807327 0.000835697
        1841    0.803404    0.807325 0.000835246
        1842    0.802987    0.807323 0.000834795
        1843     0.80254     0.80732 0.000834346
        1844    0.802061    0.807317 0.000833899
        1845     0.80155    0.807314 0.000833453
        1846    0.801007    0.807311 0.000833008
        1847    0.800433    0.807307 0.000832566
        1848    0.799827    0.807303 0.000832125
        1849     0.79919    0.807299 0.000831686
        1850    0.798522    0.807294  0.00083125
        1851    0.797825    0.807289 0.000830817
        1852    0.797097    0.807283 0.000830387
        1853     0.79634    0.807277  0.00082996
        1854    0.795554    0.807271 0.000829536
        1855     0.79474    0.807264 0.000829116
        1856    0.793898    0.807257 0.000828701
        1857    0.793029     0.80725  0.00082829
        1858    0.792133    0.807241 0.000827884
        1859    0.791211    0.807233 0.000827484
        1860    0.790262    0.807224 0.000827089
        1861    0.789288    0.807214 0.000826701
        1862     0.78829    0.807204 0.000826319
        1863    0.787269    0.807193 0.000825945
        1864    0.786224    0.807182 0.000825579
        1865    0.785155     0.80717  0.00082522
        1866    0.784064    0.807158 0.000824871
        1867    0.782952    0.807145 0.000824531
        1868    0.781818    0.807131 0.000824201
        1869    0.780664    0.807117 0.000823882
        1870    0.779488    0.807102 0.000823574
        1871    0.778292    0.807087 0.000823278
        1872    0.777075    0.807071 0.000822994
        1873    0.775839    0.807054 0.000822723
        1874    0.774583    0.807037 0.000822467
        1875    0.773308    0.807019 0.000822225
        1876    0.772015       0.807 0.000821998
        1877    0.770704    0.806981 0.000821788
        1878    0.769375    0.806961 0.000821594
        1879    0.768028     0.80694 0.000821418
        1880    0.766666    0.806919  0.00082126
        1881    0.765288    0.806897 0.000821122
        1882    0.763895    0.806874 0.000821003
        1883    0.762487     0.80685 0.000820906
        1884    0.761065    0.806826  0.00082083
        1885    0.759629    0.806801 0.000820776
        1886     0.75818    0.806775 0.000820746
        1887     0.75672    0.806748 0.000820739
        1888    0.755247    0.806721 0.000820758
        1889    0.753765    0.806693 0.000820802
        1890    0.752274    0.806664 0.000820872
        1891    0.750774    0.806635  0.00082097
        1892    0.749268    0.806604 0.000821096
        1893    0.747757    0.806573 0.000821251
        1894    0.746241    0.806542 0.000821434
        1895    0.744723    0.806509 0.000821649
        1896    0.743205    0.806476 0.000821893
        1897    0.741687    0.806441 0.000822169
        1898    0.740171    0.806406 0.000822477
        1899     0.73866    0.806371 0.000822817
        1900    0.737154    0.806334  0.00082319
        1901    0.735658    0.806297 0.000823597
        1902    0.734172    0.806259 0.000824036
        1903    0.732699    0.806221 0.000824509
        1904     0.73124    0.806181 0.000825016
        1905    0.729798    0.806141 0.000825557
        1906    0.728375      0.8061 0.000826131
        1907    0.726975    0.806059 0.000826739
        1908      0.7256    0.806017 0.000827381
        1909    0.724251    0.805974 0.000828055
        1910    0.722932     0.80593 0.000828762
        1911    0.721645    0.805886 0.000829501
        1912    0.720392    0.805842 0.000830272
        1913    0.719177    0.805796 0.000831073
        1914    0.718003     0.80575 0.000831904
        1915    0.716871    0.805704 0.000832763
        1916    0.715783    0.805657  0.00083365
        1917    0.714741     0.80561 0.000834563
        1918    0.713748    0.805562 0.000835501
        1919    0.712807    0.805513 0.000836462
        1920    0.711919    0.805465 0.000837446
        1921    0.711087    0.805415  0.00083845
        1922     0.71031    0.805366 0.000839472
        1923    0.709593    0.805316 0.000840512
        1924    0.708936    0.805266 0.000841567
        1925    0.708341    0.805216 0.000842634
        1926    0.707808    0.805165 0.000843713
        1927    0.707339    0.805114 0.000844801
        1928    0.706934    0.805063 0.000845896
        1929    0.706595    0.805012 0.000846997
        1930     0.70632    0.804961   0.0008481
        1931    0.706111     0.80491 0.000849204
        1932    0.705967    0.804859 0.000850308
        1933    0.705887    0.804808 0.000851408
        1934    0.705872    0.804757 0.000852503
        1935    0.705922    0.804705 0.000853591
        1936    0.706035    0.804654 0.000854671
        1937    0.706211    0.804604 0.000855739
        1938    0.706448    0.804553 0.000856795
        1939    0.706745    0.804503 0.000857837
        1940    0.707101    0.804452 0.000858863
        1941    0.707514    0.804402 0.000859871
        1942    0.707984    0.804353  0.00086086
        1943    0.708506    0.804303  0.00086183
        1944     0.70908    0.804254 0.000862777
        1945    0.709703    0.804206 0.000863702
        1946    0.710372    0.804158 0.000864603
        1947    0.711086     0.80411 0.000865479
        1948    0.711843    0.804062  0.00086633
        1949    0.712642    0.804016 0.000867155
        1950    0.713478    0.803969 0.000867952
        1951    0.714349    0.803923 0.000868722
        1952    0.715253    0.803878 0.000869464
        1953    0.716187    0.803833 0.000870177
        1954    0.717148    0.803789 0.000870862
        1955    0.718136    0.803745 0.000871518
        1956    0.719148    0.803701 0.000872145
        1957    0.720182    0.803659 0.000872743
        1958    0.721234    0.803617 0.000873311
        1959    0.722303    0.803575 0.000873852
        1960    0.723384    0.803534 0.000874363
        1961    0.724477    0.803494 0.000874846
        1962    0.725579    0.803454 0.000875301
        1963    0.726688    0.803415 0.000875728
        1964    0.727803    0.803377 0.000876128
        1965    0.728922    0.803339 0.000876501
        1966    0.730042    0.803301 0.000876848
        1967    0.731163    0.803265 0.000877169
        1968    0.732281    0.803229 0.000877464
        1969    0.733396    0.803193 0.000877735
        1970    0.734505    0.803158 0.000877982
        1971    0.735608    0.803124 0.000878205
        1972    0.736703     0.80309 0.000878405
        1973     0.73779    0.803057 0.000878584
        1974    0.738865    0.803025  0.00087874
        1975    0.739929    0.802993 0.000878876
        1976     0.74098    0.802961 0.000878991
        1977     0.74202    0.802931 0.000879087
        1978    0.743046      0.8029 0.000879164
        1979    0.744057    0.802871 0.000879222
        1980    0.745052    0.802841 0.000879263
        1981    0.746032    0.802813 0.000879286
        1982    0.746997    0.802785 0.000879294
        1983    0.747945    0.802757 0.000879285
        1984    0.748876     0.80273 0.000879261
        1985     0.74979    0.802703 0.000879223
        1986    0.750686    0.802677  0.00087917
        1987    0.751565    0.802651 0.000879104
        1988    0.752428    0.802626 0.000879024
        1989    0.753273    0.802601 0.000878933
        1990    0.754101    0.802577 0.000878829
        1991    0.754913    0.802553 0.000878713
        1992    0.755709    0.802529 0.000878587
        1993    0.756489    0.802506  0.00087845
        1994    0.757253    0.802483 0.000878302
        1995    0.758002    0.802461 0.000878145
        1996    0.758737    0.802439 0.000877978
        1997    0.759459    0.802418 0.000877802
        1998    0.760169    0.802397 0.000877618
        1999    0.760868    0.802376 0.000877424
        2000    0.761556    0.802355 0.000877223
        2001    0.762236    0.802335 0.000877014
        2002    0.762908    0.802316 0.000876797
        2003    0.763573    0.802296 0.000876572
        2004    0.764232    0.802277 0.000876341
        2005    0.764885    0.802259 0.000876102
        2006    0.765535     0.80224 0.000875856
        2007    0.766181    0.802222 0.000875604
        2008    0.766824    0.802205 0.000875346
        2009    0.767465    0.802188 0.000875081
        2010    0.768108    0.802171  0.00087481
        2011    0.768751    0.802154 0.000874533
        2012    0.769397    0.802138 0.000874249
        2013    0.770048    0.802122  0.00087396
        2014    0.770704    0.802106 0.000873666
        2015    0.771365    0.802091 0.000873365
        2016    0.772032    0.802076 0.000873059
        2017    0.772707    0.802061 0.000872748
        2018    0.773392    0.802047 0.000872431
        2019    0.774087    0.802033 0.000872109
        2020    0.774793     0.80202 0.000871781
        2021     0.77551    0.802007 0.000871449
        2022    0.776241    0.801994 0.000871111
        2023    0.776985    0.801982 0.000870768
        2024    0.777745     0.80197  0.00087042
        2025    0.778522    0.801958 0.000870067
        2026    0.779315    0.801947  0.00086971
        2027    0.780126    0.801936 0.000869347
        2028    0.780954    0.801926  0.00086898
        2029    0.781801    0.801916 0.000868608
        2030    0.782667    0.801906 0.000868232
        2031    0.783554    0.801897 0.000867852
        2032    0.784461    0.801889 0.000867467
        2033     0.78539    0.801881 0.000867078
        2034     0.78634    0.801873 0.000866686
        2035    0.787312    0.801866 0.000866289
        2036    0.788306    0.801859 0.000865889
        2037    0.789324    0.801853 0.000865486
        2038    0.790364    0.801847  0.00086508
        2039    0.791428    0.801842 0.000864671
        2040    0.792514    0.801838 0.000864259
        2041    0.793625    0.801834 0.000863845
        2042    0.794759     0.80183 0.000863429
        2043    0.795918    0.801827 0.000863011
        2044      0.7971    0.801825 0.000862592
        2045    0.798307    0.801823 0.000862172
        2046    0.799538    0.801822 0.000861751
        2047    0.800794    0.801822  0.00086133
        2048    0.802072    0.801822  0.00086091
        2049    0.803373    0.801823  0.00086049
        2050    0.804696    0.801824 0.000860071
        2051    0.806042    0.801826 0.000859654
        2052     0.80741    0.801829  0.00085924
        2053      0.8088    0.801832 0.000858828
        2054    0.810209    0.801836  0.00085842
        2055    0.811639    0.801841 0.000858015
        2056    0.813088    0.801846 0.000857615
        2057    0.814555    0.801853 0.000857221
        2058     0.81604     0.80186 0.000856832
        2059     0.81754    0.801867 0.000856449
        2060    0.819056    0.801875 0.000856074
        2061    0.820585    0.801885 0.000855707
        2062    0.822128    0.801894 0.000855348
        2063    0.823682    0.801905 0.000854999
        2064    0.825248    0.801916  0.00085466
        2065    0.826824    0.801928 0.000854331
        2066    0.828409    0.801941 0.000854013
        2067    0.830002    0.801955 0.000853708
        2068    0.831599    0.801969 0.000853416
        2069      0.8332    0.801984 0.000853137
        2070    0.834802       0.802 0.000852872
        2071    0.836406    0.802017 0.000852622
        2072    0.838008    0.802034 0.000852387
        2073    0.839606    0.802052 0.000852169
        2074    0.841201    0.802071 0.000851967
        2075    0.842789    0.802091 0.000851782
        2076    0.844368    0.802111 0.000851615
        2077    0.845936    0.802132 0.000851467
        2078    0.847491    0.802154 0.000851337
        2079    0.849033    0.802176 0.000851226
        2080    0.850558      0.8022 0.000851134
        2081    0.852066    0.802224 0.000851062
        2082    0.853553    0.802248 0.000851011
        2083    0.855019    0.802274 0.000850979
        2084    0.856461      0.8023 0.000850968
        2085    0.857877    0.802326 0.000850977
        2086    0.859265    0.802354 0.000851007
        2087    0.860624    0.802382 0.000851057
        2088    0.861951     0.80241 0.000851128
        2089    0.863244    0.802439 0.000851218
        2090    0.864503    0.802469 0.000851329
        2091    0.865725    0.802499 0.000851459
        2092    0.866908     0.80253 0.000851608
        2093    0.868051    0.802561 0.000851777
        2094    0.869153    0.802593 0.000851963
        2095    0.870212    0.802625 0.000852168
        2096    0.871226    0.802658 0.000852389
        2097    0.872196    0.802691 0.000852628
        2098    0.873119    0.802725 0.000852882
        2099    0.873994    0.802759 0.000853151
        2100    0.874823    0.802793 0.000853435
        2101    0.875601    0.802828 0.000853732
        2102    0.876329    0.802863 0.000854042
        2103    0.877006    0.802898 0.000854363
        2104    0.877631    0.802933 0.000854695
        2105    0.878206    0.802969 0.000855036
        2106    0.878727    0.803005 0.000855387
        2107    0.879195    0.803041 0.000855745
        2108    0.879609    0.803078 0.000856109
        2109     0.87997    0.803114 0.000856479
        2110    0.880278    0.803151 0.000856854
        2111    0.880531    0.803187 0.000857232
        2112     0.88073    0.803224 0.000857612
        2113    0.880875    0.803261 0.000857993
        2114    0.880966    0.803298 0.000858374
        2115    0.881003    0.803334 0.000858754
        2116    0.880987    0.803371 0.000859132
        2117     0.88092    0.803408 0.000859507
        2118    0.880802    0.803444 0.000859877
        2119    0.880632    0.803481 0.000860243
        2120    0.880411    0.803517 0.000860602
        2121    0.880142    0.803553 0.000860954
        2122    0.879826    0.803589 0.000861299
        2123    0.879462    0.803625 0.000861634
        2124    0.879052     0.80366  0.00086196
        2125    0.878598    0.803695 0.000862275
        2126    0.878102     0.80373  0.00086258
        2127    0.877564    0.803765 0.000862872
        2128    0.876984      0.8038 0.000863153
        2129    0.876363    0.803834  0.00086342
        2130    0.875703    0.803867 0.000863673
        2131    0.875005    0.803901 0.000863913
        2132    0.874271    0.803934 0.000864138
        2133    0.873503    0.803966 0.000864348
        2134    0.872703    0.803999 0.000864543
        2135     0.87187     0.80403 0.000864723
        2136    0.871009    0.804062 0.000864886
        2137    0.870121    0.804093 0.000865034
        2138    0.869206    0.804123 0.000865165
        2139    0.868266    0.804153  0.00086528
        2140    0.867302    0.804183 0.000865379
        2141    0.866316    0.804212 0.000865461
        2142    0.865311     0.80424 0.000865527
        2143    0.864287    0.804268 0.000865576
        2144    0.863246    0.804296  0.00086561
        2145    0.862191    0.804323 0.000865627
        2146    0.861122    0.804349 0.000865628
        2147    0.860041    0.804375 0.000865613
        2148    0.858949    0.804401 0.000865583
        2149    0.857847    0.804425 0.000865538
        2150    0.856737     0.80445 0.000865477
        2151     0.85562    0.804473 0.000865401
