   0.0128248           0
   0.0384745           0
   0.0641241           0
   0.0897737           0
    0.115423           0
    0.141073           0
    0.166723           0
    0.192372           0
    0.218022           0
    0.243672           0
    0.269321           0
    0.294971           0
     0.32062           0
     0.34627           0
     0.37192           0
    0.397569           0
    0.423219           0
    0.448869           0
    0.474518           0
    0.500168           0
    0.525818           0
    0.551467           0
    0.577117           0
    0.602767           0
    0.628416           0
    0.654066           0
    0.679715           0
    0.705365           0
    0.731015           0
    0.756664           0
    0.782314           0
    0.807964           0
    0.833613           0
    0.859263 0.000632199
    0.884913   0.0257233
    0.910562    0.469349
    0.936212     3.26975
    0.961861     11.2409
    0.987511     23.9314
     1.01316     37.0575
     1.03881     46.5716
     1.06446     50.8857
     1.09011     50.9588
     1.11576     48.1722
     1.14141     44.0271
     1.16706     39.5308
     1.19271     35.2125
     1.21836     31.2551
     1.24401     27.9137
     1.26966     24.9924
     1.29531     22.6389
     1.32096     20.6227
     1.34661     18.9279
     1.37226     17.5036
     1.39791     16.3817
     1.42355     15.4919
      1.4492     14.8087
     1.47485     14.2518
      1.5005     13.8587
     1.52615      13.572
      1.5518     13.4361
     1.57745     13.3778
      1.6031     13.4333
     1.62875     13.6325
      1.6544     14.0109
     1.68005     14.4306
      1.7057     14.9634
     1.73135     15.5499
       1.757     16.2683
     1.78265     17.0281
      1.8083     17.8139
     1.83395     18.6437
      1.8596     19.4401
     1.88525     20.3003
      1.9109     21.0991
     1.93655     21.8883
      1.9622      22.558
     1.98785     23.1584
      2.0135     23.7051
     2.03915     24.0508
      2.0648     24.2954
     2.09045     24.3486
      2.1161     24.2394
     2.14174     23.9449
     2.16739     23.5573
     2.19304     23.0462
     2.21869     22.5128
     2.24434      21.994
     2.26999     21.3919
     2.29564     20.8547
     2.32129     20.3237
     2.34694     19.8371
     2.37259     19.3696
     2.39824     18.9776
     2.42389     18.6694
     2.44954     18.3999
     2.47519     18.2078
     2.50084     17.9239
     2.52649     17.7264
     2.55214     17.7312
