   0.0323165           0
   0.0969496           0
    0.161583           0
    0.226216           0
    0.290849           0
    0.355482           0
    0.420115           0
    0.484748           0
    0.549381           0
    0.614014           0
    0.678647           0
     0.74328           0
    0.807913           0
    0.872546   0.0164638
    0.937179     2.93278
     1.00181     21.1024
     1.06645     40.6565
     1.13108     45.1093
     1.19571     41.5706
     1.26034     36.3429
     1.32498     32.1733
     1.38961     28.9855
     1.45424     26.4081
     1.51888     24.8593
     1.58351     23.6475
     1.64814     22.8197
     1.71278      22.183
     1.77741     21.7051
     1.84204     21.4008
     1.90667     21.2036
     1.97131     21.0507
     2.03594     21.0336
     2.10057     21.0018
     2.16521     20.9206
     2.22984     20.8878
     2.29447     20.7379
     2.35911      20.666
     2.42374     20.5761
     2.48837     20.4405
     2.55301     20.3365
     2.61764     20.2206
     2.68227     20.2456
      2.7469     20.1477
     2.81154     20.0912
     2.87617     20.0618
      2.9408     19.9969
     3.00544     20.0134
     3.07007     19.9824
      3.1347     19.9075
     3.19934     19.9276
     3.26397     19.9405
      3.3286      19.855
     3.39323     19.8568
     3.45787     19.8898
      3.5225     19.8223
     3.58713     19.7826
     3.65177     19.8107
      3.7164     19.7829
     3.78103     19.8339
     3.84567     19.7918
      3.9103     19.7751
     3.97493     19.7942
     4.03957     19.7933
      4.1042     19.7518
     4.16883     19.7591
     4.23346     19.7915
      4.2981     19.7574
     4.36273     19.7299
     4.42736     19.7744
       4.492     19.7101
     4.55663     19.7612
     4.62126     19.7345
      4.6859     19.7186
     4.75053      19.735
     4.81516     19.7503
     4.87979     19.7212
     4.94443     19.7382
     5.00906     19.6977
     5.07369     19.7413
     5.13833      19.761
     5.20296     19.7187
     5.26759     19.7405
     5.33223     19.7163
     5.39686     19.7205
     5.46149     19.7121
     5.52612     19.7343
     5.59076     19.6912
     5.65539     19.7009
     5.72002     19.7266
     5.78466     19.7232
     5.84929     19.7281
     5.91392     19.7471
     5.97856     19.7067
     6.04319      19.719
     6.10782     19.7345
     6.17246     19.7367
     6.23709     19.7213
     6.30172      19.703
     6.36635      19.738
     6.43099     19.7179
